apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Dainų,1967-03-13,vedęs / ištekėjusi,Ne,"UAB Elga"", projektų vadovas",Robertas    MIKALAUSKIS,Šiauliai,Aukštasis universitetinis;Šiaulių universitetas;gamybos vadyba;2001;Aukštasis universitetinis;Kauno Technologijos universitetas;metalo pjovimo staklės ir įrankiai;1990,"muzika, futbolas, automobilių sportas",Plungės miestas,Liberalų ir centro sąjunga,Lietuvis (-ė) ,71,"Rusų, Anglų",Ne,Neturiu
Dainų,1953-11-18,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Valentinas    MAZURONIS,Vilnius,Aukštasis;Valstybinis Vilniaus dailės institutas;Architektas;1976;Vidurinis;Utenos 1-oji (Saulės) mokykla;Mokinys;1971,Įvairūs,Molėtai,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,1,"Anglų, Rusų",	 ,Neturiu
Dainų,1941-06-15,Nenurodė,Ne,"UAB ""Asta ir liūtas"", saugos ir sveikatos tarnybos specialistas",Adolfas    JARULIS,Šiauliai,Aukštasis;Klaipėdos konservatorija;Kultūros masinių renginių organizatorius;1990,Natūralistika (gamta),Šiauliai,Tautos prisikėlimo partija,Lietuvis (-ė) ,30,Rusų,Ne,Neturiu
Dainų,1958-08-10,vedęs / ištekėjusi,Ne,"Šiaulių universitetas, docentas",Arūnas    GUMULIAUSKAS,Šiauliai,"Aukštasis;VU;Istorikas, istorijos ir visuomenės mokslų dėstytojas;1981","Sportas, Teatras",Kaunas,Lietuvos centro partija,Lietuvis (-ė) ,3,"Anglų, Vokiečių, Rusų, Lenkų",Ne,Neturiu
Dainų,1963-09-27,Nenurodė,Ne,"Šiaulių miesto savivaldybė, Mero patarėja",Danutė    AKAVECKIENĖ,Šiauliai,Aukštasis universitetinis;ŠU;Istorija;2007;Aukštasis;Šiaulių K.Preikšo pedagoginis institutas;PMPM;1985,"Lietuvos, Šiaulių krašto istorija, Knygos, Turistinės kelionės po Lietuvą, Sportas",Šiauliai,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,70,"Anglų, Rusų",Ne,Neturiu
Nevėžio,1976-03-17,nevedęs / netekėjusi,Ne,"Lietuvos nacionalinis operos ir baleto teatras; Lietuvos muzikos ir teatro akademija, operos solistų inspektorius, operos solistas; Dainavimo katedros dėstytojas, koordinatorius",Deividas    STAPONKUS,Vilnius,Stažuotė;Bregenzer Festspiele Gmbh (Austrija);Vadyba ir administravimas;2005;Aspirantūra;Lietuvos muzikos ir teatro akademija;Dainavimas;2004;Stažuotė;Lietuvos nacionalinis operos ir baleto teatras;Operos solistas;2004;aukštasis universitetinis magistras;Lietuvos muzikos ir teatro akademija;Dainavimas;2002,"Muzika, Skaitymas, Teatras",Šiauliai,Tautos prisikėlimo partija,Lietuvis (-ė) ,29,"Vokiečių, Rusų, Italų, Prancūzų",Ne,Neturiu
Nevėžio,1961-04-27,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos kultūros ministerija, viceministras",Gintaras    SODEIKA,Vilnius,Aukštasis;Vilniaus valstybinė konservatorija (dab. Lietuvos muzikos ir teatro akademija);kompozicija;1986;Aukštesnysis;Vilniaus J. Tallat-Kelpšos aukštesnioji muzikos mokykla;chorinis dirigavimas;1980;Vidurinis;Vilniaus 31-oji vidurinė mokykla;1976,"opera, naujosios technologijos",Vilnius,Liberalų ir centro sąjunga,Lietuvis (-ė) ,34,"Anglų, Rusų, Lenkų, Vokiečių",Ne,Neturiu
Nevėžio,1957-08-16,vedęs / ištekėjusi,Ne,"UAB „Papilio kibirkštis“, direktorius",Robertas    MANTUŠKA,Upytės k.,Aukštasis;VDU;Anglų kalbos mokytojas;2007;Aukštasis;KTU;Verslo administravimo magistras;2004;Aukštasis;KTU (buvęs KPI);Inžinierius mechanikas;1982,"Politika, Literatūra, Muzika, Sportas, Kelionės",Panevėžys,"""Fronto"" partija",Lietuvis (-ė) ,63,"Anglų, Rusų",Ne,Neturiu
Nevėžio,1980-12-15,vedęs / ištekėjusi,Ne,"UAB ""Aukštaitijos pramogos"", projektų vadovas",Svajūnas    MACKEVIČIUS,Panevėžio m. sav.,Aukštasis;Šiaulių universitetas;edukologija;2005;Aukštasis;Pnaevėžio konservatorija;pradinės mokyklos mokytojas;2003,"muzika, fotografija, kelionės","Panevėžio raj, Pakrityžio kaimas",Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,81,"Rusų, Anglų",Ne,Neturiu
Nevėžio,1944-12-20,vedęs / ištekėjusi,Ne,"UAB ""Jumenta"", direktorius",Zenonas    LIPNEVIČIUS,Panevėžys,Aukštasis;Vilniaus Inžinierinis statybos institutas;Inžinierius-mechanikas;1970,"šachmatai, sportas, literatūra",Panevižio miestas,Darbo partija,Lietuvis (-ė) ,103,Rusų,	 ,Neturiu
Nevėžio,1961-04-29,vedęs / ištekėjusi,Ne,"Panevėžio kurčiųjų ir neprigirdinčiųjų pagrindinė mokykla, direktorė",Danutė    KRIŠČIŪNIENĖ,Piniavos k.,Aukštasis universitetinis;Vytauto Ddižiojo universitetas;Ugdymo organizavimas;2006;Aukštasis;Šiaulių universitetas Kvalifikacijos Institutas;Surdopedagogas;2002;Aukštasis;Šiaulių K.Preikšto pedagoginis institutas;Pradinio mokymo pedgogikos ir metodikos (PMPM);1986,"Domėjimasis vadyba, psichologija, planavimas, kelionės, teatras, skaitymas, visuomeninė veikla","Pasvalio rajonas, Gulbinėnų kaimas",Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,32,"Rusų, Vokiečių, Lietuvių - gestų",Ne,Neturiu
Nevėžio,1963-11-14,vedęs / ištekėjusi,Ne,"R. Jonaičio IĮ saugos tarnyba ""Argus"", apsaugos darbuotojas",Edmundas    GRINYS,Vilnius,spec. vidurinis;Kauno medicinos mokykla;Kriminalinės paieškos darb.;1990;profesinis vidurinis;Šiaulių m. 43-oji profesinė m.;Siuvėjas - sukirp.;1983,Skaitymas,Panevėžys,Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,45,"Rusų, Anglų",Ne,Neturiu
Nevėžio,1953-05-30,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys, Švietimo ir mokslo komiteto pavaduotojas",Julius    DAUTARTAS,Panevėžys,Aukštasis;Rusijos meno akademija (Gitis);dramos teatro režisierius;1983;Aukštasis;Lietuvos muzikos ir teatro akademija;aktorius;1977,"Šachmatai, kelionės",Vilnius,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,35,"Vokiečių, Rusų",Ne,Neturiu
Nevėžio,1954-01-29,vedęs / ištekėjusi,Ne,"Panevėžio Senvagės pagrindinė mokykla, mokyklos direktorius",Kazimieras    ARMONAVIČIUS,Panevėžys,Aukštasis;Vilniaus valstybinis pedagoginis institutas;Techninių disciplinų ir darbų mokytojas;1985,"Liaudies šokiai, Darbas sode, Kelionės, Sportas",Pasvalio raj. Paberžių kaimas,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,95,"Rusų, Prancūzų, Anglų",Ne,Neturiu
Vakarinė,1945-07-25,Išsiskyręs(-usi),	 ,"Panevėžio miesto savivaldybė, miesto meras",Povilas    VADOPOLAS,Panevėžys,Aukštasis;Sankt Peterburgo Šiaurės Vakarų neakivaizdinis politechnikos institutas;Radijo inžinierius;1998;Vidurinis;Pasvalio vidurinė vakarinė mokykla;1964,"Videofilmų kūryba, Fotografija, Knygų skaitymas, Kelionės","Aukštuolių km., Krinčino seniūnija, Pasvalio raj.",Lietuvos socialdemokratų partija,Lietuvis (-ė) ,46,Rusų,Ne,Neturiu
Vakarinė,1958-04-28,vedęs / ištekėjusi,		,"Panevėžio m. savivaldybės tarybos sekretoriatas, sekretoriato vyriausiasis sporto specialistas",Vidmantas    URBONAS,Panevėžys,Nebaigtas aukštasis;Vilniaus pedagoginis universitetas;fizinė kultūra;2009,"sportas, muzika","Panevėžys, Lietuva",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,61,"Anglų, Rusų",	 ,Neturiu
Vakarinė,1960-05-16,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Gintaras    ŠILEIKIS,Panevėžys,Aukštasis;Vilniaus pedagoginis institutas (dabar - Vilniaus pedagoginis universitetas);Mokytojas;1984,Kelionės,Ukmergės rajono Užulėnio kaimas,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,,"Rusų, Anglų",Ne,Neturiu
Vakarinė,1968-10-24,Nenurodė,Ne,"UAB ""Optima forma"", direktorė",Arūnė    STIRBLYTĖ,Vilnius,Aukštasis;VDA;Tekstilininkė,"a"", direktorė",Vilnius,Tautos prisikėlimo partija,Lietuvis (-ė) ,50,"Rusų, Anglų",Ne,Neturiu
Vakarinė,1955-12-24,vedęs / ištekėjusi,Ne,"UAB Ignalinos statyba, generalinis direktorius",Petras    NARKEVIČIUS,Panevėžys,"Aukštasis;Kauno Antano Smiečkaus politechnikos institutas;PCS - pramoninė, civilinė statyba;1988;spec. vidurinis;Panevėžio politechnikos mokykla;VKS - vandentiekio, kanalizacijos statyba;1980","medžioklė, žvėjyba, slidinėjimas",Biržų m.,Darbo partija,Lietuvis (-ė) ,52,"Rusų, Prancūzų",Ne,Neturiu
Vakarinė,1965-03-20,nevedęs / netekėjusi,Ne,"Panevėžio lLėlių vežimo teatras, Direktorius - mano vadovas",Antanas    MARKUCKIS,Panevėžys,Bakalauras;Jaroslavio valstybinis teatro institutas;Lėlių teatro vaidyba ir režiisūra;2001;Aukštesnysis;Roki6kio kult8ros mokykla;Režisūra;1983,"lių vežimo teatras, Direktorius - mano vadovas",Panevėžys,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,73,Rusų,Ne,Neturiu
Vakarinė,1955-08-21,vedęs / ištekėjusi,Ne,Individuali veikla pagal verslo liudijimą,Gediminas    KIAUNĖ,Panevėžys,Vidurinis;Panevėžio miesto profesinė technikos mokykla Nr. 28;Juvelyras;1973,"Dailė, Juvelyrika",Panevėžio miestas,"""Fronto"" partija",Lietuvis (-ė) ,23,Rusų,Ne,Neturiu
Vakarinė,1972-03-24,vedęs / ištekėjusi,Ne,"LR Seimas, Seimo Pirmininko pirmojo pavaduotojo patarėjas",Remigijus    BIELINSKAS,Vilnius,Aukštasis;Vilniaus universitetas;žurnalistika;1998;Aukštasis;Vilniaus universitetas;žurnalistika;1995,"istorija, gera muzika, akvariumistika",Panevėžys,Liberalų ir centro sąjunga,Lietuvis (-ė) ,60,"Anglų, Rusų, Italų",Ne,Neturiu
Vakarinė,1948-11-02,vedęs / ištekėjusi,Ne,"AB Šiaulių bankas Panevėžio filialas, filialo direktorius.",Juozas    BEČELIS,Panevėžys,Aukštasis;Kauno politechnikos institutas;Medžio apdirbimo technologija;1971,"Buriavimas, Knygos",Palūšės kaimas Ignalinos rajonas,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,55,"Rusų, Vokiečių",Ne,Neturiu
Aukštaitijos,1953-03-18,vedęs / ištekėjusi,Ne,"Valstybinės darbo inspekcijos Panevėžio skyrius, Skyriaus vedėjo pavaduotojas - vyriausiasis darbo inspektorius",Rimantas    TROTA,Molainių k.,Aukštasis;Kauno technologijos universitetas;Vadyba ir verslo administravimas - magistras;2004;Aukštasis;Kauno politechnikos institutas;Radijo aparatūros konstravimas ir gamyba - inžinierius;1976,"Fotografavimas, filmavimas, kompiuterinė technika, muzika, turizmas",Bastūnų k. Ukmergės raj.,Darbo partija,Lietuvis (-ė) ,78,"Rusų, Vokiečių",Ne,Neturiu
Aukštaitijos,1969-07-03,Nenurodė,Ne,"VUL Santariškių klinikos, chirurgas",Vitalijus    SOKOLOVAS,Vilnius,Aukštasis;Kauno medicinos akademija;Gydytojas,"� klinikos, chirurgas",Kaunas,Tautos prisikėlimo partija, ,67,"Anglų, Rusų, Lenkų",Ne,Neturiu
Aukštaitijos,1959-09-06,vedęs / ištekėjusi,Ne,"UAB ""Kriautė"", technikos direktoriaus pavaduotojas mechanizacijai",Rimantas    SAMĖNAS,Mikėnų k.,Aukštasis;Lietuvos žemės ūkio akademija;Inžinierius-mechanikas;1982,Turizmas,Dementonių k. Vadoklių sen. Panevėžio r.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,67,"Rusų, Prancūzų",Ne,Neturiu
Aukštaitijos,1962-03-28,vedęs / ištekėjusi,Ne,"UAB Panevėžio autobusų parkas, generalinis direktorius",Rimantas    PETUKAUSKAS,Panevėžys,Aukštasis;Vilniaus inžinerinis statybos institutas;Inžinierius-mechanikas;1986;Profesinis;31 technikos mokykla;Šaltkalvis;1981,"Kelionės, Kalnų slidinėjimas, Muzika",Joniškio m.,Lietuvos socialdemokratų partija,Lietuvis (-ė) ,83,"Rusų, Anglų, Lenkų",Ne,Neturiu
Aukštaitijos,1948-03-09,vedęs / ištekėjusi,Ne,"LR Seimas, LR Seimo narys, LR Seimo Pirmininko pavaduotojas",Alfredas    PEKELIŪNAS,Vilnius,Aukštasis;Leningrado aukštoji partinė mokykla;Socialinių mokslų;1989;Aukštasis;Lietuvos veterinarijos akademija;Mokslinis zootechnikas;1970,"Aviacija, Medžioklė","Lietuva, Rokiškis",Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,10,"Rusų, Anglų",Ne,Neturiu
Aukštaitijos,1959-05-14,vedęs / ištekėjusi,Ne,"VšĮ ""Panevėžio Regiono keliai"", direktoriaus pavaduotojas",Rimantas    MAKRICKAS,Staniūnų k.,Magistras;VGTU;Civilinė inžinerija;2001;Aukštasis;Vilniaus inžinerinis statybos institutas;Automobilių keliai;1982,"Fotografija, Sodininkystė, Kelionės, Knygų skaitymas",Pasvalys,Lietuvos centro partija,Lietuvis (-ė) ,19,"Rusų, Prancūzų",Ne,Neturiu
Aukštaitijos,1948-05-30,vedęs / ištekėjusi,Ne,"Panevėžio miesto savivaldyės administracija, tarybos narys",Petras    LUOMANAS,Panevėžys,"Aukštasis;Vytauto Didžiojo universitetas (VDU);ugdymo organizavimas;2006;Aukštasis;Vilniaus pedagoginis universitetas (VPU);etikos mokytojas;2004;Aukštasis;Lietuvos muzikos ir teatro akademija (valstybinė konservatorija);švietimo darbuotojas, choro vadovas;1980","knygų skaitymas, turizmas, teatras, meistravimas, buriavimas",Pasvalio raj. Krinčino apyl. Daukniūnų k.,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,22,"Rusų, Prancūzų, Anglų",Ne,Neturiu
Aukštaitijos,1962-07-26,vedęs / ištekėjusi,Ne,"VĮ Panevėžio miesto poliklinika, bendrosios praktikos slaugytoja",Rita    GUTAUSKIENĖ,Naujamiesčio mstl.,Aukštesnysis;Panevėžio A. Domaševičiaus medicinos mokykla;Medicinos sesuo;1982,"Sportas, Kelionės, Knygų skaitymas",Alytus,"""Fronto"" partija",Lietuvis (-ė) ,45,"Rusų, Vokiečių",Ne,Neturiu
Aukštaitijos,1966-10-07,vedęs / ištekėjusi,Ne,"Panevėžio rajono Naujamiesčio vidurinė mokykla, braižybos, technologijų, dailės mokytojas-metodininkas.",Dalius    DIRSĖ,Naujamiesčio k.,"Aukštasis;Šiaulių pedagoginis universitetas;Braižybos, darbų, dailės mokytojas;1993","Aktyvus gyvenimas, Sportas, Turizmas, Gamtosauga, Muzika, Šokiai (įvairūs), Kūryba (tapyba, drožyba, keramika, grafika), Filosofija ir psichologija",Panevėžys,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,54,"Anglų, Rusų, Vokiečių",Ne,Neturiu
Aukštaitijos,1950-02-22,vedęs / ištekėjusi,Ne,"Lietuvos Advokatūra, advokatas",Arvydas    ALEKNA,Vareikių I k.,Aukštasis;Vilniaus Valstybinis universitetas Teisės fakultetas;teisininko;1978,keliauti,Lietuvos Respublikos Panevėžio m.,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,45,"Rusų, Lenkų",Ne,Neturiu
Marijampolės,1962-03-08,vedęs / ištekėjusi,Ne,"Tėvynės sąjunga-Lietuvos krikščionys demokratai, vykdomasis sekretorius",Arvydas    VIDŽIŪNAS,Vilnius,"Aukštasis;Vilniaus universitetas, Filologijos fakultetas;lietuvių kalbos ir literatūros dėstytojas;1985;Vidurinis;Šakių Z.Angariečio vid. mokykla;1980","knygos, sportas","Valenčiūnų k. Šakių raj., Lietuva",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,6,"Vokiečių, Rusų, Anglų",Ne,Neturiu
Marijampolės,1959-07-25,vedęs / ištekėjusi,Ne,"Vyriausybės atstovo Marijampolės apskrityje tarnyba, Vyriausybės atstovas Marijampolės apskrityje",Paulius    ULECKAS,Triobiškių k.,Aukštasis;Kauno Technologijos universitetas;viešasis administravimas;2003;Aukštasis;Kauno Politechnikos institutas;inžinierius šilumininkas;1985,"dirbti sode, darže, meistrauti statybų darbus, žvejoti, medžioti, kolekcionuoti pašto ženklus, domėjimasis politika, savivaldos problemomis, skaitymas","Marijampolė, Lietuva",Liberalų ir centro sąjunga,Lietuvis (-ė) ,54,"Rusų, Lenkų, Anglų",Ne,Neturiu
Marijampolės,1976-01-24,Nenurodė,Ne,Nenurodė,Zurab    SOPROMADZE,Sūdavos k.,,">
										
											17. Visuomeninė veikla <b>Nenurodė",Nenurodė,"""Fronto"" partija", ,46,,Ne,Neturiu
Marijampolės,1940-11-26,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Seimo narys",Algis    RIMAS,Marijampolė,Aukštasis;Lietuvos žemės ūkio universitetas (buvusi Lietuvos žemės ūkio akademija);Inžinierius-mechanikas;1962,Sportas,"Radviliškio rajonas, Baukų kaimas",Lietuvos socialdemokratų partija,Lietuvis (-ė) ,32,"Rusų, Prancūzų",Ne,Neturiu
Marijampolės,1971-11-06,vedęs / ištekėjusi,Ne,"UAB ""Noragra"", ŽŪB ""Norvestas"", gen. direktorius",Almantas    MATUSEVIČIUS,Tarašiškių k.,Aukštasis;Lietuvos žemės ūkio universitetas;Agronomas;2002,"Sportas, Kelionės",Marijampolė,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,93,"Anglų, Lenkų, Rusų",Ne,Neturiu
Marijampolės,1958-11-29,vedęs / ištekėjusi,Ne,"UAB ""UGIRA"" , inžinierius",Aloyzas    JURDONAS,Marijampolė,"Aukštasis;Vilniaus inžinerinis statybos institutas (VGTU);inžinierius - statybininkas;1990;Aukštesnysis;Kauno technologijos technikumas;mechanikas, technikas - technologas;1980","Autosportas, Žvejyba, Filosofija",Kaunas,Naujoji sąjunga (socialliberalai),Lietuvis (-ė) ,37,Rusų,Ne,Neturiu
Marijampolės,1962-07-03,vedęs / ištekėjusi,Ne,"Marijampolės savivaldybė, meras",Rolandas    JONIKAITIS,Padovinio k.,Aukštasis;Lietuvos veterinarijos akademija;Veterinarijos gydytojas;1985,"vivaldybė, meras",Pagėgių miestelis,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,14,"Anglų, Rusų",Ne,Neturiu
Marijampolės,1983-02-09,nevedęs / netekėjusi,Ne,"LR Seimo kanceliarija, Seimo nario padejėja-sekretorė",Vaida    GIRAITYTĖ,Skaisčiūnų k.,Aukštasis;Vilniaus universitetas;vadybos ir verslo administravimas;2008;Aukštasis;Marijampolės kolegija;verslo vadyba;2004;Vidurinis;Marijampolės 6-oji vid. mokykla;Nenurodė;2001,"kelionės, knygos",Marijampolė,Leiboristų partija,Lietuvis (-ė) ,27,"Rusų, Vokiečių",Ne,Neturiu
Marijampolės,1940-11-15,vedęs / ištekėjusi,Ne,pensininkė,Teresė    GAIDIENĖ,Marijampolė,Aukštasis;Kauno politechnikos institutas;inžinierius-technologas;1963,"literatūra, kryžiažodžių ir rebusų sprendimas",Šakių rajonas,Lietuvos laisvės sąjunga,Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne,Neturiu
Marijampolės,1967-06-29,vedęs / ištekėjusi,Ne,"Valstybinis Jaunimo teatras, aktorė",Asta    BAUKUTĖ,Vilnius,Aukštasis;Lietuvos muzikos akademija;Aktorinis (magistrė);2004,"Aktyvus poilsis, Jojimas, Literatūra",Klaipėda,Tautos prisikėlimo partija,Lietuvis (-ė) ,4,"Anglų, Rusų",Ne,Neturiu
Marijampolės,1936-02-22,vedęs / ištekėjusi,Ne,"Matematikos ir informatikos institutas, mokslo darbuotojas",Antanas    BASKAS,Vilnius,Doktorantūra;Matematikos ir informatikos institutas;Programinis valdymas;1973;Aukštasis;Kauno technologijos universitetas;Kompiuteriai;1960;Vidurinis;Marijampolės gimnazija;Pilietis;1955,"Gamta, Politikos pasekmių nustatymas, Dainavimas",Marijampolė,Išsikėlė  pats  ,Lietuvis (-ė) ,,"Anglų, Rusų",Ne,Neturiu
Marijampolės,1953-12-14,Išsiskyręs(-usi),Ne,"VšĮ Marijampolės ligoninė, gydytojas ortopedas - traumatologas",Gediminas    AKELAITIS,Igliaukos k.,Aukštasis;Kauno medicinos institutas;Gydytojas;1978,"Sodininkystė, Futbolas, Knygų skaitymas, Politika, Diskusijos",Kazlų Rūda,Lietuvos socialdemokratų sąjunga,Lietuvis (-ė) ,7,"Rusų, Vokiečių",Ne,Neturiu
Alytaus,1955-03-19,vedęs / ištekėjusi,Ne,Nenurodė,Juozas    SKESTENIS,Alytus,Magistras;Kauno technologijos universitetas;Vadybos magistras;2002;Aukštasis;Kauno politechnikos institutas;Inžinierius-elektrikas;1983;Aukštesnysis;Šiaulių K. Didžiojo politechnikumas;Technikas-elektrikas;1974,"Kelionės, Sportas, Žvejyba","Radviliškio rajonas, Šeduvos miestas",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,27,"Rusų, Anglų",Ne,Neturiu
Alytaus,1960-11-17,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Audito komiteto pirmininkas",Artūras    SKARDŽIUS,Vilnius,Aukštasis;Vilniaus inžinerinis statybos institutas (dabar - Vilniaus Gedimino technikos universitetas);Inžinierius ekonomistas;1986,"Filosofija, Sportas, Turizmas",Kupiškio raj. Subačiaus miestelis,Lietuvos valstiečių liaudininkų sąjunga,Lietuvis (-ė) ,11,"Rusų, Anglų",Ne,Neturiu
Alytaus,1958-04-01,vedęs / ištekėjusi,Ne,"Lietuvos Respublikos Seimas, Teisės ir teisėtvarkos komiteto pirmininkas ",Julius    SABATAUSKAS,Alytus,aukštasis universitetinis magistras;Teisės universitetas (dabar MRU);Teisė ir valdymas;2003;aukštasis universitetinis bakalauras;Teisės universitetas (dabar MRU);Teisė ir valdymas;2002;Aukštasis;KPI dabar KTU;Automatizuotos valdymo sistemos;1981,"ikos Seimas, Teisės ir teisėtvarkos komiteto pirmininkas ","Rusija, Syktyvkaro m.",Lietuvos socialdemokratų partija,Lietuvis (-ė) ,9,,Ne,Neturiu
Alytaus,1958-09-21,vedęs / ištekėjusi,Ne,"Alytaus miesto savivaldybė, mero pavaduotoja",Rima    RAKAUSKIENĖ,Alytus,Aukštasis;Kauno technologijos universitetas;Vadybininkė;2000;Aukštasis;Vilniaus universitetas;Filologė;1982,"literatūra, kelionės","Uchta, Komių Respub lika, Rusija",Tėvynės sąjunga - Lietuvos krikščionys demokratai,Lietuvis (-ė) ,94,"Prancūzų, Rusų",Ne,Neturiu
Alytaus,1953-12-14,vedęs / ištekėjusi,Ne,"Lietuvos profesinių sąjungų konfederacija, socialinio dialogo koordinatorius Alytaus apskričiai",Algis    KALAŠNIKOVAS,Alytus,Aukštasis;Vilniaus universitetas;Statistika;1976,"Futbolas, Šachmatai, Istorija",Alytus,"""Fronto"" partija",Lietuvis (-ė) ,52,"Rusų, Anglų",Ne,Neturiu
Alytaus,1963-02-28,vedęs / ištekėjusi,Ne,"Alytaus darbo birža, Darbo rinkos analizės ir prognozės specialistė",Danguolė    JUOZAPAVIČIENĖ,Alytus,"Aukštasis, magistras;Kauno technologijos universitetas;Viešasis administravimas;2007;Aukštasis;Lietuvos veterinarijos akademija;Zooinžinierius pedagogas;1988","kelionės, teatras, psichologinės literatūros skaitymas",Šilutės rajonas,Darbo partija,Lietuvis (-ė) ,69,"Anglų, Rusų",Ne,Neturiu
Alytaus,1960-02-04,vedęs / ištekėjusi,Ne,"UAB ""Jundos stalių gaminiai"", direktorius",Gediminas    JEGELEVIČIUS,Alytus,Aukštasis;Vilniaus universitetas;ekonomistas;1983,"kelionės po pasaulį, sportiniai šokiai","Vabalių kaimas, Alytaus rajonas",Liberalų ir centro sąjunga,Lietuvis (-ė) ,43,Rusų,Ne,Neturiu
Alytaus,1951-11-28,vedęs / ištekėjusi,Ne,"VŠĮ Alytaus medicininės reabilitacijos ir sporto centras, Sveikatos priežiūros vadovė",Nijolė    JAKUBAITIENĖ,Alytus,Aukštasis universitetinis magistro kvalifikacinis laipsnis;Vytaudo Didžiojo Universitetas;Sveikatos psichologas;2008;Aukštasis universitetinis bakalauro kvalifikacinis laipsnis;Klaipėdos universitetas;Reabilitacijos ir slaugos specialistas;2005;Aukštesnysis;Klaipėdos medicinos mokykla;Medicinos sesuo;1971,"Poezija, muzika, mezgimas",Vilkaviškis,Lietuvos Respublikos liberalų sąjūdis,Lietuvis (-ė) ,50,"Rusų, Anglų",Ne,Neturiu
