apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Kelmės (Nr. 41),0.0036,Lietuvių tautininkų sąjunga,3,-,Durpyno (Nr. 34)
Kelmės (Nr. 41),0.0024,"Lietuvos partija ""Socialdemokratija 2000""",1,1,Durpyno (Nr. 34)
Kelmės (Nr. 41),0.0012,Lietuvos laisvės sąjunga,1,-,Durpyno (Nr. 34)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Durpyno (Nr. 34)
Kelmės (Nr. 41),0.4815,A.Brazausko socialdemokratinė koalicija,77,14,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.1958,Naujoji sąjunga (socialliberalai),31,6,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.1111,Lietuvos valstiečių partija,20,1,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.0847,Lietuvos liberalų sąjunga,13,3,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.0582,Tėvynės sąjunga  (Lietuvos konservatoriai),11,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.0317,Nuosaikiųjų konservatorių sąjunga,3,3,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.0159,Lietuvos centro sąjunga,3,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.0106,Lietuvos krikščionių demokratų partija,2,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.0053,Lietuvių tautininkų sąjunga,1,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.0053,Krikščionių demokratų sąjunga,1,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),,Lietuvos laisvės sąjunga,-,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Šedbarų (Nr. 33)
Kelmės (Nr. 41),0.3873,A.Brazausko socialdemokratinė koalicija,215,10,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.2513,Naujoji sąjunga (socialliberalai),142,4,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.1015,Lietuvos liberalų sąjunga,57,2,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0861,Tėvynės sąjunga  (Lietuvos konservatoriai),46,4,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0465,Lietuvos valstiečių partija,27,-,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.031,Lietuvos krikščionių demokratų partija,17,1,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0258,Krikščionių demokratų sąjunga,15,-,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0241,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",14,-,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0224,Nuosaikiųjų konservatorių sąjunga,12,1,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0069,Lietuvių tautininkų sąjunga,3,1,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0069,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",4,-,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0052,Lietuvos centro sąjunga,3,-,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0034,Lietuvos laisvės sąjunga,2,-,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.0017,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Šaukėnų (Nr. 32)
Kelmės (Nr. 41),0.4607,A.Brazausko socialdemokratinė koalicija,86,2,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.2932,Naujoji sąjunga (socialliberalai),55,1,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0942,Lietuvos liberalų sąjunga,18,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0524,Lietuvos valstiečių partija,10,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0262,Lietuvos krikščionių demokratų partija,5,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0262,Krikščionių demokratų sąjunga,5,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0209,Nuosaikiųjų konservatorių sąjunga,4,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0105,Tėvynės sąjunga  (Lietuvos konservatoriai),1,1,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0052,Lietuvos laisvės sąjunga,1,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0052,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.0052,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),,Lietuvių tautininkų sąjunga,-,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),,Lietuvos centro sąjunga,-,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Šaltenių (Nr. 31)
Kelmės (Nr. 41),0.4907,A.Brazausko socialdemokratinė koalicija,114,18,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.1599,Naujoji sąjunga (socialliberalai),42,1,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0855,Tėvynės sąjunga  (Lietuvos konservatoriai),20,3,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0632,Lietuvos krikščionių demokratų partija,15,2,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0483,Lietuvos valstiečių partija,12,1,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0483,Lietuvos liberalų sąjunga,12,1,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0483,Nuosaikiųjų konservatorių sąjunga,13,-,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0223,Krikščionių demokratų sąjunga,6,-,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0074,Lietuvos laisvės sąjunga,2,-,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0074,"Lietuvos partija ""Socialdemokratija 2000""",2,-,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0074,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",2,-,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0037,Lietuvių tautininkų sąjunga,1,-,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0037,Lietuvos centro sąjunga,-,1,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.0037,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Stulgių (Nr. 30)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Stulgių (Nr. 30)
Kelmės (Nr. 41),0.4473,A.Brazausko socialdemokratinė koalicija,120,3,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.2255,Naujoji sąjunga (socialliberalai),59,3,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0982,Lietuvos valstiečių partija,25,2,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0509,Lietuvos liberalų sąjunga,14,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0509,Krikščionių demokratų sąjunga,13,1,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0473,Tėvynės sąjunga  (Lietuvos konservatoriai),13,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0327,Lietuvos krikščionių demokratų partija,9,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0182,Nuosaikiųjų konservatorių sąjunga,3,2,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0145,Lietuvos laisvės sąjunga,2,2,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0073,Lietuvos centro sąjunga,2,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0036,Lietuvių tautininkų sąjunga,1,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.0036,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Petrališkės (Nr. 29)
Kelmės (Nr. 41),0.3682,A.Brazausko socialdemokratinė koalicija,398,28,Varnių (Nr. 28)
Kelmės (Nr. 41),0.1478,Naujoji sąjunga (socialliberalai),160,11,Varnių (Nr. 28)
Kelmės (Nr. 41),0.1029,Tėvynės sąjunga  (Lietuvos konservatoriai),104,15,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0899,Lietuvos liberalų sąjunga,98,6,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0847,Lietuvos krikščionių demokratų partija,89,9,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0769,Nuosaikiųjų konservatorių sąjunga,83,6,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0484,Krikščionių demokratų sąjunga,52,4,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0398,Lietuvos valstiečių partija,40,6,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0112,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",13,-,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0104,Lietuvos centro sąjunga,12,-,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0086,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",9,1,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0043,Lietuvių tautininkų sąjunga,4,1,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0026,"Lietuvos partija ""Socialdemokratija 2000""",2,1,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0026,Lietuvos lenkų rinkimų akcija,3,-,Varnių (Nr. 28)
Kelmės (Nr. 41),0.0017,Lietuvos laisvės sąjunga,1,1,Varnių (Nr. 28)
Kelmės (Nr. 41),0.3819,A.Brazausko socialdemokratinė koalicija,50,5,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.3194,Naujoji sąjunga (socialliberalai),38,8,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.1319,Lietuvos valstiečių partija,19,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0625,Lietuvos liberalų sąjunga,9,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0278,Tėvynės sąjunga  (Lietuvos konservatoriai),4,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0139,Lietuvos krikščionių demokratų partija,2,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0139,Nuosaikiųjų konservatorių sąjunga,2,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0139,Krikščionių demokratų sąjunga,2,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0069,Lietuvių tautininkų sąjunga,1,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0069,Lietuvos centro sąjunga,1,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0069,Lietuvos laisvės sąjunga,1,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0069,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.0069,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Pavėžupio (Nr. 28)
Kelmės (Nr. 41),0.4529,A.Brazausko socialdemokratinė koalicija,113,41,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.1353,Lietuvos valstiečių partija,38,8,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.1265,Naujoji sąjunga (socialliberalai),33,10,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.1147,Nuosaikiųjų konservatorių sąjunga,35,4,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.0618,Tėvynės sąjunga  (Lietuvos konservatoriai),20,1,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.0412,Lietuvos liberalų sąjunga,6,8,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.0382,Lietuvos krikščionių demokratų partija,12,1,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.0088,Krikščionių demokratų sąjunga,1,2,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.0059,Lietuvių tautininkų sąjunga,2,-,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.0059,Lietuvos centro sąjunga,1,1,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.0059,Lietuvos laisvės sąjunga,2,-,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.0029,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,1,Pavandenės (Nr. 27)
Kelmės (Nr. 41),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Pavandenės (Nr. 27)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Pavandenės (Nr. 27)
Kelmės (Nr. 41),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Pavandenės (Nr. 27)
Kelmės (Nr. 41),0.472,A.Brazausko socialdemokratinė koalicija,76,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.1491,Naujoji sąjunga (socialliberalai),24,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0932,Lietuvos valstiečių partija,15,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0932,Lietuvos liberalų sąjunga,15,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0621,Lietuvos krikščionių demokratų partija,8,2,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0559,Krikščionių demokratų sąjunga,9,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0248,Tėvynės sąjunga  (Lietuvos konservatoriai),4,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0186,Nuosaikiųjų konservatorių sąjunga,3,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0124,Lietuvių tautininkų sąjunga,2,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0062,Lietuvos centro sąjunga,1,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0062,Lietuvos laisvės sąjunga,1,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.0062,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Pašilės (Nr. 27)
Kelmės (Nr. 41),0.4351,A.Brazausko socialdemokratinė koalicija,109,5,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.229,Naujoji sąjunga (socialliberalai),58,2,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0916,Lietuvos valstiečių partija,23,1,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0534,Nuosaikiųjų konservatorių sąjunga,14,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0496,Tėvynės sąjunga  (Lietuvos konservatoriai),13,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0496,Lietuvos liberalų sąjunga,12,1,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.042,Krikščionių demokratų sąjunga,11,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0191,Lietuvių tautininkų sąjunga,5,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0153,Lietuvos centro sąjunga,4,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0076,Lietuvos krikščionių demokratų partija,2,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0038,"Lietuvos partija ""Socialdemokratija 2000""",1,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.0038,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),,Lietuvos laisvės sąjunga,-,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Pašilėnų (Nr. 26)
Kelmės (Nr. 41),0.3473,A.Brazausko socialdemokratinė koalicija,90,18,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.1704,Naujoji sąjunga (socialliberalai),46,7,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.1672,Nuosaikiųjų konservatorių sąjunga,45,7,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.1029,Tėvynės sąjunga  (Lietuvos konservatoriai),28,4,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.0804,Lietuvos liberalų sąjunga,20,5,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.0675,Lietuvos krikščionių demokratų partija,17,4,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.0289,Lietuvos valstiečių partija,8,1,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.0225,Lietuvos centro sąjunga,6,1,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.0096,Krikščionių demokratų sąjunga,3,-,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.0032,Lietuvių tautininkų sąjunga,1,-,Janapolės (Nr. 26)
Kelmės (Nr. 41),,Lietuvos laisvės sąjunga,-,-,Janapolės (Nr. 26)
Kelmės (Nr. 41),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Janapolės (Nr. 26)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Janapolės (Nr. 26)
Kelmės (Nr. 41),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Janapolės (Nr. 26)
Kelmės (Nr. 41),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Janapolės (Nr. 26)
Kelmės (Nr. 41),0.3704,A.Brazausko socialdemokratinė koalicija,49,1,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.2519,Naujoji sąjunga (socialliberalai),34,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.1111,Tėvynės sąjunga  (Lietuvos konservatoriai),15,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0519,Lietuvos liberalų sąjunga,7,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0519,Nuosaikiųjų konservatorių sąjunga,7,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0444,Lietuvos valstiečių partija,6,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0444,Krikščionių demokratų sąjunga,6,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0222,Lietuvos krikščionių demokratų partija,2,1,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0222,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",3,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0148,Lietuvių tautininkų sąjunga,2,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0074,Lietuvos centro sąjunga,1,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.0074,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),,Lietuvos laisvės sąjunga,-,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Pašiaušės (Nr. 25)
Kelmės (Nr. 41),0.4211,A.Brazausko socialdemokratinė koalicija,165,3,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.1479,Lietuvos valstiečių partija,57,2,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.1353,Naujoji sąjunga (socialliberalai),49,5,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0576,Lietuvos liberalų sąjunga,21,2,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0576,Nuosaikiųjų konservatorių sąjunga,21,2,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0501,Krikščionių demokratų sąjunga,17,3,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0451,Tėvynės sąjunga  (Lietuvos konservatoriai),17,1,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0426,Lietuvos krikščionių demokratų partija,15,2,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0175,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",7,-,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0125,Lietuvių tautininkų sąjunga,5,-,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0075,Lietuvos centro sąjunga,3,-,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0025,"Lietuvos partija ""Socialdemokratija 2000""",-,1,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.0025,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Pakražančio (Nr. 24)
Kelmės (Nr. 41),,Lietuvos laisvės sąjunga,-,-,Pakražančio (Nr. 24)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Pakražančio (Nr. 24)
Kelmės (Nr. 41),0.4975,A.Brazausko socialdemokratinė koalicija,94,4,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.198,Naujoji sąjunga (socialliberalai),36,3,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.0964,Tėvynės sąjunga  (Lietuvos konservatoriai),17,2,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.0558,Lietuvos valstiečių partija,8,3,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.0558,Lietuvos liberalų sąjunga,10,1,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.0355,Krikščionių demokratų sąjunga,4,3,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.0254,Nuosaikiųjų konservatorių sąjunga,5,-,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.0152,Lietuvos centro sąjunga,3,-,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.0152,Lietuvos krikščionių demokratų partija,2,1,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.0051,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",1,-,Pakėvio (Nr. 23)
Kelmės (Nr. 41),,Lietuvių tautininkų sąjunga,-,-,Pakėvio (Nr. 23)
Kelmės (Nr. 41),,Lietuvos laisvės sąjunga,-,-,Pakėvio (Nr. 23)
Kelmės (Nr. 41),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Pakėvio (Nr. 23)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Pakėvio (Nr. 23)
Kelmės (Nr. 41),,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",-,-,Pakėvio (Nr. 23)
Kelmės (Nr. 41),0.42,Naujoji sąjunga (socialliberalai),193,9,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.2412,A.Brazausko socialdemokratinė koalicija,113,3,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0998,Tėvynės sąjunga  (Lietuvos konservatoriai),42,6,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0665,Lietuvos liberalų sąjunga,31,1,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.052,Lietuvos valstiečių partija,23,2,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0312,Krikščionių demokratų sąjunga,14,1,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0291,Lietuvos krikščionių demokratų partija,11,3,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0208,Nuosaikiųjų konservatorių sąjunga,10,-,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0125,Lietuvos centro sąjunga,6,-,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0104,Lietuvių tautininkų sąjunga,5,-,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0104,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",3,2,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0042,"Lietuvos partija ""Socialdemokratija 2000""",2,-,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.0021,Lietuvos laisvės sąjunga,1,-,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Pagryžuvio (Nr. 22)
Kelmės (Nr. 41),0.4245,A.Brazausko socialdemokratinė koalicija,104,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.2245,Naujoji sąjunga (socialliberalai),50,5,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.1102,Tėvynės sąjunga  (Lietuvos konservatoriai),27,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.098,Lietuvos valstiečių partija,24,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.0612,Lietuvos liberalų sąjunga,14,1,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.0367,Krikščionių demokratų sąjunga,9,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.0163,Nuosaikiųjų konservatorių sąjunga,4,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.0122,Lietuvos krikščionių demokratų partija,3,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.0041,Lietuvių tautininkų sąjunga,1,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.0041,Lietuvos centro sąjunga,1,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.0041,Lietuvos laisvės sąjunga,1,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),0.0041,"Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",1,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),,"Lietuvos partija ""Socialdemokratija 2000""",-,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),,Lietuvos lenkų rinkimų akcija,-,-,Mockaičių (Nr. 21)
Kelmės (Nr. 41),,"""Jaunosios Lietuvos"", naujųjų tautininkų ir politinių kalinių sąjunga",-,-,Mockaičių (Nr. 21)
