kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Vikentij Suchovej,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0491,52,0.045,1,V.Druskio (Nr. 357) apylinkė
Regimantas Čiupaila,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0232,25,0.0212,-,V.Druskio (Nr. 357) apylinkė
Antanas Virbalas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0195,19,0.0178,2,V.Druskio (Nr. 357) apylinkė
Albinas Pilipauskas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0148,14,0.0136,2,V.Druskio (Nr. 357) apylinkė
Saulius Berulis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0102,11,0.0093,-,V.Druskio (Nr. 357) apylinkė
Jonas Lionginas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.2679,348,0.2511,8,V.Maciulevičiaus (Nr. 356) apylinkė
Jurgis Razma,Karoliniškių (Nr. 8) vienmandatės apygardos,0.219,282,0.2052,9,V.Maciulevičiaus (Nr. 356) apylinkė
Rimantas Vaitkus,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1475,188,0.1382,8,V.Maciulevičiaus (Nr. 356) apylinkė
Rolandas Zuoza,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1219,156,0.1142,6,V.Maciulevičiaus (Nr. 356) apylinkė
Vytautas Bernatonis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0767,101,0.0719,1,V.Maciulevičiaus (Nr. 356) apylinkė
Vikentij Suchovej,Karoliniškių (Nr. 8) vienmandatės apygardos,0.064,85,0.0599,-,V.Maciulevičiaus (Nr. 356) apylinkė
Vladimir Polenov,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0384,49,0.036,2,V.Maciulevičiaus (Nr. 356) apylinkė
Antanas Virbalas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0354,47,0.0331,-,V.Maciulevičiaus (Nr. 356) apylinkė
Regimantas Čiupaila,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0278,36,0.0261,1,V.Maciulevičiaus (Nr. 356) apylinkė
Albinas Pilipauskas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0173,23,0.0162,-,V.Maciulevičiaus (Nr. 356) apylinkė
Saulius Berulis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0105,14,0.0099,-,V.Maciulevičiaus (Nr. 356) apylinkė
Jonas Lionginas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.2925,287,0.2701,2,L.Asanavičiūtės (Nr. 355) apylinkė
Jurgis Razma,Karoliniškių (Nr. 8) vienmandatės apygardos,0.164,155,0.1514,7,L.Asanavičiūtės (Nr. 355) apylinkė
Rimantas Vaitkus,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1457,142,0.1346,2,L.Asanavičiūtės (Nr. 355) apylinkė
Rolandas Zuoza,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1296,123,0.1196,5,L.Asanavičiūtės (Nr. 355) apylinkė
Vytautas Bernatonis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0769,75,0.071,1,L.Asanavičiūtės (Nr. 355) apylinkė
Vikentij Suchovej,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0759,74,0.0701,1,L.Asanavičiūtės (Nr. 355) apylinkė
Vladimir Polenov,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0678,67,0.0626,-,L.Asanavičiūtės (Nr. 355) apylinkė
Regimantas Čiupaila,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0314,30,0.029,1,L.Asanavičiūtės (Nr. 355) apylinkė
Albinas Pilipauskas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0172,14,0.0159,3,L.Asanavičiūtės (Nr. 355) apylinkė
Antanas Virbalas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0172,17,0.0159,-,L.Asanavičiūtės (Nr. 355) apylinkė
Saulius Berulis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0051,4,0.0047,1,L.Asanavičiūtės (Nr. 355) apylinkė
Jonas Lionginas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.3127,327,0.2863,16,Ąžuolo (Nr. 354) apylinkė
Jurgis Razma,Karoliniškių (Nr. 8) vienmandatės apygardos,0.2352,240,0.2154,18,Ąžuolo (Nr. 354) apylinkė
Rolandas Zuoza,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1267,135,0.116,4,Ąžuolo (Nr. 354) apylinkė
Rimantas Vaitkus,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1003,106,0.0918,4,Ąžuolo (Nr. 354) apylinkė
Vytautas Bernatonis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0665,73,0.0609,-,Ąžuolo (Nr. 354) apylinkė
Vikentij Suchovej,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0565,62,0.0518,-,Ąžuolo (Nr. 354) apylinkė
Vladimir Polenov,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0474,50,0.0434,2,Ąžuolo (Nr. 354) apylinkė
Regimantas Čiupaila,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0346,36,0.0317,2,Ąžuolo (Nr. 354) apylinkė
Saulius Berulis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0283,31,0.0259,-,Ąžuolo (Nr. 354) apylinkė
Antanas Virbalas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0182,19,0.0167,1,Ąžuolo (Nr. 354) apylinkė
Albinas Pilipauskas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0173,18,0.0159,1,Ąžuolo (Nr. 354) apylinkė
Jonas Lionginas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.3137,541,0.2916,9,Bokšto (Nr. 353) apylinkė
Jurgis Razma,Karoliniškių (Nr. 8) vienmandatės apygardos,0.2094,357,0.1946,10,Bokšto (Nr. 353) apylinkė
Rolandas Zuoza,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1175,202,0.1092,4,Bokšto (Nr. 353) apylinkė
Rimantas Vaitkus,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1101,187,0.1023,6,Bokšto (Nr. 353) apylinkė
Vikentij Suchovej,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0724,124,0.0673,3,Bokšto (Nr. 353) apylinkė
Vytautas Bernatonis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0702,119,0.0652,4,Bokšto (Nr. 353) apylinkė
Vladimir Polenov,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0576,95,0.0536,6,Bokšto (Nr. 353) apylinkė
Regimantas Čiupaila,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0354,59,0.0329,3,Bokšto (Nr. 353) apylinkė
Saulius Berulis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.016,28,0.0148,-,Bokšto (Nr. 353) apylinkė
Antanas Virbalas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0143,25,0.0133,-,Bokšto (Nr. 353) apylinkė
Albinas Pilipauskas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0097,16,0.009,1,Bokšto (Nr. 353) apylinkė
Jonas Lionginas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.3355,564,0.3147,6,Sausio 13-sios (Nr. 352) apylinkė
Jurgis Razma,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1624,263,0.1524,13,Sausio 13-sios (Nr. 352) apylinkė
Rolandas Zuoza,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1324,223,0.1242,2,Sausio 13-sios (Nr. 352) apylinkė
Rimantas Vaitkus,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1112,181,0.1044,8,Sausio 13-sios (Nr. 352) apylinkė
Vikentij Suchovej,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0736,118,0.069,7,Sausio 13-sios (Nr. 352) apylinkė
Vytautas Bernatonis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0724,120,0.0679,3,Sausio 13-sios (Nr. 352) apylinkė
Vladimir Polenov,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0541,92,0.0508,-,Sausio 13-sios (Nr. 352) apylinkė
Regimantas Čiupaila,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0371,63,0.0348,-,Sausio 13-sios (Nr. 352) apylinkė
Saulius Berulis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0165,27,0.0155,1,Sausio 13-sios (Nr. 352) apylinkė
Albinas Pilipauskas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0159,27,0.0149,-,Sausio 13-sios (Nr. 352) apylinkė
Antanas Virbalas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0129,21,0.0121,1,Sausio 13-sios (Nr. 352) apylinkė
Jonas Lionginas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.2998,568,0.2787,10,Tujų (Nr. 351) apylinkė
Rolandas Zuoza,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1546,294,0.1437,4,Tujų (Nr. 351) apylinkė
Jurgis Razma,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1457,271,0.1355,10,Tujų (Nr. 351) apylinkė
Rimantas Vaitkus,Karoliniškių (Nr. 8) vienmandatės apygardos,0.1271,235,0.1181,10,Tujų (Nr. 351) apylinkė
Vytautas Bernatonis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0794,147,0.0738,6,Tujų (Nr. 351) apylinkė
Vikentij Suchovej,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0773,147,0.0718,2,Tujų (Nr. 351) apylinkė
Vladimir Polenov,Karoliniškių (Nr. 8) vienmandatės apygardos,0.056,104,0.0521,4,Tujų (Nr. 351) apylinkė
Regimantas Čiupaila,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0389,72,0.0362,3,Tujų (Nr. 351) apylinkė
Albinas Pilipauskas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0182,34,0.0169,1,Tujų (Nr. 351) apylinkė
Antanas Virbalas,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0171,33,0.0159,-,Tujų (Nr. 351) apylinkė
Saulius Berulis,Karoliniškių (Nr. 8) vienmandatės apygardos,0.0124,23,0.0116,1,Tujų (Nr. 351) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.386,875,0.3629,26,Žėručio (Nr. 416) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1855,418,0.1744,15,Žėručio (Nr. 416) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1474,333,0.1385,11,Žėručio (Nr. 416) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.1174,270,0.1104,4,Žėručio (Nr. 416) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.0818,185,0.0769,6,Žėručio (Nr. 416) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.039,89,0.0366,2,Žėručio (Nr. 416) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0347,80,0.0326,1,Žėručio (Nr. 416) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0321,74,0.0302,1,Žėručio (Nr. 416) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.0043,10,0.004,-,Žėručio (Nr. 416) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.3533,744,0.3271,23,Oslo (Nr. 415) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.1764,378,0.1633,5,Oslo (Nr. 415) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1557,327,0.1441,11,Oslo (Nr. 415) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1433,294,0.1326,17,Oslo (Nr. 415) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.0884,186,0.0819,6,Oslo (Nr. 415) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.0415,87,0.0384,3,Oslo (Nr. 415) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0336,72,0.0311,1,Oslo (Nr. 415) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0332,72,0.0307,-,Oslo (Nr. 415) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.0051,11,0.0047,-,Oslo (Nr. 415) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.3148,581,0.289,12,Akacijų (Nr. 414) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1704,300,0.1564,21,Akacijų (Nr. 414) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1651,309,0.1516,2,Akacijų (Nr. 414) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.1587,289,0.1457,10,Akacijų (Nr. 414) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.0865,162,0.0794,1,Akacijų (Nr. 414) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.0621,98,0.057,19,Akacijų (Nr. 414) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0403,75,0.037,1,Akacijų (Nr. 414) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.034,60,0.0312,4,Akacijų (Nr. 414) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.0053,10,0.0049,-,Akacijų (Nr. 414) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.4314,748,0.4017,26,Bukčių (Nr. 413) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1622,274,0.151,17,Bukčių (Nr. 413) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.1254,214,0.1168,11,Bukčių (Nr. 413) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1081,186,0.1007,8,Bukčių (Nr. 413) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.0831,148,0.0773,1,Bukčių (Nr. 413) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.053,94,0.0493,1,Bukčių (Nr. 413) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0407,71,0.0379,2,Bukčių (Nr. 413) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0307,50,0.0285,5,Bukčių (Nr. 413) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.005,9,0.0047,-,Bukčių (Nr. 413) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.3072,199,0.2701,13,A.Panerių (Nr. 412) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.2,137,0.1758,1,A.Panerių (Nr. 412) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1681,108,0.1478,8,A.Panerių (Nr. 412) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.1362,93,0.1197,1,A.Panerių (Nr. 412) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0957,59,0.0841,7,A.Panerių (Nr. 412) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.0681,42,0.0599,5,A.Panerių (Nr. 412) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0362,24,0.0318,1,A.Panerių (Nr. 412) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0232,16,0.0204,-,A.Panerių (Nr. 412) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.0174,12,0.0153,-,A.Panerių (Nr. 412) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.3279,580,0.2858,23,Titnago (Nr. 411) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.2322,413,0.2024,14,Titnago (Nr. 411) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1283,224,0.1118,12,Titnago (Nr. 411) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.1267,225,0.1104,8,Titnago (Nr. 411) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1136,116,0.0991,93,Titnago (Nr. 411) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0865,154,0.0754,5,Titnago (Nr. 411) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0348,61,0.0303,3,Titnago (Nr. 411) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0315,55,0.0275,3,Titnago (Nr. 411) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.006,11,0.0052,-,Titnago (Nr. 411) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.2898,406,0.2674,9,Riešuto (Nr. 410) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1948,272,0.1798,7,Riešuto (Nr. 410) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.1648,228,0.1521,8,Riešuto (Nr. 410) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1564,215,0.1443,9,Riešuto (Nr. 410) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.0978,138,0.0902,2,Riešuto (Nr. 410) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.058,71,0.0535,12,Riešuto (Nr. 410) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0398,55,0.0367,2,Riešuto (Nr. 410) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0279,39,0.0258,1,Riešuto (Nr. 410) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.0056,8,0.0052,-,Riešuto (Nr. 410) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.2719,270,0.2482,3,Mados (Nr. 408) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.2331,228,0.2127,6,Mados (Nr. 408) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1524,144,0.1391,9,Mados (Nr. 408) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.1424,142,0.13,1,Mados (Nr. 408) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0936,92,0.0855,2,Mados (Nr. 408) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.0618,52,0.0564,10,Mados (Nr. 408) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0388,37,0.0355,2,Mados (Nr. 408) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0329,32,0.03,1,Mados (Nr. 408) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.007,7,0.0064,-,Mados (Nr. 408) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.3027,703,0.2784,11,Skroblų (Nr. 407) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.1772,410,0.163,8,Skroblų (Nr. 407) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1539,353,0.1415,10,Skroblų (Nr. 407) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1318,300,0.1212,11,Skroblų (Nr. 407) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.0877,203,0.0807,4,Skroblų (Nr. 407) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.0733,160,0.0674,13,Skroblų (Nr. 407) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0492,110,0.0452,6,Skroblų (Nr. 407) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0428,95,0.0394,6,Skroblų (Nr. 407) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.011,25,0.0101,1,Skroblų (Nr. 407) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.3122,600,0.2905,12,Gluosnio (Nr. 405) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1719,331,0.1599,6,Gluosnio (Nr. 405) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.1638,317,0.1523,4,Gluosnio (Nr. 405) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1546,292,0.1438,11,Gluosnio (Nr. 405) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.074,144,0.0688,1,Gluosnio (Nr. 405) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.0668,119,0.0622,12,Gluosnio (Nr. 405) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0403,76,0.0375,3,Gluosnio (Nr. 405) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0403,74,0.0375,5,Gluosnio (Nr. 405) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.0036,7,0.0033,-,Gluosnio (Nr. 405) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.2828,380,0.2571,10,Geležinio vilko (Nr. 403) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.2335,314,0.2123,8,Geležinio vilko (Nr. 403) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.161,219,0.1463,3,Geležinio vilko (Nr. 403) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1226,166,0.1114,3,Geležinio vilko (Nr. 403) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.0935,125,0.085,4,Geležinio vilko (Nr. 403) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.0645,79,0.0587,10,Geležinio vilko (Nr. 403) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0392,50,0.0356,4,Geležinio vilko (Nr. 403) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0268,37,0.0244,-,Geležinio vilko (Nr. 403) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.0065,9,0.0059,-,Geležinio vilko (Nr. 403) apylinkė
Gintaras Steponavičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.3104,497,0.2828,9,Vingio (Nr. 401) apylinkė
Gediminas Dalinkevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.1975,314,0.18,8,Vingio (Nr. 401) apylinkė
Gediminas Kirkilas,Lazdynų (Nr. 9) vienmandatės apygardos,0.1877,299,0.171,7,Vingio (Nr. 401) apylinkė
Rasa Juknevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.1264,195,0.1151,11,Vingio (Nr. 401) apylinkė
Leonard Klimovič,Lazdynų (Nr. 9) vienmandatės apygardos,0.0742,118,0.0676,3,Vingio (Nr. 401) apylinkė
Ignas Krivickas,Lazdynų (Nr. 9) vienmandatės apygardos,0.0577,80,0.0525,14,Vingio (Nr. 401) apylinkė
Elvyra Janina Kunevičienė,Lazdynų (Nr. 9) vienmandatės apygardos,0.0423,66,0.0386,3,Vingio (Nr. 401) apylinkė
Gintaras Radvila,Lazdynų (Nr. 9) vienmandatės apygardos,0.0252,39,0.0229,2,Vingio (Nr. 401) apylinkė
Viktoras Šimelevičius,Lazdynų (Nr. 9) vienmandatės apygardos,0.0135,22,0.0123,-,Vingio (Nr. 401) apylinkė
Vasilij Fiodorov,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.3803,712,0.3589,14,Parko (Nr. 470) apylinkė
Artūras Melianas,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.1341,252,0.1265,4,Parko (Nr. 470) apylinkė
Vytautas Aleksas Lazinka,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.1158,218,0.1092,3,Parko (Nr. 470) apylinkė
Zbignev Balcevič,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0985,187,0.0929,1,Parko (Nr. 470) apylinkė
Alfonsas Augulis,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0587,112,0.0554,-,Parko (Nr. 470) apylinkė
Algimantas Vaitkus,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0529,100,0.0499,1,Parko (Nr. 470) apylinkė
Leonidas Burokas,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0471,88,0.0445,2,Parko (Nr. 470) apylinkė
Miroslav Zacharevič,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0309,58,0.0292,1,Parko (Nr. 470) apylinkė
Anatolijus Maslovas,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0283,54,0.0267,-,Parko (Nr. 470) apylinkė
Vladislav Mackevič,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.021,40,0.0198,-,Parko (Nr. 470) apylinkė
Danuta Iljina,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0173,32,0.0163,1,Parko (Nr. 470) apylinkė
Tatjana Michniova,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0147,27,0.0138,1,Parko (Nr. 470) apylinkė
Virgilijus Guntulis,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0079,15,0.0074,-,Parko (Nr. 470) apylinkė
Evelina Avižienienė,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.0073,14,0.0069,-,Parko (Nr. 470) apylinkė
Vasilij Fiodorov,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.4798,534,0.4415,13,J.Kolaso (Nr. 469) apylinkė
Artūras Melianas,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.1211,131,0.1114,7,J.Kolaso (Nr. 469) apylinkė
Zbignev Balcevič,Naujosios Vilnios (Nr. 10) vienmandatės apygardos,0.1202,134,0.1106,3,J.Kolaso (Nr. 469) apylinkė
