kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0129,11,0.0119,-,Skaistgirio (Nr. 22) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3735,113,0.3288,8,Rudiškių (Nr. 20) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2809,89,0.2473,2,Rudiškių (Nr. 20) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2346,68,0.2065,8,Rudiškių (Nr. 20) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0833,23,0.0734,4,Rudiškių (Nr. 20) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0432,13,0.038,1,Rudiškių (Nr. 20) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.034,9,0.0299,2,Rudiškių (Nr. 20) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0185,5,0.0163,1,Rudiškių (Nr. 20) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0123,4,0.0109,-,Rudiškių (Nr. 20) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3819,703,0.3527,31,Ventos (Nr. 19) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3283,614,0.3032,17,Ventos (Nr. 19) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1592,286,0.147,20,Ventos (Nr. 19) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1041,189,0.0961,11,Ventos (Nr. 19) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0286,51,0.0264,4,Ventos (Nr. 19) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0193,36,0.0178,1,Ventos (Nr. 19) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.014,26,0.013,1,Ventos (Nr. 19) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0094,17,0.0086,1,Ventos (Nr. 19) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.4388,101,0.4127,3,Sablauskių (Nr. 18) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1857,41,0.1746,3,Sablauskių (Nr. 18) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1688,39,0.1587,1,Sablauskių (Nr. 18) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1266,29,0.119,1,Sablauskių (Nr. 18) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0464,11,0.0437,-,Sablauskių (Nr. 18) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0338,8,0.0317,-,Sablauskių (Nr. 18) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0295,7,0.0278,-,Sablauskių (Nr. 18) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0042,1,0.004,-,Sablauskių (Nr. 18) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0,-,0.0,-,Maldenių (Nr. 18) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.5761,135,0.5128,5,Maldenių (Nr. 18) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2181,51,0.1941,2,Maldenių (Nr. 18) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0988,21,0.0879,3,Maldenių (Nr. 18) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0741,14,0.0659,4,Maldenių (Nr. 18) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0494,8,0.044,4,Maldenių (Nr. 18) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0412,10,0.0366,-,Maldenių (Nr. 18) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0206,4,0.0183,1,Maldenių (Nr. 18) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.5193,141,0.4625,7,Luokavos (Nr. 17) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2351,60,0.2094,7,Luokavos (Nr. 17) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0947,26,0.0844,1,Luokavos (Nr. 17) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0912,23,0.0813,3,Luokavos (Nr. 17) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0702,17,0.0625,3,Luokavos (Nr. 17) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0491,14,0.0437,-,Luokavos (Nr. 17) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.007,2,0.0063,-,Luokavos (Nr. 17) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.007,2,0.0063,-,Luokavos (Nr. 17) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3993,108,0.3656,13,Linkaičių (Nr. 17) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3036,89,0.2779,3,Linkaičių (Nr. 17) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1947,56,0.1782,3,Linkaičių (Nr. 17) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0627,19,0.0574,-,Linkaičių (Nr. 17) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0462,13,0.0423,1,Linkaičių (Nr. 17) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.033,10,0.0302,-,Linkaičių (Nr. 17) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0198,4,0.0181,2,Linkaičių (Nr. 17) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0198,4,0.0181,2,Linkaičių (Nr. 17) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3296,382,0.3057,27,Papilės (Nr. 16) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.224,269,0.2078,9,Papilės (Nr. 16) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1942,239,0.1801,2,Papilės (Nr. 16) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1201,144,0.1114,5,Papilės (Nr. 16) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0862,98,0.08,9,Papilės (Nr. 16) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0371,44,0.0344,2,Papilės (Nr. 16) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0338,38,0.0314,4,Papilės (Nr. 16) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0226,27,0.0209,1,Papilės (Nr. 16) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.4228,48,0.3636,4,Pakalniškių (Nr. 14) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3415,40,0.2937,2,Pakalniškių (Nr. 14) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0894,8,0.0769,3,Pakalniškių (Nr. 14) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0813,7,0.0699,3,Pakalniškių (Nr. 14) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0732,8,0.0629,1,Pakalniškių (Nr. 14) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0569,7,0.049,-,Pakalniškių (Nr. 14) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0244,3,0.021,-,Pakalniškių (Nr. 14) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0163,2,0.014,-,Pakalniškių (Nr. 14) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0,-,0.0,-,Jučių (Nr. 13) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0,-,0.0,-,Jučių (Nr. 13) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.5152,51,0.4904,-,Jučių (Nr. 13) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1919,19,0.1827,-,Jučių (Nr. 13) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1313,13,0.125,-,Jučių (Nr. 13) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1212,12,0.1154,-,Jučių (Nr. 13) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0202,2,0.0192,-,Jučių (Nr. 13) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0202,2,0.0192,-,Jučių (Nr. 13) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0,-,0.0,-,Kruopių (Nr. 12) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3944,138,0.3632,4,Kruopių (Nr. 12) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1861,65,0.1714,2,Kruopių (Nr. 12) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1556,50,0.1432,6,Kruopių (Nr. 12) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1528,55,0.1407,-,Kruopių (Nr. 12) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0944,33,0.087,1,Kruopių (Nr. 12) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0361,12,0.0332,1,Kruopių (Nr. 12) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0194,7,0.0179,-,Kruopių (Nr. 12) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.358,113,0.3402,3,Kalnelio (Nr. 12) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.321,101,0.305,3,Kalnelio (Nr. 12) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1944,63,0.1848,-,Kalnelio (Nr. 12) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.071,22,0.0674,1,Kalnelio (Nr. 12) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0463,13,0.044,2,Kalnelio (Nr. 12) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0154,5,0.0147,-,Kalnelio (Nr. 12) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0123,4,0.0117,-,Kalnelio (Nr. 12) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0093,3,0.0088,-,Kalnelio (Nr. 12) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.359,104,0.3275,8,Kivylių (Nr. 11) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2949,83,0.269,9,Kivylių (Nr. 11) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2468,72,0.2251,5,Kivylių (Nr. 11) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.125,34,0.114,5,Kivylių (Nr. 11) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0224,7,0.0205,-,Kivylių (Nr. 11) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0192,6,0.0175,-,Kivylių (Nr. 11) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.016,5,0.0146,-,Kivylių (Nr. 11) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0032,1,0.0029,-,Kivylių (Nr. 11) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.4932,199,0.4354,20,Gataučių (Nr. 11) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.241,103,0.2127,4,Gataučių (Nr. 11) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1667,71,0.1471,3,Gataučių (Nr. 11) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0653,27,0.0577,2,Gataučių (Nr. 11) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0608,23,0.0537,4,Gataučių (Nr. 11) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0338,10,0.0298,5,Gataučių (Nr. 11) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0203,8,0.0179,1,Gataučių (Nr. 11) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.009,3,0.008,1,Gataučių (Nr. 11) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3333,46,0.2792,9,Kairiškių (Nr. 9) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2545,38,0.2132,4,Kairiškių (Nr. 9) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2303,32,0.1929,6,Kairiškių (Nr. 9) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1333,21,0.1117,1,Kairiškių (Nr. 9) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1273,20,0.1066,1,Kairiškių (Nr. 9) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0303,4,0.0254,1,Kairiškių (Nr. 9) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0242,3,0.0203,1,Kairiškių (Nr. 9) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0061,1,0.0051,-,Kairiškių (Nr. 9) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.4949,145,0.4804,2,Gaižaičių (Nr. 9) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2189,64,0.2124,1,Gaižaičių (Nr. 9) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1178,35,0.1144,-,Gaižaičių (Nr. 9) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1044,30,0.1013,1,Gaižaičių (Nr. 9) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0438,13,0.0425,-,Gaižaičių (Nr. 9) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0168,4,0.0163,1,Gaižaičių (Nr. 9) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0101,3,0.0098,-,Gaižaičių (Nr. 9) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0101,3,0.0098,-,Gaižaičių (Nr. 9) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3968,90,0.3636,10,Daukšių (Nr. 8) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2937,73,0.2691,1,Daukšių (Nr. 8) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1746,43,0.16,1,Daukšių (Nr. 8) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1032,24,0.0945,2,Daukšių (Nr. 8) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0278,5,0.0255,2,Daukšių (Nr. 8) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0278,7,0.0255,-,Daukšių (Nr. 8) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0238,6,0.0218,-,Daukšių (Nr. 8) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0159,4,0.0145,-,Daukšių (Nr. 8) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0,-,0.0,-,Daunoriškės (Nr. 7) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3614,48,0.2927,12,Daunoriškės (Nr. 7) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3434,54,0.278,3,Daunoriškės (Nr. 7) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2108,29,0.1707,6,Daunoriškės (Nr. 7) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1145,18,0.0927,1,Daunoriškės (Nr. 7) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0783,11,0.0634,2,Daunoriškės (Nr. 7) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0241,3,0.0195,1,Daunoriškės (Nr. 7) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0241,3,0.0195,1,Daunoriškės (Nr. 7) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.543,122,0.4469,17,Alkiškių (Nr. 7) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2695,54,0.2219,15,Alkiškių (Nr. 7) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1133,25,0.0932,4,Alkiškių (Nr. 7) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0898,17,0.074,6,Alkiškių (Nr. 7) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0547,14,0.045,-,Alkiškių (Nr. 7) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0547,12,0.045,2,Alkiškių (Nr. 7) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0352,8,0.0289,1,Alkiškių (Nr. 7) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0195,4,0.0161,1,Alkiškių (Nr. 7) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.4174,816,0.3843,36,Akmenės (Nr. 6) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.2249,442,0.207,17,Akmenės (Nr. 6) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1499,291,0.138,15,Akmenės (Nr. 6) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1264,249,0.1164,9,Akmenės (Nr. 6) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0485,95,0.0447,4,Akmenės (Nr. 6) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0343,69,0.0316,1,Akmenės (Nr. 6) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0299,59,0.0275,2,Akmenės (Nr. 6) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0098,20,0.009,-,Akmenės (Nr. 6) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.4753,89,0.3883,17,Agluonų (Nr. 5) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.417,80,0.3407,13,Agluonų (Nr. 5) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1031,16,0.0842,7,Agluonų (Nr. 5) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0942,20,0.0769,1,Agluonų (Nr. 5) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0628,11,0.0513,3,Agluonų (Nr. 5) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0179,4,0.0147,-,Agluonų (Nr. 5) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.009,2,0.0073,-,Agluonų (Nr. 5) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0045,1,0.0037,-,Agluonų (Nr. 5) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3609,451,0.3168,34,Žagarės (Nr. 4) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1875,246,0.1646,6,Žagarės (Nr. 4) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1838,228,0.1613,19,Žagarės (Nr. 4) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1704,213,0.1496,16,Žagarės (Nr. 4) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0856,109,0.0751,6,Žagarės (Nr. 4) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0417,50,0.0366,6,Žagarės (Nr. 4) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0216,25,0.0189,4,Žagarės (Nr. 4) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0171,22,0.015,1,Žagarės (Nr. 4) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3861,390,0.3666,10,Ramučių (Nr. 4) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3118,315,0.2961,8,Ramučių (Nr. 4) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1236,124,0.1173,4,Ramučių (Nr. 4) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0907,92,0.0862,2,Ramučių (Nr. 4) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0666,68,0.0632,1,Ramučių (Nr. 4) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0232,23,0.022,1,Ramučių (Nr. 4) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0145,12,0.0137,3,Ramučių (Nr. 4) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0116,12,0.011,-,Ramučių (Nr. 4) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.4029,533,0.3694,31,Respublikos (Nr. 3) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3271,432,0.2999,26,Respublikos (Nr. 3) apylinkė
Jadvyga Dunauskaitė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.1029,136,0.0943,8,Respublikos (Nr. 3) apylinkė
Apolinaras Nicius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0907,121,0.0832,6,Respublikos (Nr. 3) apylinkė
Aldona Balsienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0771,105,0.0707,3,Respublikos (Nr. 3) apylinkė
Vladas Jurgutis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.02,27,0.0183,1,Respublikos (Nr. 3) apylinkė
Liudas Jonaitis,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0179,23,0.0164,2,Respublikos (Nr. 3) apylinkė
Adolfas Uža,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.0171,23,0.0157,1,Respublikos (Nr. 3) apylinkė
Eugenija Meškienė,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.4306,577,0.4059,25,V. Kudirkos (Nr. 2) apylinkė
Algirdas Monkevičius,Akmenės - Joniškio (Nr. 39) vienmandatės apygardos,0.3033,420,0.2859,4,V. Kudirkos (Nr. 2) apylinkė
