apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Daugiamandatė,1954-12-21,vedęs / ištekėjusi,Ne ,"Nuolatinio Lietuvos gyventojo Individualios veiklos vykdymo pažyma Nr. [21.4]-G18-284, išduota 2008-02-08 Kauno apskrities Valst. Mokesčių inspekcijos kauno skyriaus",Romualdas    MATELIS,Kaunas,Aukštasis;Kauno Technologijos universitetas;inžinerinis pedagogas;1985;Aukštasis;Kauno Technologijos universitetas (baigimo metu - Kauno politechnikos institutas);plataus vartojimo gaminių inžinierius ekonomistas;1985,"turizmas, gamta, diskusijų klubai","LR, Kauno m.",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1960-04-22,vedęs / ištekėjusi,Ne ,"UAB ""Akmelita ir ko"" gamybos meistras",Vytautas    ŽYMANČIUS,Ringaudų k.,Aukštasis;VDU;istorija;2007;Aukštasis;LKA;pėstininkų būrio vadas;1999,"sportas, muzika, politinės aktualijos",Šilalės r. Upynos apyl. Lingių km.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1949-02-24,Našlys(-ė),Ne ,Vilniaus miesto savivaldybės administracijos aprūpinimo skyriaus eksloatacijos poskyrio darbų saugos ir sveikatos vyriausiasis specialistas,Eugenijus    POVILONIS,Vilnius,Aukštesnysis;Vilniaus elektromechaninis technikumas;Pramonės įmonių elektros įrengimai;1974,"medžioklė, žūklė, darbas sode, politika",Vilnius,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1967-04-20,nevedęs / netekėjusi,Ne ,"UAB ""InFokar"" direktorius",Jurij    VALIUKEVIČ,Vilnius,Aukštesnysis;Leningrado gyvenamųjų ir komunalinių statybų technikumas;inžinierius;1988,"sportas, poezija",Vilnius,Partija Tvarka ir teisingumas,Lenkas (-ė) ,,"Lenkų, Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1973-10-01,nevedęs / netekėjusi,Ne ,"UAB ""Mėlynoji liepsna"" , vyr. finansininkė",Gitana    DAILIDAITĖ,Vilnius,Aukštasis;Vilniaus universitetas;Vadyba ir verslo administravimas;2006;Aukštesnysis;Vilniaus kolegija;buhalteris;2002,"kelionės, literatūra, mokslas, psichologija",Šiauliai,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1961-10-04,vedęs / ištekėjusi,Ne ,"UAB ""Eurovaistinė"", regiono personalo vadovas",Romas    KALCAS,Vilnius,Aukštasis;M. Romerio universitetas;teisė;2007;Specialus vidurinis;P. Mažylio med. mokykla;medicinos felčeris;1985,"knygos, gamta",Rudagalvių k. Endzijavo ap. Klaipėdos raj.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1941-05-06,vedęs / ištekėjusi,Ne ,"Vinco Krėvės-Mickevičiaus memorialinis muziejus, muziejaus vadoas, vyriaus. fondų saugotojas",Vladas    TURČINAVIČIUS,Vilnius,Aukštasis;Leningrado (dabar San-Peterburgo) Kino inžinierių institutas;inžinierius;1968,"publicistika, kultūra, istorija",Lazdijų raj. Seirijočių km.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Prancūzų, Rusų",Ne ,Neturiu 
Daugiamandatė,1961-04-27,Išsiskyręs(-usi),Ne ,"I. Šulinskienės ind. pers. įmonė, įmonės savininkė.",Irena    ŠULINSKIENĖ,Vilnius,Aukštesnysis;Vilniaus prekybos technikumas;Tachnik. organizatorius;1992,"kelionės, sportas, kulinarija",Lazdijų raj. Noragėlių sen. Krikštonių km.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Lenkų, Rusų, Vokiečių, Anglų",Ne ,Neturiu 
Daugiamandatė,1965-02-26,vedęs / ištekėjusi,Ne ,"V.Vilučio įmonė, savininkas.",Valdas    VILUTIS,Vilnius,Aukštasis;Kauno politechnikos institutas;Radijo aparatūros konstravimas ir gamyba;1988,"Specialybės klausimai, Sportas, Boulingas, Politika",Vilnius,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1949-12-25,vedęs / ištekėjusi,Ne ,"Marijampolės apskr. VMVT Kazlų Rūdos skyrius, vyr. vet. gydytojas inspektorius.",Gintautas    PAŠKAUSKAS,Kazlų Rūda,Aukštasis;Lietuvos veterinarijos akademija;Veterinarijos gydytojas;1973,"Laisvalaikis gamtoje, Istorija","Lietuva, Kauno miestas",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Vokiečių, Rusų",Ne ,Neturiu 
Daugiamandatė,1960-05-31,vedęs / ištekėjusi,Ne ,"Utenos raj. Leliūnų pagr. mok., mokytojas",Vidmantas    PIMPĖ,Utena,Aukštasis;Vilniaus pedag. institutas;Istorija;1987,"Istorija, Politika",Zarasų raj. Jakštų kaimas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1981-07-19,vedęs / ištekėjusi,Ne ,Individualios veiklos vykdymas.,Olesia    VENSLOVIENĖ,Biržai,"Aukštasis;Vilniaus universitetas;Socialinis darbuotojas;2007;Vidurinis;Biržų ""Aušros"" vid. m-la;Nenurodė;1999",,Rokiškis,Partija Tvarka ir teisingumas,Rusas (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1958-12-07,nevedęs / netekėjusi,Ne ,"Kretingos rajono savivaldybės administracija, vyriausioji karo prievolės specialistė.",Nijolė    PETKUTĖ,Palanga,Aukštasis universitetinis;Vilniaus universitetas;Ekonomistė;1983,"Sporto klubas, Internetas",Palanga,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1958-04-30,Išsiskyręs(-usi),Ne ,Laikinai nedirbu.,Zigmas    STANIULIS,Palanga,Aukštasis;Vilniaus universitetas gyd. tobulinimosi fakultetas;gydytojas laborantas;1986;Aukštasis;Lietuvos veterinarijos akademija;Veterinarijos gydytojas;1982,"Politika, Darbas sode, Kelionės, Grožinė literatūra","Raseinių miestas, Lietuvos Respublika",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne ,Neturiu 
Daugiamandatė,1980-07-22,vedęs / ištekėjusi,Ne ,"AB DnB NORD bankas, Šiaulių klientų aptarnavimo skyriaus IKP grupės individualių klientų vadovas.",Domas    ČERNECKAS,Vinkšnėnų k.,Aukštasis universitetinis;Šiaulių universitetas;Verslo administravimas ir vadyba;2006,"Sportas, Automobiliai",Šiauliai,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Vokiečių, Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1963-09-07,vedęs / ištekėjusi,Ne ,"UAB ""Feidė"", direktorius.",Saulius    NARŪNAS,Balbieriškio mstl.,Aukštasis;Kauno A.Sniečkaus politechnikos institutas;Tiksliosios mechanikos prietaisai;1986,"Slidinėjimas, Auto turizmas, Tautiniai šokiai",Utena,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Vokiečių, Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1967-07-27,Išsiskyręs(-usi),Ne ,"UAB ""Remargas"", vadybininkas.",Egidijus Haroldas    PETRUITIS,Kaunas,Specialus vidurinis;Kauno miesto pramonės technikumas;Mašinų ir įrengimų derintojas;1986,"Politika, Technika, Senoviniai automobiliai, Autosportas",Kaunas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Lenkų, Vokiečių",Taip ,Neturiu 
Daugiamandatė,1942-09-22,vedęs / ištekėjusi,Ne ,"Kauno m. Futbolo mokykla ""Tauras"", padalinio vadovas.",Vytautas    VASILENKO,Kaunas,Aukštasis;Vilniaus Inžinerinės statybos institutas;Inžinierius statybininkas;1978,"Sportas, Teatras, Žvejyba","LIETUVA, KAUNO m.",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1944-03-06,vedęs / ištekėjusi,Ne ,"UAB ""Plungės kooperatinė prekyba"", Vičiūnai, projekto vadovas.",Algirdas    KURCIKEVIČIUS,Plungė,Aukštasis;Kauno Politechnikos universitetas;Inžin. - statyb.;1966;Specialus vidurinis;Kauno Politechnikumas;Techn. - statyb.;1962,"Šachmatai, Komentarai internete","Vilkaviškio m., Lietuva",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1951-11-14,vedęs / ištekėjusi,Ne ,"AB DNB NORD bankas, Šiaulių skyriaus vadovas.",Juras    ANDRIUKAITIS,Šiauliai,Aukštasis;Kauno politechnikos institutas;Pramonės šiluminė energetika;1974,"Sportas, Žvejyba","Betygalos m., Raseinių raj., Lietuva",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1949-07-14,vedęs / ištekėjusi,Ne ,"Kauno rajono savivaldybės administracija, Ežerėlio seniūnas.",Gedvydas    CELIEŠIUS,Kaunas,Aukštasis universitetinis;Vilniaus Valstybinis Universitetas;Ekonomistas;1980,"Politika, Sportas, Literatūra, Muzika, Žvejyba",Kaunas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Vokiečių",Ne ,Neturiu 
Daugiamandatė,1957-02-08,vedęs / ištekėjusi,Ne ,"UAB ""Ketonas"", direktorius.",Ignas    JONUŠAS,Skuodas,Magistras;Kauno technolog. universitetas;Viešasis adm.;2003;Specialus vidurinis;Šiaulių K. Didžiulio politechnikumas;Elektrik.-technik.;1992;Aukštasis;Lietuvos Ž.Ū. akademija;Inžin.-elektrikas;1988;Vidurinis;Suodo raj. Šačių vid. m - kla;Nenurodė;1974,Domėjimasis psichologija ir filosofija,Skuodo raj. Kaukolikų kaimas.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1954-08-19,vedęs / ištekėjusi,Ne ,"UAB ""Erelio akis"", taksi vairuotojas.",Viačeslavas    VOLOVOJUS,Vilnius,Aukštesnysis;Kirovogrado aukštojo pilotavimo mokykla (civilinės aviacijos);bort - mechanikas;1975;Techninis;Trojos aviacinė techninė mokykla (civilinės aviacijos);Technikas - mechanikas;1974,"Futbolas, Kelionės","Viniaus m., Lietuvos Respublika",Partija Tvarka ir teisingumas,Rusas (-ė) ,,"Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1937-01-02,vedęs / ištekėjusi,Ne ,"Vilkaviškio raj. savivaldybės administracija, tarybos narys.",Antanas    BIRGIOLAS,Vilkaviškis,Aukštasis;Lietuvos veterinarijos akademija;Vet. gydytojas;1968,Politika,Jurbarko raj. Seredžiaus miestelis,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Vokiečių, Rusų",Ne ,Neturiu 
Daugiamandatė,1939-10-06,Našlys(-ė),Ne ,"Marijampolės savivaldybė, Mero padėjėjas.",Antanas    DUMČIUS,Sasnavos mstl.,Nebaigtas aukštasis;Lietuvos žemės ūkio Akademija V-asis kursas.;Ekonomika ir organizacija;1978;Specialus vidurinis;Klaipėdos Jūreivystės mokykla;Laivo vadovas šturmanas;1966,"Muzika, Turizmas, Sportas",Romės - lauko km. Šilalės raj. LR,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1971-08-11,vedęs / ištekėjusi,Ne ,"Kauno m. sporto mokykla ""Gaja"".",Vidas    BIČIULAITIS,Kaunas,Aukštasis;Lietuvos Kūno kultūros institutas;Sporto treneris pedagogas;1994,"Sportas, Žvejyba, Muzika",Kauno raj.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1982-10-14,nevedęs / netekėjusi,Ne ,"UAB ""PADAK"", komercijos direktorius.",Ramūnas    DOMARKAS,Mažeikiai,Aukštasis universitetinis;Vilniaus universitetas;Teisė;Aukštasis universitetinis;Šiaulių universitetas;Viešasis administravimas;2005,Politika,Mažeikiai,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1953-02-09,vedęs / ištekėjusi,Ne ,"UAB ""Vilniaus autobusai"". Auto - elektrikas.",Albert    PAŠKEVIČ,Vilnius,Aukštesnysis;Leningrado civilinės aviacijos aukštesnioji mokykla;Technikas - technologas;1975,"Sportinis skraidymas, Modeliavimas, Žūklė",Vilnius,Partija Tvarka ir teisingumas,Lenkas (-ė) ,,"Lenkų, Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1959-01-28,vedęs / ištekėjusi,Ne ,AB „Flylal-Lithuanian Airlines“ lėktuvo Boeing-737/500 antras pilotas,Jan    TOMAŠEVIČ,Vilnius,Aukštasis;Vilniaus Gedimino technikos universitetas;Transporto vadyba;2007;Aukštesnysis;Kremenčiugo civilinės aviacijos mokykla;Pilotas;1980,,"Lietuvos Respublika, Vilniaus rajonas, Kazbėjų kaimas",Partija Tvarka ir teisingumas,Lenkas (-ė) ,,"Lenkų, Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1952-05-24,vedęs / ištekėjusi,Ne ,"UAB „Grinda“, direktoriaus pavaduotojas",Leonas    ANDREJAUSKAS,Vilnius,Aukštasis;Baltijas starptautiska akademija;Teisininkas;2008,"Gamta, Klasikinė muzika, Sportas",Švenčionys,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Lenkų, Vokiečių",Ne ,Neturiu 
Daugiamandatė,1979-01-06,nevedęs / netekėjusi,Ne ,"AB „Panevėžio statybos trestas“, vadybininkas",Sigitas    ČINGA,Panevėžys,Aukštasis;KTU;Verslo administravimas;2008,,Panevėžys,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Daugiamandatė,1980-09-04,nevedęs / netekėjusi,Ne ,"UAB „Profilaktinė dezinfekcija“, generalinė direktorė",Kristina    LEMENTAUSKAITĖ,Šiauliai,"Magistras;Šiaulių universitetas, Socialinių mokslų fakultetas;Vadybos ir verslo administravimas;2007;Aukštasis;Šiaulių universitetas, Socialinių mokslų fakultetas;Vadybos ir verslo administravimas;2003",,Šiaulių miestas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Rusų, Ispanų",Ne ,Neturiu 
Daugiamandatė,1963-04-22,vedęs / ištekėjusi,Ne ,"Šiaulių miesto savivaldybės administracija, direktoriaus pavaduotojas",Gintautas    MIKUČIAUSKAS,Šiauliai,Aukštasis;Kauno politechnikos institutas;Radijo inžinierius;1986,Kompiuteriai,Kaunas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Lenkų, Rusų",Ne ,Neturiu 
Daugiamandatė,1949-11-23,vedęs / ištekėjusi,Ne ,"Vilniaus miesto savivaldybė, tarybos narė",Nina    ŠESTERNIKOVA,Vilnius,"Aukštasis;Vilniaus valstybinis V. Kapsuko universitetas;Buhalterinės apskaitos ir ūkinės veiklos analizės, pripažinta ekonomisto kvalifikacija;1984;Specialus vidurinis;Vilniaus statybos technikumas;PGS - technikas;1973;Specialus vidurinis;Maskvos pedagoninė mokykla;Pradinių klasių mokytoja;1969","Meninė fotografija, Žurnalistika","Sčelkovo m., Maskvos sr., Rusija",Partija Tvarka ir teisingumas,Rusas (-ė) ,,"Rusų, Lietuvių",Ne ,Neturiu 
Daugiamandatė,1964-11-20,vedęs / ištekėjusi,Ne ,Laikinai nedirbanti,Laima    STANKEVIČIENĖ,Staidarų k.,Aukštasis universitetinis;VPU Socialinės komunikacijos institutas;Socialinis darbas (institucijų vadyba);2008,,"Seimeniškių k., Lazdijų rajonas",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Daugiamandatė,1974-05-15,vedęs / ištekėjusi,Ne ,"Bankroto administravimo paslaugų įmonė, teisininkas",Aleksandras    RYBAKAS,Vilnius,Aukštasis;Mykolo Romerio universitetas;Teisininkas;2007;Aukštasis;Baltarusijos valstybinis universitetas;Teisininkas;1998,"Muzika, Literatūra, Sportas",Vilnius,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1978-08-19,vedęs / ištekėjusi,Ne ,"UAB Restlonga, direktorius",Arūnas    VISOCKAS,Vilnius,Aukštasis universitetinis;VGTU;Statybos valdymas,"Moto, Auto, Sportas, Kinas",Vilnius,Partija Tvarka ir teisingumas, ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1948-09-09,vedęs / ištekėjusi,Ne ,"Vilniaus m. tarybos narys, Partijos Tvarka ir teisingumas frakcijos pirmininkas",Gediminas    RUDŽIONIS,Vilnius,Aukštasis;Vilniaus universitetas;Istorija;1973;Aukštasis;Vilniaus valstybinis pedagoginis institutas;Lietuvių k. ir literatūra;1969,,"Kaunas, Lietuva",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Lenkų",Ne ,Neturiu 
Daugiamandatė,1966-04-14,vedęs / ištekėjusi,Ne ,Naujosios Akmenės Ramučių gimnazija,Raimondas    BITINAS,Naujoji Akmenė,Aukštasis universitetinis;Vilniaus pedagoginis universitetas;Mokytojas;2006,Informacinės technologijos,"Naujoji Akmenė, Ramučių g. 34-60",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Vokiečių, Rusų",Ne ,Neturiu 
Daugiamandatė,1977-03-03,vedęs / ištekėjusi,Ne ,"UAB „Sorimpeksas“, vadybininkas",Žygimantas    ŽALNERAUSKAS,Jonava,Aukštasis;Kauno verslo kolegija;Teisė;2003,"Žvejyba, Medžioklė, Teatras, Kinas, Kelionės",Kaunas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Lenkų, Anglų",Taip ,Neturiu 
Daugiamandatė,1957-03-03,vedęs / ištekėjusi,Ne ,"Telšių rajono savivaldybės administracija, direktorius",Kęstutis    TREČIOKAS,Telšiai,Aukštasis;Vilniaus valstybinis universitetas;Ekonomistas;1991;Aukštasis;Kauno politechnikos institutas;Inžinierius elektromechanikas;1982,"Muzika, Gėlininkystė",Telšiai,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Daugiamandatė,1955-03-10,vedęs / ištekėjusi,Ne ,"Mykolo Romerio universitetas, dėstytojas",Antanas    BUKAUSKAS,Vilnius,Aukštasis universitetinis;Vilniaus universitetas;Teisininkas;1984,"Bendrauti su įdomiais, original. mąstanč. žmonėmis",Šilalė,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,,Ne ,Neturiu 
Daugiamandatė,1964-10-07,vedęs / ištekėjusi,Ne ,UAB „Jusilta“ direktorius finansininkas,Silverijus    STATKUS,Tauragė,Aukštasis;Kaliningrado valstybinis technikos universitetas;Verslo valdybas įmonėje;2005,"Autoralis, Turizmas, Sportas","Lietuva, Tauragė",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Varėnos - Eišiškių,1964-07-20,vedęs / ištekėjusi,Ne ,"Jašiūnų ""Aušros"" vidurinė mokykla, mokytojas.",Algirdas    NAVICKAS,Senosios Varėnos k.,Aukštasis;VVPI;Techninės disciplinos ir darbai;1988,Dainuoju liaudiškos muzikos kapeloje ,Perlojos k. Varėnos rajonas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Vokiečių, Rusų",Ne ,Neturiu 
Dzūkijos,1960-04-07,vedęs / ištekėjusi,Ne ,"UAB ""Sonetas ir ko"", direktorius.",Motiejus    JAKUBAUSKAS,Miklusėnų k.,Aukštasis neuniversitetinis;Alytaus kolegija;Verslo vadyba;2003;Aukštesnysis;Aukštadvario ŽŪ technikumas;Zootechnikas;1980,"Numizmatika, Paveldas, Antikvariatas","Raižių km., Punios seniūnija, Alytaus raj.",Partija Tvarka ir teisingumas,Totorius (-ė) ,,"Rusų, Lenkų, Ukrainiečių",Ne ,Neturiu 
Kauno kaimiškoji,1956-01-13,vedęs / ištekėjusi,Ne ,"VšĮ ""Kilnūs siekiai"", direktoriaus pavaduotojas socialiniams reikal.",Algirdas    ŽANDARAS,Mitkūnų k.,Aukštasis;Kauno kolegija;Kraštotvarkos inžinierius;2007;Aukštesnysis;Kauno 23-oji technikos mokykla;Technikas;1975;Vidurinis;Kauno II-oji vid. m-kla;Nenurodė;1974,"Istorija, Politika, Sportas",Kaunas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Lenkų",Ne ,Neturiu 
Kaišiadorių - Elektrėnų,1940-08-20,vedęs / ištekėjusi,Ne ,"Kaišiadorių rajono savivaldybė, tarybos narys.",Stasys    DANIUS,Padūmio k.,Aukštasis;Lietuvos Veterinarijos akad.;mokslinis zootechnikas;1963,"Sodininkystė, Bitininkystė, Žvejyba",Tauragės rajonas Šaukėnų kaimas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Vilniaus - Šalčininkų,1977-03-24,vedęs / ištekėjusi,Ne ,"Vilniaus miesto savivaldybė, Tarybos sekretoriato vyr. specialistė.",Solveiga    MAKARENKIENĖ,Rudaminos k.,Aukštasis;Vilniaus pedagoginis universitetas;Psichologo kvalifikacija;2007;Aukštesnysis;Vilniaus aukštesnioji prekybos mokykla;Maitinimo įmonės vadybininko kvalifikacija;1999,"Politika, Sportas, Teatras",Vilnius,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Molėtų - Švenčionių,1973-12-13,Išsiskyręs(-usi),Ne ,"UAB Vilniaus lokomotyvų remonto depas, marketingo skyriaus vyresn. inžinierius.",Vladas    KUKĖNAS,Bačkininkų k.,Aukštasis;Vilniaus Gedimino Technikos universitetas;Transporto inžinerija;1996,"Sportas, Žvejyba, Skaitymas, Kinas","Švenčionėliai, Švenčionių raj., Lietuva",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų",Ne ,Neturiu 
Ignalinos - Švenčionių,1956-04-10,vedęs / ištekėjusi,Ne ,"J. Roko firma ""Liepa"", savininkas; UAB ""GINSITA"", direktorius.",Juozas    ROKAS,Ignalina,Aukštasis;Kauno A.Sniečkaus politechnikos institutas;Automatinis ryšys;1985;Aukštesnysis;Vilniaus politechnikumas;Elektros ryšiai ir radiofikavimas;1975,"Žvejyba, radioelektronika","Kalninės kaimas, Mielagėnų seniūnija, Ignalinos raj.",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Pasvalio - Panevėžio,1979-02-17,vedęs / ištekėjusi,Ne ,"UAB TT Auto, direktorius.",Tomas    TARULIS,Panevėžys,Aukštasis;Lietuvos žemės ūkio universitetas;Žemės ūkio produktų gamybos technologijų inžinerijos bakalauras;2003,"Skaitymas, Filatelija",Kaunas,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Radviliškio,1968-07-11,vedęs / ištekėjusi,Ne ,"Uždaroji akcinė bendrovė ""Termosrovė"", direktorius",Darius    JURĖNAS,Radviliškis,Aukštasis;Kauno technologijos universitetas;Verslo administratorius;1999;Aukštasis;Šiaulių pedagoginis institutas;Pradinio mokymo pedagogika;1994;Vidurinis;Radviliškio 5-oji vid. m-la;abiturientas;1986,"Žvejyba, Turistiniai žygiai, Knygų skaitymas",Radviliškis,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Kalniečių,1952-09-11,vedęs / ištekėjusi,Ne ,"LR Seimo kanceliarija, LR Seimo nario E. Klumbio padėjėja-sekretorė",Violeta    ANANKIENĖ,Kaunas,Aukštasis;Kauno Antano Sniečkaus politechnikos institutas;Visuomeninio maitinimo technologijos ir organizavimo inžinierius technologas;1976,"Sportas, Muzika",Panevėžys,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų, Lenkų",Ne ,Neturiu 
Justiniškių,1944-10-30,vedęs / ištekėjusi,Ne ,"Vilniaus miesto savivaldybės administracija, Justiniškių seniūnas",Kazimieras    ŠIAULYS,Vilnius,"Aukštasis;Valstybinis A. Lunačarskio teatro meno institutas (SITIS), Maskva;Estrados režisierius;1984;Aukštasis;Vilniaus universitetas;Žurnalistika;1971","Kūrybinis darbas (žurnalistika), Politinė ir kultūrologinė literatūra","Karklėnų kaimas, Plungės rajonas",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Anglų, Rusų",Ne ,Neturiu 
Aleksoto -  Vilijampolės,1966-02-22,vedęs / ištekėjusi,Ne ,"UAB ""Kabelių žuvis"", gen. direktorius",Gitas    JUŠKEVIČIUS,Kaunas,Nebaigtas aukštasis;LKKA 3 kursas;Treniravimo,"Sportas, Sodo darbai",Sodelių km. Rokiškio r.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Aukštaitijos,1959-09-06,vedęs / ištekėjusi,Ne ,"UAB ""Kriautė"", technikos direktoriaus pavaduotojas mechanizacijai",Rimantas    SAMĖNAS,Mikėnų k.,Aukštasis;Lietuvos žemės ūkio akademija;Inžinierius-mechanikas;1982,Turizmas,Dementonių k. Vadoklių sen. Panevėžio r.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Prancūzų",Ne ,Neturiu 
Mažeikių,1965-05-25,vedęs / ištekėjusi,Ne ,"UAB ""Parama"", direktorius",Vytautas    PRIALGAUSKAS,Mažeikiai,Aukštasis;Vadybininkas;2002,Domiuosi istorija,"Mažeikių rajonas, Balėnų kaimas",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Šakių,1941-02-25,vedęs / ištekėjusi,Ne ,"Ūkininkas, ūkininkauju",Vladas    SEDEREVIČIUS,Kudirkos Naumiestis,Aukštasis;Lietuvos veterinarijos akademija;Veterinarijos gydytojas;1969,Sportas,Rygiškių kaimas Griškabūdžio sen. Šakių raj.,Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,Rusų,Ne ,Neturiu 
Kelmės,1970-02-12,vedęs / ištekėjusi,Ne ,"Kelmės raj. neįgaliųjų draugija, soc. darbuotojas.",Petras    BERESNEVIČIUS,Kelmė,Nebaigtas aukštasis;Šiaulių kolegija Sveikatos fakultetas Socialinio darbo katedra;Soc. darbuotojas;2008;Vidurinis;Kražių vid. mokykla;1988,"Sportas, Žvejyba, Maisto ruošimas","Kelmės raj., Liolių sen., Elenavos km.",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,"Rusų, Anglų, Lenkų",Ne ,Neturiu 
Šiaulių kaimiškoji,1955-05-06,vedęs / ištekėjusi,Ne ,"UAB ""Medingė"", direktorius",Kęstutis    LUKŠAS,Kuršėnai,Aukštasis;KTU;Diplomuotas inžinierius;1993,Sportas,"Šiaulių rajonas, Kuršėnai",Partija Tvarka ir teisingumas,Lietuvis (-ė) ,,,Ne ,Neturiu 
