apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Kelmės,,Išsiskyrusi,,,Aurelija Liauškienė,,,,,,,,Rusų;Anglų,,
Kelmės,,Vedęs,,,Stanislavas Jonaitis,,Aukštasis,,,,,,Rusų,,
Kelmės,,Vedęs,,,Alfonsas Jokūbaitis,,,,,,,,Anglų;Rusų,,
Kelmės,,Vedęs,,,Ričardas Jokimčius,,Aukštasis,,,,,,Vokiečių;Rusų;Lenkų,,
Raseinių,,Vedęs,,,Pranciškus Alfredas Šliužas,,,,,,,,Rusų;Anglų,,
Raseinių,,Vedęs,,,Viktoras Antanas Ročka,,Aukštasis,,,,,,Rusų,,
Raseinių,,Nenurodė,,,Viktoras Petkus,,,,,,,,Rusų,,
Raseinių,,Vedęs,,,Juozas Nekrošius,,,,,,,,Rusų;Anglų,,
Raseinių,,Ištekėjusi,,,Virginija Našlėnienė,,,,,,,,Rusų;Anglų,,
Raseinių,,Vedęs,,,Liudas Mažylis,,Aukštasis,,,,,,Anglų;Vokiečių;Rusų;Lenkų,,
Raseinių,,Vedęs,,,Alfonsas Maciukevičius,,Aukštasis,,,,,,Vokiečių;Rusų,,
Raseinių,,Vedęs,,,Vytautas Petras Knašys,,,,,,,,Anglų,,
Raseinių,,Vedęs,,,Kęstutis Juknis,,Aukštasis,,,,,,Rusų,,
Raseinių,,,,,Jaroslavas Banevičius,,,,,,,,,,
Raseinių,,Ištekėjusi,,,Ona Babonienė,,Aukštasis,,,,,,Vokiečių;Rusų,,
Kėdainių,,Vedęs,,,Henrikas Vaicekauskas,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Kėdainių,,Ištekėjusi,,,Ina Skurdenienė,,,,,,,,Anglų;Lenkų;Rusų,,
Kėdainių,,Vedęs,,,Algimantas Salamakinas,,,,,,,,,,
Kėdainių,,,,,Vincas Ramanauskas,,,,,,,,,,
Kėdainių,,Ištekėjusi,,,Asta Marytė Lapinskienė,,Aukštasis,,,,,,Anglų;Rusų,,
Kėdainių,,Netekėjusi,,,Danutė Elena Klimavičienė,,,,,,,,Rusų,,
Kėdainių,,Vedęs,,,Vigimantas Kisielius,,,,,,,,Anglų;Lenkų,,
Kėdainių,,Vedęs,,,Valdemaras Kasperavičius,,Aukštasis,,,,,,Vokiečių,,
Kėdainių,,Vedęs,,,Henrikas Juškus,,Aukštasis,,,,,,Vokiečių;Rusų,,
Kėdainių,,Ištekėjusi,,,Janina Antanina Grincevičienė,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Kėdainių,,Vedęs,,,Juozas Gaidamavičius,,Aukštasis,,,,,,Rusų,,
Kėdainių,,Išsiskyrusi,,,Irena Duchovska,,,,,,,,Rusų,,
Kėdainių,,,,,Rimantas Dubosas,,,,,,,,Anglų,,
Kėdainių,,Vedęs,,,Antanas Bružas,,Aukštasis,,,,,,Prancūzų;Rusų,,
Kėdainių,,Vedęs,,,Vytautas Bičiūnas,,Aukštasis,,,,,,Anglų;Rusų,,
Aušros,,Vedęs,,,Algimantas Sėjūnas,,,,,,,,Rusų;Anglų,,
Aušros,,Vedęs,,,Romas Mikšys,,Aukštasis,,,,,,Rusų,,
Aušros,,Vedęs,,,Valentinas Mazuronis,,Aukštasis,,,,,,Anglų;Rusų,,
Aušros,,Vedęs,,,Rimantas Krankalis,,Aukštasis,,,,,,Vokiečių,,
Aušros,,Vedęs,,,Mindaugas Končius,,Aukštasis,,,,,,Anglų;Rusų,,
Aušros,,Vedęs,,,Povilas Kiaulakys,,,,,,,,Rusų,,
Aušros,,Netekėjusi,,,Ona Karkauskaitė,,,,,,,,Rusų;Anglų,,
Aušros,,Vedęs,,,Vytautas Juškus,,Aukštasis,,,,,,Vokiečių;Rusų,,
Aušros,,Vedęs,,,Edmundas Jovaišis,,Aukštesnysis,,,,,,Anglų;Rusų,,
Aušros,,Ištekėjusi,,,Kristina Janavičienė,,Aukštasis,,,,,,Rusų,,
Aušros,,Išsiskyrusi,,,Roma Dovydėnienė,,,,,,,,Anglų;Rusų,,
Aušros,,Vedęs,,,Stanislovas Ambrasas,,,,,,,,Rusų,,
Aušros,,Vedęs,,,Viktoras Zažeckis,,,,,,,,Rusų;Vokiečių;Anglų,,
Danės,,Vedęs,,,Vytenis Albertas Zabukas,,,,,,,,Anglų;Rusų,,
Danės,,,,,Vytautas Makaras,,,,,,,,,,
Danės,,Vedęs,,,Šarūnas Jagminas,,Aukštesnysis,,,,,,,,
Šilainių,,Vedęs,,,Jonas Vitkauskas,,Aukštasis,,,,,,Anglų;Rusų;Lenkų,,
Šilainių,,Vedęs,,,Alfonsas Vaišnoras,,,,,,,,Anglų;Lenkų;Rusų,,
Šilainių,,Vedęs,,,Arūnas Stankevičius,,,,,,,,,,
Šilainių,,Vedęs,,,Petras Algimantas Skučas,,,,,,,,Rusų,,
Šilainių,,Vedęs,,,Stanislovas Sajauskas,,Aukštasis,,,,,,Rusų;Vokiečių,,
Šilainių,,Vedęs,,,Modestas Rolandas Patašius,,Aukštasis,,,,,,Vokiečių;Rusų,,
Šilainių,,Vedęs,,,Stasys Pancerna,,,,,,,,Rusų,,
Šilainių,,,,,Julius Nekroševičius,,,,,,,,,,
Šilainių,,Vedęs,,,Remigijus Kaniauskas,,,,,,,,Rusų;Vokiečių,,
Šilainių,,Vedęs,,,Evaldas Gustas,,Aukštasis,,,,,,Anglų;Rusų,,
Šilainių,,Vedęs,,,Danielius Bučinskas,,Aukštasis,,,,,,Rusų,,
Šilainių,,Vedęs,,,Alvydas Banevičius,,Aukštasis,,,,,,,,
Šilainių,,Vedęs,,,Kazys Babilius,,Aukštasis,,,,,,Anglų;Rusų,,
Šilainių,,Vedęs,,,Rolandas Asauskas,,Aukštasis,,,,,,Anglų;Lenkų,,
Šilainių,,Vedęs,,,Henrikas Andziulevičius,,Aukštasis,,,,,,Anglų;Rusų;Lenkų;Ispanų,,
Danės,,Vedęs,,,Marijus Juozas Eidukevičius,,Aukštasis,,,,,,Anglų;Rusų,,
Danės,,,,,Vytautas Čepas,,,,,,,,,,
Danės,,Ištekėjusi,,,Vida Bortelienė,,Aukštasis,,,,,,Anglų;Rusų,,
Danės,,Vedęs,,,Romualdas Ignas Bloškys,,Aukštasis,,,,,,Rusų,,
