kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Algimantas Salamakinas,Kėdainių (Nr. 43) apygardos,0.3162,36,0.2803,1,Kaplių (Nr. 11) apylinkė
Vigimantas Kisielius,Kėdainių (Nr. 43) apygardos,0.1795,21,0.1591,0,Kaplių (Nr. 11) apylinkė
Janina Antanina Grincevičienė,Kėdainių (Nr. 43) apygardos,0.0684,7,0.0606,1,Kaplių (Nr. 11) apylinkė
Valdemaras Kasperavičius,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Kaplių (Nr. 11) apylinkė
Henrikas Vaicekauskas,Kėdainių (Nr. 43) apygardos,0.0342,4,0.0303,0,Kaplių (Nr. 11) apylinkė
Rimantas Dubosas,Kėdainių (Nr. 43) apygardos,0.0085,1,0.0076,0,Kaplių (Nr. 11) apylinkė
Vytautas Bičiūnas,Kėdainių (Nr. 43) apygardos,0.0085,1,0.0076,0,Kaplių (Nr. 11) apylinkė
Asta Marytė Lapinskienė,Kėdainių (Nr. 43) apygardos,0.0855,5,0.0758,5,Kaplių (Nr. 11) apylinkė
Antanas Bružas,Kėdainių (Nr. 43) apygardos,0.0513,6,0.0455,0,Kaplių (Nr. 11) apylinkė
Vincas Ramanauskas,Kėdainių (Nr. 43) apygardos,0.0171,2,0.0152,0,Kaplių (Nr. 11) apylinkė
Henrikas Juškus,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Kaplių (Nr. 11) apylinkė
Jonas Vainauskas,Kėdainių (Nr. 43) apygardos,0.0171,1,0.0152,1,Kaplių (Nr. 11) apylinkė
Ina Skurdenienė,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Kaplių (Nr. 11) apylinkė
Danutė Elena Klimavičienė,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Kaplių (Nr. 11) apylinkė
Irena Duchovska,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Kaplių (Nr. 11) apylinkė
Juozas Gaidamavičius,Kėdainių (Nr. 43) apygardos,0.3333,68,0.2958,3,Kalnaberžės (Nr. 10) apylinkė
Algimantas Salamakinas,Kėdainių (Nr. 43) apygardos,0.1784,38,0.1583,0,Kalnaberžės (Nr. 10) apylinkė
Vigimantas Kisielius,Kėdainių (Nr. 43) apygardos,0.1362,29,0.1208,0,Kalnaberžės (Nr. 10) apylinkė
Janina Antanina Grincevičienė,Kėdainių (Nr. 43) apygardos,0.1643,29,0.1458,6,Kalnaberžės (Nr. 10) apylinkė
Valdemaras Kasperavičius,Kėdainių (Nr. 43) apygardos,0.0704,14,0.0625,1,Kalnaberžės (Nr. 10) apylinkė
Henrikas Vaicekauskas,Kėdainių (Nr. 43) apygardos,0.0047,1,0.0042,0,Kalnaberžės (Nr. 10) apylinkė
Rimantas Dubosas,Kėdainių (Nr. 43) apygardos,0.0282,6,0.025,0,Kalnaberžės (Nr. 10) apylinkė
Vytautas Bičiūnas,Kėdainių (Nr. 43) apygardos,0.061,11,0.0542,2,Kalnaberžės (Nr. 10) apylinkė
Asta Marytė Lapinskienė,Kėdainių (Nr. 43) apygardos,0.0235,5,0.0208,0,Kalnaberžės (Nr. 10) apylinkė
Antanas Bružas,Kėdainių (Nr. 43) apygardos,0.0282,4,0.025,2,Kalnaberžės (Nr. 10) apylinkė
Vincas Ramanauskas,Kėdainių (Nr. 43) apygardos,0.0188,4,0.0167,0,Kalnaberžės (Nr. 10) apylinkė
Henrikas Juškus,Kėdainių (Nr. 43) apygardos,0.0141,3,0.0125,0,Kalnaberžės (Nr. 10) apylinkė
Jonas Vainauskas,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Kalnaberžės (Nr. 10) apylinkė
Ina Skurdenienė,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Kalnaberžės (Nr. 10) apylinkė
Danutė Elena Klimavičienė,Kėdainių (Nr. 43) apygardos,0.0047,1,0.0042,0,Kalnaberžės (Nr. 10) apylinkė
Irena Duchovska,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Kalnaberžės (Nr. 10) apylinkė
Juozas Gaidamavičius,Kėdainių (Nr. 43) apygardos,0.2171,66,0.2012,0,Gudžiūnų (Nr. 8) apylinkė
Algimantas Salamakinas,Kėdainių (Nr. 43) apygardos,0.2237,67,0.2073,1,Gudžiūnų (Nr. 8) apylinkė
Vigimantas Kisielius,Kėdainių (Nr. 43) apygardos,0.2566,76,0.2378,2,Gudžiūnų (Nr. 8) apylinkė
Janina Antanina Grincevičienė,Kėdainių (Nr. 43) apygardos,0.0954,27,0.0884,2,Gudžiūnų (Nr. 8) apylinkė
Valdemaras Kasperavičius,Kėdainių (Nr. 43) apygardos,0.0329,10,0.0305,0,Gudžiūnų (Nr. 8) apylinkė
Henrikas Vaicekauskas,Kėdainių (Nr. 43) apygardos,0.0197,6,0.0183,0,Gudžiūnų (Nr. 8) apylinkė
Rimantas Dubosas,Kėdainių (Nr. 43) apygardos,0.0461,14,0.0427,0,Gudžiūnų (Nr. 8) apylinkė
Vytautas Bičiūnas,Kėdainių (Nr. 43) apygardos,0.0164,5,0.0152,0,Gudžiūnų (Nr. 8) apylinkė
Asta Marytė Lapinskienė,Kėdainių (Nr. 43) apygardos,0.0197,6,0.0183,0,Gudžiūnų (Nr. 8) apylinkė
Antanas Bružas,Kėdainių (Nr. 43) apygardos,0.0362,11,0.0335,0,Gudžiūnų (Nr. 8) apylinkė
Vincas Ramanauskas,Kėdainių (Nr. 43) apygardos,0.0296,9,0.0274,0,Gudžiūnų (Nr. 8) apylinkė
Henrikas Juškus,Kėdainių (Nr. 43) apygardos,0.0099,3,0.0091,0,Gudžiūnų (Nr. 8) apylinkė
Jonas Vainauskas,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Gudžiūnų (Nr. 8) apylinkė
Ina Skurdenienė,Kėdainių (Nr. 43) apygardos,0.0066,2,0.0061,0,Gudžiūnų (Nr. 8) apylinkė
Danutė Elena Klimavičienė,Kėdainių (Nr. 43) apygardos,0.0033,1,0.003,0,Gudžiūnų (Nr. 8) apylinkė
Irena Duchovska,Kėdainių (Nr. 43) apygardos,0.0033,1,0.003,0,Gudžiūnų (Nr. 8) apylinkė
Juozas Gaidamavičius,Kėdainių (Nr. 43) apygardos,0.2241,128,0.1936,6,Dotnuvos (Nr. 7) apylinkė
Algimantas Salamakinas,Kėdainių (Nr. 43) apygardos,0.214,110,0.185,18,Dotnuvos (Nr. 7) apylinkė
Vigimantas Kisielius,Kėdainių (Nr. 43) apygardos,0.2458,134,0.2124,13,Dotnuvos (Nr. 7) apylinkė
Janina Antanina Grincevičienė,Kėdainių (Nr. 43) apygardos,0.1054,54,0.091,9,Dotnuvos (Nr. 7) apylinkė
Valdemaras Kasperavičius,Kėdainių (Nr. 43) apygardos,0.0569,32,0.0491,2,Dotnuvos (Nr. 7) apylinkė
Henrikas Vaicekauskas,Kėdainių (Nr. 43) apygardos,0.0468,28,0.0405,0,Dotnuvos (Nr. 7) apylinkė
Rimantas Dubosas,Kėdainių (Nr. 43) apygardos,0.0167,8,0.0145,2,Dotnuvos (Nr. 7) apylinkė
Vytautas Bičiūnas,Kėdainių (Nr. 43) apygardos,0.0167,9,0.0145,1,Dotnuvos (Nr. 7) apylinkė
Asta Marytė Lapinskienė,Kėdainių (Nr. 43) apygardos,0.0318,17,0.0275,2,Dotnuvos (Nr. 7) apylinkė
Antanas Bružas,Kėdainių (Nr. 43) apygardos,0.1037,56,0.0896,6,Dotnuvos (Nr. 7) apylinkė
Vincas Ramanauskas,Kėdainių (Nr. 43) apygardos,0.0084,4,0.0072,1,Dotnuvos (Nr. 7) apylinkė
Henrikas Juškus,Kėdainių (Nr. 43) apygardos,0.0167,8,0.0145,2,Dotnuvos (Nr. 7) apylinkė
Jonas Vainauskas,Kėdainių (Nr. 43) apygardos,0.0067,1,0.0058,3,Dotnuvos (Nr. 7) apylinkė
Ina Skurdenienė,Kėdainių (Nr. 43) apygardos,0.0084,5,0.0072,0,Dotnuvos (Nr. 7) apylinkė
Danutė Elena Klimavičienė,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Dotnuvos (Nr. 7) apylinkė
Irena Duchovska,Kėdainių (Nr. 43) apygardos,0.0134,4,0.0116,4,Dotnuvos (Nr. 7) apylinkė
Juozas Gaidamavičius,Kėdainių (Nr. 43) apygardos,0.2196,47,0.2,0,Devynduonių (Nr. 6) apylinkė
Algimantas Salamakinas,Kėdainių (Nr. 43) apygardos,0.2336,47,0.2128,3,Devynduonių (Nr. 6) apylinkė
Vigimantas Kisielius,Kėdainių (Nr. 43) apygardos,0.243,49,0.2213,3,Devynduonių (Nr. 6) apylinkė
Janina Antanina Grincevičienė,Kėdainių (Nr. 43) apygardos,0.0981,20,0.0894,1,Devynduonių (Nr. 6) apylinkė
Valdemaras Kasperavičius,Kėdainių (Nr. 43) apygardos,0.0327,6,0.0298,1,Devynduonių (Nr. 6) apylinkė
Henrikas Vaicekauskas,Kėdainių (Nr. 43) apygardos,0.0187,4,0.017,0,Devynduonių (Nr. 6) apylinkė
Rimantas Dubosas,Kėdainių (Nr. 43) apygardos,0.0234,5,0.0213,0,Devynduonių (Nr. 6) apylinkė
Vytautas Bičiūnas,Kėdainių (Nr. 43) apygardos,0.0047,1,0.0043,0,Devynduonių (Nr. 6) apylinkė
Asta Marytė Lapinskienė,Kėdainių (Nr. 43) apygardos,0.0093,2,0.0085,0,Devynduonių (Nr. 6) apylinkė
Antanas Bružas,Kėdainių (Nr. 43) apygardos,0.1168,23,0.1064,2,Devynduonių (Nr. 6) apylinkė
Vincas Ramanauskas,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Devynduonių (Nr. 6) apylinkė
Henrikas Juškus,Kėdainių (Nr. 43) apygardos,0.014,2,0.0128,1,Devynduonių (Nr. 6) apylinkė
Jonas Vainauskas,Kėdainių (Nr. 43) apygardos,0.0374,7,0.034,1,Devynduonių (Nr. 6) apylinkė
Ina Skurdenienė,Kėdainių (Nr. 43) apygardos,0.0047,1,0.0043,0,Devynduonių (Nr. 6) apylinkė
Danutė Elena Klimavičienė,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Devynduonių (Nr. 6) apylinkė
Irena Duchovska,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Devynduonių (Nr. 6) apylinkė
Juozas Gaidamavičius,Kėdainių (Nr. 43) apygardos,0.295,363,0.2808,4,Babėnų (Nr. 4) apylinkė
Algimantas Salamakinas,Kėdainių (Nr. 43) apygardos,0.1945,235,0.1852,7,Babėnų (Nr. 4) apylinkė
Vigimantas Kisielius,Kėdainių (Nr. 43) apygardos,0.2605,317,0.2479,7,Babėnų (Nr. 4) apylinkė
Janina Antanina Grincevičienė,Kėdainių (Nr. 43) apygardos,0.0338,41,0.0321,1,Babėnų (Nr. 4) apylinkė
Valdemaras Kasperavičius,Kėdainių (Nr. 43) apygardos,0.0547,68,0.052,0,Babėnų (Nr. 4) apylinkė
Henrikas Vaicekauskas,Kėdainių (Nr. 43) apygardos,0.0297,36,0.0283,1,Babėnų (Nr. 4) apylinkė
Rimantas Dubosas,Kėdainių (Nr. 43) apygardos,0.041,50,0.039,1,Babėnų (Nr. 4) apylinkė
Vytautas Bičiūnas,Kėdainių (Nr. 43) apygardos,0.0314,38,0.0298,1,Babėnų (Nr. 4) apylinkė
Asta Marytė Lapinskienė,Kėdainių (Nr. 43) apygardos,0.0273,34,0.026,0,Babėnų (Nr. 4) apylinkė
Antanas Bružas,Kėdainių (Nr. 43) apygardos,0.0072,9,0.0069,0,Babėnų (Nr. 4) apylinkė
Vincas Ramanauskas,Kėdainių (Nr. 43) apygardos,0.0072,9,0.0069,0,Babėnų (Nr. 4) apylinkė
Henrikas Juškus,Kėdainių (Nr. 43) apygardos,0.0161,20,0.0153,0,Babėnų (Nr. 4) apylinkė
Jonas Vainauskas,Kėdainių (Nr. 43) apygardos,0.0088,11,0.0084,0,Babėnų (Nr. 4) apylinkė
Ina Skurdenienė,Kėdainių (Nr. 43) apygardos,0.0016,2,0.0015,0,Babėnų (Nr. 4) apylinkė
Danutė Elena Klimavičienė,Kėdainių (Nr. 43) apygardos,0.0072,8,0.0069,1,Babėnų (Nr. 4) apylinkė
Irena Duchovska,Kėdainių (Nr. 43) apygardos,0.0024,3,0.0023,0,Babėnų (Nr. 4) apylinkė
Juozas Gaidamavičius,Kėdainių (Nr. 43) apygardos,0.2268,58,0.1937,3,Aristavos (Nr. 2) apylinkė
Algimantas Salamakinas,Kėdainių (Nr. 43) apygardos,0.29,68,0.2476,10,Aristavos (Nr. 2) apylinkė
Vigimantas Kisielius,Kėdainių (Nr. 43) apygardos,0.2639,67,0.2254,4,Aristavos (Nr. 2) apylinkė
Janina Antanina Grincevičienė,Kėdainių (Nr. 43) apygardos,0.1004,27,0.0857,0,Aristavos (Nr. 2) apylinkė
Valdemaras Kasperavičius,Kėdainių (Nr. 43) apygardos,0.026,6,0.0222,1,Aristavos (Nr. 2) apylinkė
Henrikas Vaicekauskas,Kėdainių (Nr. 43) apygardos,0.0074,2,0.0063,0,Aristavos (Nr. 2) apylinkė
Rimantas Dubosas,Kėdainių (Nr. 43) apygardos,0.052,11,0.0444,3,Aristavos (Nr. 2) apylinkė
Vytautas Bičiūnas,Kėdainių (Nr. 43) apygardos,0.026,6,0.0222,1,Aristavos (Nr. 2) apylinkė
Asta Marytė Lapinskienė,Kėdainių (Nr. 43) apygardos,0.0223,5,0.019,1,Aristavos (Nr. 2) apylinkė
Antanas Bružas,Kėdainių (Nr. 43) apygardos,0.0223,5,0.019,1,Aristavos (Nr. 2) apylinkė
Vincas Ramanauskas,Kėdainių (Nr. 43) apygardos,0.0074,1,0.0063,1,Aristavos (Nr. 2) apylinkė
Henrikas Juškus,Kėdainių (Nr. 43) apygardos,0.0335,9,0.0286,0,Aristavos (Nr. 2) apylinkė
Jonas Vainauskas,Kėdainių (Nr. 43) apygardos,0.0074,2,0.0063,0,Aristavos (Nr. 2) apylinkė
Ina Skurdenienė,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Aristavos (Nr. 2) apylinkė
Danutė Elena Klimavičienė,Kėdainių (Nr. 43) apygardos,0.0074,2,0.0063,0,Aristavos (Nr. 2) apylinkė
Irena Duchovska,Kėdainių (Nr. 43) apygardos,0.0,0,0.0,0,Aristavos (Nr. 2) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.1161,13,0.113,0,Voskonių (Nr. 42) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.1607,18,0.1565,0,Voskonių (Nr. 42) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.0893,10,0.087,0,Voskonių (Nr. 42) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.0982,11,0.0957,0,Voskonių (Nr. 42) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.3036,34,0.2957,0,Voskonių (Nr. 42) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.0268,3,0.0261,0,Voskonių (Nr. 42) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.0982,11,0.0957,0,Voskonių (Nr. 42) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.0804,9,0.0783,0,Voskonių (Nr. 42) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.0268,3,0.0261,0,Voskonių (Nr. 42) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0,0,0.0,0,Voskonių (Nr. 42) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.0,0,0.0,0,Voskonių (Nr. 42) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.3121,82,0.2576,11,Vėriškių (Nr. 41) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.1309,34,0.108,5,Vėriškių (Nr. 41) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.151,42,0.1247,3,Vėriškių (Nr. 41) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.1577,39,0.1302,8,Vėriškių (Nr. 41) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.245,67,0.2022,6,Vėriškių (Nr. 41) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.047,11,0.0388,3,Vėriškių (Nr. 41) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.0268,7,0.0222,1,Vėriškių (Nr. 41) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.0302,8,0.0249,1,Vėriškių (Nr. 41) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.0201,6,0.0166,0,Vėriškių (Nr. 41) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0034,1,0.0028,0,Vėriškių (Nr. 41) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.0034,1,0.0028,0,Vėriškių (Nr. 41) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.4032,46,0.3247,4,Vaitiekūnų (Nr. 40) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.1613,18,0.1299,2,Vaitiekūnų (Nr. 40) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.1855,19,0.1494,4,Vaitiekūnų (Nr. 40) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.2258,23,0.1818,5,Vaitiekūnų (Nr. 40) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.0887,10,0.0714,1,Vaitiekūnų (Nr. 40) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.0403,5,0.0325,0,Vaitiekūnų (Nr. 40) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.0081,1,0.0065,0,Vaitiekūnų (Nr. 40) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.0081,1,0.0065,0,Vaitiekūnų (Nr. 40) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.0081,1,0.0065,0,Vaitiekūnų (Nr. 40) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0,0,0.0,0,Vaitiekūnų (Nr. 40) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.0,0,0.0,0,Vaitiekūnų (Nr. 40) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.2826,25,0.1884,1,Vadaktų (Nr. 39) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.2935,21,0.1957,6,Vadaktų (Nr. 39) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.1196,5,0.0797,6,Vadaktų (Nr. 39) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.3152,14,0.2101,15,Vadaktų (Nr. 39) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.0761,5,0.0507,2,Vadaktų (Nr. 39) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.0326,3,0.0217,0,Vadaktų (Nr. 39) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.1739,11,0.1159,5,Vadaktų (Nr. 39) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.0217,2,0.0145,0,Vadaktų (Nr. 39) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.0109,1,0.0072,0,Vadaktų (Nr. 39) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0109,1,0.0072,0,Vadaktų (Nr. 39) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.0435,4,0.029,0,Vadaktų (Nr. 39) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.4318,70,0.3938,6,Tyrulių (Nr. 38) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.1989,33,0.1813,2,Tyrulių (Nr. 38) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.1477,25,0.1347,1,Tyrulių (Nr. 38) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.0682,12,0.0622,0,Tyrulių (Nr. 38) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.0455,8,0.0415,0,Tyrulių (Nr. 38) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.0114,2,0.0104,0,Tyrulių (Nr. 38) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.0625,10,0.057,1,Tyrulių (Nr. 38) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.0398,7,0.0363,0,Tyrulių (Nr. 38) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.017,3,0.0155,0,Tyrulių (Nr. 38) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0284,5,0.0259,0,Tyrulių (Nr. 38) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.0057,1,0.0052,0,Tyrulių (Nr. 38) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.234,55,0.2132,0,Šniūraičių (Nr. 37) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.1702,40,0.155,0,Šniūraičių (Nr. 37) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.1234,27,0.1124,2,Šniūraičių (Nr. 37) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.1489,32,0.1357,3,Šniūraičių (Nr. 37) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.0766,17,0.0698,1,Šniūraičių (Nr. 37) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.0553,13,0.0504,0,Šniūraičių (Nr. 37) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.1191,27,0.1085,1,Šniūraičių (Nr. 37) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.034,8,0.031,0,Šniūraičių (Nr. 37) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.0213,5,0.0194,0,Šniūraičių (Nr. 37) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0383,8,0.0349,1,Šniūraičių (Nr. 37) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.0128,3,0.0116,0,Šniūraičių (Nr. 37) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.2804,119,0.2402,10,Šiaulėnų (Nr. 36) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.2326,100,0.1993,7,Šiaulėnų (Nr. 36) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.0696,29,0.0596,3,Šiaulėnų (Nr. 36) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.1196,50,0.1024,5,Šiaulėnų (Nr. 36) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.1326,61,0.1136,0,Šiaulėnų (Nr. 36) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.0326,11,0.0279,4,Šiaulėnų (Nr. 36) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.087,38,0.0745,2,Šiaulėnų (Nr. 36) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.037,16,0.0317,1,Šiaulėnų (Nr. 36) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.0217,10,0.0186,0,Šiaulėnų (Nr. 36) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0587,26,0.0503,1,Šiaulėnų (Nr. 36) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.0,0,0.0,0,Šiaulėnų (Nr. 36) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.4489,260,0.411,8,Mokyklos (Nr. 35) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.1323,71,0.1212,8,Mokyklos (Nr. 35) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.0955,57,0.0874,0,Mokyklos (Nr. 35) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.0854,48,0.0782,3,Mokyklos (Nr. 35) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.0871,52,0.0798,0,Mokyklos (Nr. 35) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.0603,34,0.0552,2,Mokyklos (Nr. 35) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.0737,44,0.0675,0,Mokyklos (Nr. 35) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.0302,16,0.0276,2,Mokyklos (Nr. 35) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.0067,3,0.0061,1,Mokyklos (Nr. 35) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0184,9,0.0169,2,Mokyklos (Nr. 35) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.005,3,0.0046,0,Mokyklos (Nr. 35) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.4914,292,0.427,24,Šeduvos (Nr. 34) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.1477,88,0.1284,7,Šeduvos (Nr. 34) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.0747,44,0.0649,4,Šeduvos (Nr. 34) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.0949,58,0.0824,3,Šeduvos (Nr. 34) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.0778,47,0.0676,3,Šeduvos (Nr. 34) apylinkė
Gediminas Dubauskas,Radviliškio (Nr. 44) apygardos,0.0622,36,0.0541,4,Šeduvos (Nr. 34) apylinkė
Irena Urbelienė,Radviliškio (Nr. 44) apygardos,0.0591,36,0.0514,2,Šeduvos (Nr. 34) apylinkė
Audrius Urbonavičius,Radviliškio (Nr. 44) apygardos,0.028,15,0.0243,3,Šeduvos (Nr. 34) apylinkė
Petras Kaščionis,Radviliškio (Nr. 44) apygardos,0.0109,7,0.0095,0,Šeduvos (Nr. 34) apylinkė
Angelė Ambrazienė,Radviliškio (Nr. 44) apygardos,0.0233,15,0.0203,0,Šeduvos (Nr. 34) apylinkė
Vigilijus Štankelis,Radviliškio (Nr. 44) apygardos,0.0078,5,0.0068,0,Šeduvos (Nr. 34) apylinkė
Mindaugas Briedis,Radviliškio (Nr. 44) apygardos,0.2101,76,0.1692,3,Šaukoto (Nr. 33) apylinkė
Antanas Kairys,Radviliškio (Nr. 44) apygardos,0.3165,103,0.2548,16,Šaukoto (Nr. 33) apylinkė
Aloyzas Juodis,Radviliškio (Nr. 44) apygardos,0.0904,30,0.0728,4,Šaukoto (Nr. 33) apylinkė
Arimantas Račkauskas,Radviliškio (Nr. 44) apygardos,0.1809,41,0.1456,27,Šaukoto (Nr. 33) apylinkė
Adolfas Damanskis,Radviliškio (Nr. 44) apygardos,0.0665,23,0.0535,2,Šaukoto (Nr. 33) apylinkė
