apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Aukštaitijos,1981-09-11,nevedęs,Ne ,"UAB ""Selreta"",komercijos direktorius",DOMAS    PETRULIS,Dembavos k.,Aukštasis;Vytauto Didžiojo universitetas;lyginamoji politika;2006;Aukštasis;Vytauto Didžiojo universitetas;politologija;2004,"internetas, psichologija, teatras, krepšinis",Panevėžys,Lietuvos socialdemokratų partija,lietuvis ,71,anglų,Ne ,Neturiu 
Aukštaitijos,1972-12-23,ištekėjusi,Ne ,"Panevėžio m. III-oji advokatų kontora,advokatė",ELIGIJA    NORKIENĖ-PAPLAUSKĖ,Panevėžys,Aukštasis;M.Romerio universitetas;teisininkė;1997,"psichologija, fotografija, dviračių ir kt sportas","Naujadvario km., Ramygalos sen., Panevėžio rajonas",Respublikonų partija,lietuvė ,32,"rusų, lietuvių",Ne ,Neturiu 
Aukštaitijos,1978-12-06,ištekėjusi,Ne ,"-,-",LAURA    MACKEVIČIENĖ,Molainių k.,Aukštasis universitetinis;VDU;Verslo administravimas;2008;Aukštasis neuniversitetinis;Kauno kolegija;Turizmo ir viešbučių administravimas;2001,"literatūra, kelionės",Kaunas,Krikščionių partija,lietuvė ,43,"rusų, anglų, vokiečių",Ne ,Neturiu 
Aukštaitijos,1948-05-30,vedęs,Ne ,"Lietuvos Respublikos Seimas,Seimo narys",PETRAS    LUOMANAS,Panevėžys,"Aukštasis;VDU;ugdymo organizavimas;2006;Aukštasis;Lietuvos edukologijos universitetas (Vilniaus pedagoginis universitetas);etikos mokytojas;2004;Aukštasis;Lietuvos muzikos ir teatro akademija (Valstybinė konservatorija);švietimo darbuotojas, choro vadovas;1980","literatūra, kelionės, meistravimas, bendravimas su žmonėmis","Pasvalio raj., Krinčino apyl., Daukniūnų km.",Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,44,"rusų, prancūzų, anglų",Ne ,Neturiu 
Aukštaitijos,1980-04-07,vedęs,Ne ,"UAB ""AMG Security"", finansų direktorius",MANTAS    LELIUKAS,Panevėžys,"Aukštasis, bakalauras;KTU;Vadyba ir verslo administravimas;2002","motociklai, konologija, psichologija",Panevėžys,Išsikėlė pats,lietuvis ,,"anglų, vokiečių, rusų",Ne ,Neturiu 
Aukštaitijos,1982-12-19,vedęs,Ne ,"Draudimas,Panevėžio filialo direktorius",TADAS    LABUTIS,Panevėžys,Panevėžio miesto taryba;2011 - ,"Sportas,  kelionės, literatūra.",Panevėžys,Politinė partija „Sąjunga Taip“, ,100,,Ne ,Neturiu 
Aukštaitijos,1959-02-22,vedęs,Ne ,"Lietuvos Respublikos aplinkos ministerija,aplinkos ministras",GEDIMINAS    KAZLAUSKAS,Vilnius,Aukštasis universitetinis;Vilniaus inžinerinis statybos institutas (dabar VGTU);Pramonės ir civilinės statybos specialybė;1982,fotografija,Panevėžys,Liberalų ir centro sąjunga,lietuvis ,7,"anglų, rusų",Ne ,Neturiu 
Aukštaitijos,1959-02-21,ištekėjusi,Ne ,"nedirbanti,-",RITA    JUSIENĖ,Panevėžys,,"aplinkos tvarkymas, filosofinė literatūra",Panevėžio m.,„Drąsos kelias“ politinė partija,lietuvė ,57,"rusų, anglų",Ne ,Neturiu 
Aukštaitijos,1963-11-25,ištekėjusi,Ne ,"Panevėžio rajono savivaldybės administracijos Socialinės paramos skyrius,socialinė darbuotoja darbui su neįgaliaisiais",DALIA    GRIGALIŪNIENĖ,Panevėžys,Aukštasis;Šiaulių universitetas;Socialinė pedagogika;2004;Spec. vidurinis;Tytuvėnų žemės ūkio technikumas;Agronomija;1983,"muzika, mezgimas, kelionės, kinologija",Lapkasių k. Šiaulių r.,Partija Tvarka ir teisingumas,lietuvis ,71,rusų,Ne ,Neturiu 
Aukštaitijos,1966-10-07,vedęs,Ne ,"Panevėžio r. Naujamiesčio vidurinė mokykla,dailės technologijų, braižybos mokytojas",DALIUS    DIRSĖ,Naujamiesčio k.,Aukštasis;Šiaulių pedagoginis universitetas;mokytojas;1993,"kelionės, sportas, kultūra",Panevėžys,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,38,"rusų, anglų, vokiečių",Ne ,Neturiu 
Aukštaitijos,1960-09-09,vedęs,Ne ,"-,-",ALGIMANTAS    BIRBILAS,Vilnius,Aukštasis;VU;žurnalistika;1986,"filosofija, istorija, poezija, bitininkystė, šachmatai, kaškės, krepšinis","Raguva, Panevėžio rajonas",Išsikėlė pats,lietuvis ,32,"rusų, anglų",Ne ,Neturiu 
Aukštaitijos,1982-10-22,netekėjusi,Ne ,"iį Jurgitos Jankauskienės Šeimos Gydytojų Centras,Bendrosios praktikos slaugytoja",JOLITA    BAGOČIŪTĖ,Šiauliai,Aukštesnysis neuniversitetinis;Šiaulių kolegija sveikatos fakultetas;bendrosios praktikos slaugytoja;2005,domėjimąsis naujomis medicinos technologijomis,Šiauliai,Demokratinė darbo ir vienybės partija,lietuvė ,91,"rusų, anglų",Ne ,Neturiu 
Marijampolės,1962-03-08,vedęs,Ne ,"Lietuvos Respublikos Seimas,Lietuvos Respublikos Seimo narys",ARVYDAS    VIDŽIŪNAS,Vilnius,"Aukštasis universitetinis;Vilniaus universiteto Filologijos fakultetas;Lietuvių kalbos ir literatūros dėstytojas;1985;Vidurinis;Šakių Z.Angariečio vidurinėje mokykloje (dabar-Šakių ,,Žiburio"" gimnazija);----------------------;1980",Knygos ir sportas,Šakių rajono Valenčiūnų kaimas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,16,"vokiečių, rusų",Ne ,Neturiu 
Marijampolės,1983-12-11,ištekėjusi,Ne ,"Marijampolės ""Šaltinio"" pagrindinė mokykla,anglų kalbos mokytoja",GINTARĖ    VALSKIENĖ,Marijampolė,"Bakalauras;Šiaulių universitetas;Anglų k. filologija;2008;Aukštasis;Marijampolės kolegija;Mokytojo profesinė kvalifikacija;2006;Vidurinis;Marijampolės 'Ryto"" vidurinė mokykla;-;2002","knygų skaitymas, kelionės, aktyvus sportas",Marijampolė,Lietuvos pensininkų partija,lietuvė ,,"anglų, rusų",Ne ,Neturiu 
Marijampolės,1975-06-03,našlė,Ne ,"UAB G4S,KASININKĖ",DAIVA    VAIDELIENĖ,Kaunas,Aukštesnysis;Verslo mokykla prie VDU;Verslas ir informatika;1993,"Žvejyba, skaitymas","Armoniškių km., Ringaudų sen., Kauno raj.",Respublikonų partija,lietuvė ,62,"rusų, anglų",Ne ,Neturiu 
Marijampolės,1961-06-12,vedęs,Ne ,"Marijampolės savivaldybė,Mero pavaduotojas",GINTAUTAS    STANKEVIČIUS,Marijampolė,Aukštasis magistrinis;Vytauto Didžiojo universitetas;socialinio darbo magistras;2006;Aukštasis;Lietuvos žemės ūkio akademija;ekonomistas-darbų organizatorius;1988;Aukštesnysis;Kapsuko TŪT;mechanikas;1980,"žvejyba, sportas, psichologija",Marijampolės miestas,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,34,"rusų, anglų",Ne ,Neturiu 
Marijampolės,1960-02-29,vedęs,Ne ,"LR Seimas,Seimo narys",JONAS    RAMONAS,Kaunas,Aukštasis;Lietuvos žemės ūkio akademija;Mokslinis agronomas;1989;Vidurinis;Telšių raj. Janapolės vidurinė m-kla;Nenurodė;1978;Pradinis;Telšių raj. Bargzdžių pradinė m-kla;Nenurodė;1971,"skaitymas, sportas","Milvydiškių km., Varnių sen., Telšių raj.",„Drąsos kelias“ politinė partija,lietuvis ,22,"rusų, vokiečių",Taip ,Neturiu 
Marijampolės,1953-03-27,vedęs,Ne ,"Lietuvos Respublikos Seimas,Seimo narys",ALBINAS    MITRULEVIČIUS,Triobiškių k.,"Aukštasis ""mokslinis agronomas"";Lietuvos žemės ūkio akademija;Mokslinis agronomas;1985","Gamta, meninis fotografavimas, žvejyba, medžioklė","Prienų rajonas, Jiestrakio kaimas",Lietuvos socialdemokratų partija,lietuvis ,37,rusų,Ne ,Neturiu 
Marijampolės,1982-04-28,nevedęs,Ne ,"Lietuvos sveikatos moklsų universitetas,Karjeros centro vadovas",KĘSTUTIS    MAŽEIKA,Marijampolė,Aukštasis universitetinis;Lietuvos veterinarijso akademija;veterinarijos gydytojas;2006,"Domiuosi politika, kelionėmis, sportu, kinu",Marijampolė,Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,43,"anglų, rusų, vokiečių",Ne ,Neturiu 
Marijampolės,1958-08-13,vedęs,Ne ,"Marijampolės savivadybės administracija, Architektūros ir investicijų departamento,Direktorius - vyriausiasis architektas",ARŪNAS    LUKOŠEVIČIUS,Marijampolė,Aukštasis;Vilniaus inžinerinis statybos inztitutas;Architektas;1981,"Medžioklė, žūklė, slidinėjimas",Šiauliai,Darbo partija,lietuvis ,84,"anglų, rusų, lenkų",Ne ,Neturiu 
Marijampolės,1954-12-16,vedęs,Ne ,"Marijampolės sporto centras ""Sūduva"",treneris",ALVYDAS    KIRKLIAUSKAS,Marijampolė,Aukštasis;Lietuvos veterinarijos akademija;zooinžinierius;1977,sportas,"Geležūnų km., Prienų rajonas",Krikščionių partija,lietuvis ,18,rusų,Ne ,Neturiu 
Marijampolės,1983-08-21,vedęs,Ne ,"Lietuvos Respublikos Seimo kanceliarija,Liberalų ir centro sąjungos frakcijos referentas, Seimo nario Algio Čapliko padėjėjas, Seimo nario Jono Liesio padėjėjas",TOMAS    KARUŽAS,Elektrėnai,"Aukštasis magistrinis;VU, teisės fakultetas;Teisė;2009;aukštasis universitetinis bakalauras;VU, tarptautinė verslo mokykla;vadybos ir verslo administravimas;2006",-,1983 m. 08mėn 21 d.,Liberalų ir centro sąjunga,lietuvis ,34,"anglų, vokiečių, rusų",Ne ,Neturiu 
Marijampolės,1962-07-03,vedęs,Ne ,"TŪB „Repulsus“,bendrasavininkis",ROLANDAS    JONIKAITIS,Padovinio k.,Aukštasis;Lietuvos veterinarijos akademija;Veterinarijos gydytojas;1985;Vidurinė mokykla;Pagėgių vidurinė mokykla;nenurodė;1980,,"Pagėgių miestelyje, Šilutės rajone",Partija Tvarka ir teisingumas,lietuvis ,21,rusų,Ne ,Neturiu 
Marijampolės,1977-09-13,išsituokusi,Ne ,"Bedarbė,",AISTĖ    BAUTRĖNAITĖ,Marijampolė,"Aukštasis magistrinis;Kauno technologijų universitetas;Vadyba ir verslo administravimas. Įmonių valdymas.;2009;aukštasis universitetinis bakalauras;Vilniaus universitetas;Ekonomika;2007;Aukštesnysis;Marijampolės aukštesnioji žemės ūkio mokykla;Buhalterija, ekonomika, finansai;1999","Bendravimas su žmonėmis, psichologija, literatūra, kelionės",Kalvarija,Demokratinė darbo ir vienybės partija,lietuvė ,21,"vokiečių, anglų, rusų, lenkų",Ne ,Neturiu 
Marijampolės,1953-12-14,vedęs,Ne ,"VšĮ Marijampolės ligoninė,gydytojas ortopedas traumatologas",GEDIMINAS    AKELAITIS,Igliaukos k.,Aukštasis;Kauno medicinos institutas;gydytojas;1978,,Kazlų Rūda,Lietuvos socialdemokratų sąjunga,lietuvis ,28,"rusų, vokiečių",Ne ,Neturiu 
Alytaus,1955-10-21,našlys,Ne ,"Alytaus dailiųjų amatų mokykla,direktorius",ARVYDAS    ŠVIRMICKAS,Alytus,Aukštasis;Vilniaus dailės institutas;Tapytojas-pedagogas;1984,dailė,Alytus,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,47,"rusų, lenkų, vokiečių pagrindai",Ne ,Neturiu 
Alytaus,1953-08-13,išsiskyręs,Ne ,"UAB Oro balionai,",GINTARAS    ŠURKUS,Alytus,Aukštasis;Kauno medicinos institutas;Gydytojas;1978,laisvojo aerostato pilotas,Kaunas,Partija Tvarka ir teisingumas,lietuvis ,138,"rusų, anglų, lenkų",Taip ,Neturiu 
Alytaus,1962-06-24,ištekėjusi,Ne ,"VĮ Alytaus verslo konsultacinis centras,direktorė",ALGIMANTA    ŠČIGLINSKIENĖ,Alytus,Sertifikatas;National Agency for Enterprise and Housing under the Danish Federation of Small and Medium sized Enterprises;eksporto konsultantas;2003;Aukštasis;Vilniaus pedagoginis institutas;chemija-biologija;1985,"kelionės,filmai,knygos",Šakių raj.,Lietuvos žmonių partija,lietuvė ,13,"rusų, anglų",Ne ,Neturiu 
Alytaus,1955-03-19,vedęs,Ne ,"UAB „Alytaus šilumos tinklai“, vyriausiasis inžinierius",JUOZAS    SKESTENIS,Alytus,Magistratūra;Kauno technologijos universitetas;Vadybos magistras;2002;Aukštasis;Kauno politechnikos institutas;Inžinierius – elektrikas;1983;Aukštesnysis;Šiaulių K. Didžiulio politechnikumas;Technikas – elektrikas;1974,"sportas, žvejyba","Radviliškio rajonas, Šeduvos miestas",Išsikėlė pats,lietuvis ,,"rusų, anglų",Ne ,Neturiu 
Alytaus,1958-04-01,vedęs,Ne ,"Lietuvos Respublikos Seimas,Seimo narys, Teisės ir teisėtvarkos komiteto pirmininko pavaduotojas",JULIUS    SABATAUSKAS,Alytus,Aukštasis;Teisės universitetas( dabar M.Romerio universitetas);Teisė ir valdymas(magistras);2003;Aukštasis;Teisės universitetas(dabar M.Romerio universitetas;Teisė ir valdymas(bakalauras);2002;Aukštasis;KPI;Automatizuotos valdymo sistemos;1981,,"Syktyvkaras, Komi rRespublika, Rusija",Lietuvos socialdemokratų partija,lietuvis ,11,,Ne ,Neturiu 
Alytaus,1948-12-14,išsituokusi,Ne ,"Lietuvos Respublikos Seimas,Lietuvos Respublikos Seimo narė",AUKSUTĖ    RAMANAUSKAITĖ-SKOKAUSKIENĖ,Kaunas,Aukštasis;Kauno politechnikos institutas (dabar – Kauno Technologijos universitetas);inžinierė-statybininkė;1973,"Lietuvos istorija, Lietuvos laisvės kovų paveldo puoselėjimas ir sklaida, kelionės, teatras, plaukimas",Vilnius,Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvė ,24,,Ne ,Neturiu 
Alytaus,1958-05-02,vedęs,Ne ,"-,-",LINAS    PETRONIS,Bendorių k.,Aukštasis;Leningrado priešlėktuvinės gynybos aukštoji karo politinė mokykla;kariškis;1980;Vidurinis;Utenos 2 vidurinė mokykla;1976,"sportas, žvejyba",Leliūnų km. Utenos raj.,„Drąsos kelias“ politinė partija,lietuvis ,30,rusų,Ne ,Neturiu 
Alytaus,1986-04-05,nevedęs,Ne ,"Všį ""Naisių vasaros teatras"",",REMIGIJUS    PELENIS,Balsių k.,Aukštasis;Šiaulių Universitetas;Aktorius;2009,"kelionės, knygos, muzika","Balsių k., Klovainių sen., Pakruojo r. sav.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,117,"rusų, anglų",Ne ,Neturiu 
Alytaus,1951-08-28,išsituokusi,Ne ,"Daugiabučių namų bendrijos,Administratorė",REGINA    MILIAUSKIENĖ,Alytus,Spec. vidurinis;Kauno politechnikos technikumas;Statybos technikė;1972,Sodininkystė,Alytaus raj.,Respublikonų partija,lietuvė ,19,"rusų, vokiečių",Ne ,Neturiu 
Alytaus,1958-08-01,ištekėjusi,Ne ,"Alytaus miesto savivaldybė,mero pavaduotoja",NIJOLĖ    MAKŠTUTIENĖ,Alytus,Universitetinis;Vilniaus pedagoginis institutas;Chemijos-biologijos mokytoja;1982,"kalnų slidinėjimas, kelionės",Tauragė,Liberalų ir centro sąjunga,lietuvė ,29,"rusų, anglų",Ne ,Neturiu 
Alytaus,1986-04-25,vedęs,Ne ,"UAB ""Personalo valdymas"",Pardavimo projektų vadovas",JONAS    KUKLYS,Alytus,Teisės bakalauras;Mykolo Romerio universitetas;Teisininkas;2010,Aktyvus laisvalaikis,Alytus,Politinė partija „Sąjunga Taip“,lietuvis ,67,"anglų, rusų",Ne ,Neturiu 
Alytaus,1961-02-20,vedęs,Ne ,"Alytaus apskrities.S.Kudirkos ligoninė,Gydytojas",ALBINAS    KRUŠINSKAS,Alytus,Aukštasis universitetinis;Kauno medicinos institutas;Gydytojas;1985,"Muzika, kelionės, domėjimasis politika, ekonomika",Garliava,Tautos vienybės sąjunga,lietuvis ,59,rusų,Ne ,Neturiu 
Alytaus,1957-06-13,ištekėjusi,Ne ,"Alytaus Likiškėlių pagrindinė mokykla,direktoriaus pavaduotoja ugdymui",STASĖ    KASPARAVIČIENĖ,Alytus,Aukštasis;VU;Lietuvių filologija;1996;Aukštasis;Vilniaus valstybinis V. Kapsuko univeristetas;Rusų kalbos ir literatūros filologijos dėstytoja;1985,"kelionės, skaitymas, domėjimasis gamta, gyvūnais","Prienų rajonas, Birštono apylinkė",Krikščionių partija,lietuvė ,22,"rusų, lenkų",Ne ,Neturiu 
Alytaus,1960-01-31,vedęs,Ne ,"Lietuvos Respublikos Seimas,Seimo narys",KĘSTUTIS    DAUKŠYS,Vilnius,Aukštasis;Vilniaus valstybinis universitetas;Ekonomistas;1983,"Klasikinė muzika, lieteratūra, žvejyba, medžiai",Alytus,Darbo partija,lietuvis ,10,"anglų, rusų, lenkų",Ne ,Neturiu 
Gargždų,1978-02-21,vedęs,Ne ,"UAB ""VELMA"",direktoriaus pavaduotojas plėtrai",AIVARAS    VASYLIUS,Radailių k.,Aukštasis;Klaipėdos universitetas;Vadyba ir verslo adminstravimas;2011;Spec. vidurinis;Klaipėdos statybininkų mokykla;Stalius;1997,"skaitymas, kelionės, sportas, žvejyba, visuomeninė veikla",Klaipėda,Liberalų ir centro sąjunga,lietuvis ,78,"rusų, vokiečių, anglų",Ne ,Neturiu 
Gargždų,1952-05-16,vedęs,Ne ,"LR Seimas,Seimo nario padėjėjas - sekretorius",ANTANAS    VALYS,Vilnius,Aukštasis;Vilniaus universitetas;ekonomistas;1974,"kelionės, krepšinis",Kretinga,Lietuvos socialdemokratų partija,lietuvis ,19,"rusų, prancūzų, anglų pagrindai",Ne ,Neturiu 
Gargždų,1978-04-22,ištekėjusi,Ne ,"Socialinių mokslų kolegija,Lektorė",ANDŽELA    ŠAKINIENĖ,Jonušų k.,Aukštasis;Mykolo Romerio universitetas;Teisė;2009,"Sportas, menas, žirgai","Švenčionėliai, Švenčionių rajonas",Darbo partija,lietuvė ,35,"lenkų, rusų, vokiečių, anglų",Taip ,Neturiu 
Gargždų,1962-01-31,ištekėjusi,Ne ,"BĮ Klaipėdos miesto socialinės paramos centras,Direktorė",DIANA    STANKAITIENĖ,Margių k.,Aukštasis magistrinis;Vilniaus universitetas;Socialinio darbo magistras;2001;Aukštasis;Vilniaus universitetas;Socialinis darbuotojas;2000;Aukštasis;Kauno politechnikos institutas;Natūralių ir cheminių pluoštų verpimo inžinierius-technologas;1985,"Knygos, folkloras, kelionės.",Tauragė,Lietuvos Respublikos liberalų sąjūdis,vokietė ,39,"anglų, rusų",Ne ,Neturiu 
Gargždų,1967-04-29,vedęs,Ne ,"Klaipėdos universitetas,doktorantas, edukologijos katedros asistentas",EGIDIJUS    SKARBALIUS,Kunkių k.,Aukštasis;Klaipėdos universitetas;Kultūros ir švietimo darbo organizavimas;1990,"Liaudies muzika, sportas, joga, kulinarija",Klaipėda,„Drąsos kelias“ politinė partija,žemaitis ,59,"anglų, rusų",Ne ,Neturiu 
Gargždų,1959-03-25,ištekėjusi,Ne ,"UAB AUDITO GAIRĖS,DIREKTORĖ",LORETA    RUPEIKIENĖ,Kretingalės sen.,Aukštasis magistrinis;KU;švietimo vadyba;2004;Aukštasis;KU;pedagogas;2000;Aukštasis magistrinis;VU;ekonomistas;1982,"knygos, tyriamieji darbai, kalnų sportas",Anykščiai,Politinė partija „Sąjunga Taip“, ,53,"anglų, rusų, lenkų",Ne ,Neturiu 
Gargždų,1971-09-23,nevedęs,Ne ,"-,-",MINDAUGAS    KRENCIUS,Gargždai,Aukštasis universitetinis;Klaipėdos universitetas;Istorikas;2012,"istorija, knygų skaitymas, pažintinės kelionės",Klaipėda,Lietuvos centro partija,lietuvis ,27,"vokiečių, rusų",Ne ,Neturiu 
Gargždų,1968-05-10,ištekėjusi,Ne ,"Klaipėdos rajono savivaldybės Kontrolės ir audito tarnyba, kontrolierės pavaduotoja",NIJOLĖ    KATKIENĖ,Gargždai,Universitetinis;Kaliningrado Valstybinis technikos universitetas;Ekonomika;2006;Aukštesnysis;Plungės statybos technikumas;Pramonės ir civilinė statyba;1987,"knygos, kelionės, istorija, rankdarbiai","Gargždai, Klaipėdos rajonas",Išsikėlė pats,lietuvė ,,"rusų, anglų",Ne ,Neturiu 
Gargždų,1945-02-18,vedęs,Ne ,"pensininkas,-",ANTANAS    JASAS,Rudaičių k.,Aukštasis;VVU;Inžinierius-geologas;1968,"jojimas, medžioklė, sodininkavimas, bitininkavimas",Plungė,Krikščionių partija,lietuvis ,17,"rusų, anglų",Ne ,Neturiu 
Gargždų,1958-10-28,nenurodė,Ne ,",",PETRAS    GRAŽULIS,Vilnius,,,,Partija Tvarka ir teisingumas, ,11,lietuvių,Ne ,Neturiu 
Gargždų,1982-01-29,netekėjusi,Ne ,"Lietuvos Respublikos Seimas,LR seimo narė",AGNĖ    BILOTAITĖ,Klaipėda,Teisės magistras;Mykolo Riomerio universitetas;Teisė ir valdymas;2012;Bakalauras;Klaipėdos universitetas;Politikos mokslai;2006,"knygos, sportas, naminės duonos kepimas, domiuosi mūsų ir kitų kraštų tradicijomis bei papročiais",Klaipėda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvė ,3,"vokiečių, anglų, rusų",Ne ,Neturiu 
Gargždų,1982-02-15,vedęs,Ne ,"Uždaroji Akcinė Bendrovė Gargždų Agrochemija , Žemės Ūkio Bendrovė Klaipėdos Agrocentras,direktorius",RENATAS    BERNIKAS,Klaipėda,Aukštasis;Lietuvos Žemės Ūkio Universitetas;agronomija;2008,"krepšinis ,dainavimas","Tauragės rajonas,Skaudvilės seniūnija, Šidagių kaimas",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,127,"rusų, anglų",Ne ,Neturiu 
Šilutės - Pagėgių,1963-01-28,vedęs,Ne ,"UAB ""Sauliaus transporto sistemos"",Valdybos pirmininkas",SAULIUS    STANKEVIČIUS,Šilutė,Aukštasis;Klaipėdos universitetas;Vadybos meistas;2006;Aukštasis;Kauno technologijos universitetas;Radio inžinierius;2004,"Atvirukų kolekcionavimas, fotografija, tenisas, motociklai, nardymas, žvejyba","Vilkija, Kauno raj.",Darbo partija,lietuvis ,46,"rusų, anglų, vokiečių",Ne ,Neturiu 
Šilutės - Pagėgių,1960-11-17,vedęs,Ne ,"UAB ""AS Double Invest"",Vilniaus padalinio vadovas",ARTŪRAS    SKARDŽIUS,Vilnius,Aukštasis;Vilniaus inžinerinis statybos institutas (dabar - Vilniaus Gedimino technikos universitetas);Inžinierius ekonomistas;1986,"Sportas, kelionės, filosofinė literatūra",Kupiškio raj. Subačiaus miestelis,Lietuvos socialdemokratų partija,lietuvis ,84,"anglų, rusų",Ne ,Neturiu 
Šilutės - Pagėgių,1962-08-23,vedęs,Ne ,"UAB ""BERA LT"",Direktorius",RAIMONDAS    PLIKŠNYS,Pakalnės k.,"Aukštasis;Šilulių universitetas;Dailės, braižybosir darbų mokytojas;1985","Kelionės, medžioklė",Šilutė,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,91,,Ne ,Neturiu 
Šilutės - Pagėgių,1960-11-05,vedęs,Ne ,"LR Žemės ūkio rūmai,vicepirmininkas",BRONIUS    MARKAUSKAS,Trušelių k.,Aukštasis;Kauno Politechnikos institutas;inžinierius-elektrikas;1985,"kelionės, žveyjba","Triušelių km., Klaipėdos raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvis ,15,"anglų, rusų",Taip ,Neturiu 
Šilutės - Pagėgių,1973-01-21,vedęs,Ne ,"Lietuvos olimpinis sporto centras,sportininkas",EDVINAS    KRUNGOLCAS,Vilnius,Aukštasis;M.Romerio universitetas;teisė;2002,"sportas, kelionės","Vilnius, Lietuva",Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,51,"rusų, anglų",Ne ,Neturiu 
Šilutės - Pagėgių,1963-10-22,našlys,Ne ,"Lietuvos Respublikos Seimas,Seimo narys",KĘSTAS    KOMSKIS,Žukų k.,Aukštasis;Kaliningrado valstybinis technikos universitetas;Vadyba;2004;Aukštesnysis;Klaipėdos politechnikumas;Technikas;1983,"literatūra, gamta","Sodėnų kaimas, Šilutės rajonas",Partija Tvarka ir teisingumas,lietuvis ,3,rusų,Ne ,Neturiu 
Šilutės - Pagėgių,1976-09-25,vedęs,Ne ,"-,-",SAULIUS    JUODZEVIČIUS,Šilutė,Aukštasis;Klaipėdos universitetas;Vadybos ir verslo administravimo bakalauro kvalifikacinis laipsnis;2007,-,Šilutė,„Drąsos kelias“ politinė partija,lietuvis ,27,"rusų, anglų",Ne ,Neturiu 
Šilutės - Pagėgių,1974-02-09,gyvena kartu nesusituokę,Ne ,"bedarbis,-",DONATAS    JANČARAS,Pagėgiai,Vidurinis;Pagėgių vidurinė mokykla;-;2005,"žurnalistika, flimavimas",Pagėgiai,Tautininkų sąjunga,lietuvis ,97,"anglų, rusų",Ne ,Neturiu 
Šilutės - Pagėgių,1967-01-27,vedęs,Ne ,"Šilutės rajono savivaldybės taryba,narys",ARVYDAS    JAKAS,Šilutė,Aukštasis;Vilniaus Universitetas;prekybos ekonomika;1991,"sportas, kelionės, žūklė.",Šilutės miestas,Politinė partija „Sąjunga Taip“,lietuvis ,15,"rusų, anglų",Ne ,Neturiu 
Šilalės - Šilutės,1951-10-02,išsiskyręs,Ne ,"nedirbantis,-",JONAS    ZAJANČKAUSKAS,Dovainonių k.,Aukštasis;Kūno kultūros institutas;Fizinio lavinimo mokytojas-treneris;1973,"sportas, turizmas, knygų skaitymas, istorija, kovos menai","Baltarusija, Gardino sritis, Ostroveco raj. Gervėčių kaimas",„Drąsos kelias“ politinė partija,lietuvis ,82,"rusų, lenkų",Ne ,Neturiu 
Šilalės - Šilutės,1953-11-20,vedęs,Ne ,"UAB ""VISGA"",direktorius",KĘSTUTIS    VILNIŠKIS,Žemaičių Naumiestis,Aukštasis;Vilniaus valstybinis universitetas;Darbo ekonomika;1983,-,"Žemaičių Naumiestis, Šilutės r.",Liberalų ir centro sąjunga,lietuvis ,85,rusų,Ne ,Neturiu 
Šilalės - Šilutės,1965-01-07,vedęs,Ne ,",Ūkininkas",ARTŪRAS    KILTINAVIČIUS,Šilalė,"Spec. vidurinis;Klaipėdos laivų statyklos ""Baltija"" mokykla;Metalinių laivų korpusų surinkėjas;1984","kolekcionuoju senovines monetas, knygas, mėgstu žvejoti","Kadžygos kaimas, Šilalės rajonas",Lietuvos Respublikos liberalų sąjūdis,lietuvis ,103,rusų,Ne ,Neturiu 
Šilalės - Šilutės,1958-02-16,vedęs,Ne ,",Ūkininkas",VITAS    JAŠKAUSKAS,Girdiškės k.,Aukštasis;LŽŪA;Agronomas;1982;Aukštasis;Kapsuko TŪT;Agronomas;1977,"Žvejyba, medžioklė, turizmas, kelionės","Vaitiškių k., Marijampolės raj. sav.",Darbo partija,lietuvis ,87,rusų,Ne ,Neturiu 
Šilalės - Šilutės,1960-03-31,ištekėjusi,Ne ,"Šilalės rajono partnerystės vietos veiklos grupė,Strategijos projekto vadovė",TERESĖ    JANKAUSKIENĖ,Šilalė,Magistro laipsnis;Kauno technologijos universitetas;Viešasis administravimas;2012;Bakalauro laipsnis;Klaipėdos universitetas;Edukologija;2009;Vidurinis;Žvingių vid. mokykla;-;1998,"gėlių auginimas, sportas","Spraudaičių km., Pajūrio apyl., Šilalės raj.",Lietuvos valstiečių ir žaliųjų sąjunga,lietuvė ,79,rusų,Ne ,Neturiu 
