kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Apolinaras NICIUS,Akmenės - Joniškio (Nr.39) vienmandatė apygarda,8.47%,7.99%,994,187
Antanas ŠIDLAUSKAS,Akmenės - Joniškio (Nr.39) vienmandatė apygarda,5.85%,5.52%,616,200
Klemas INTA,Akmenės - Joniškio (Nr.39) vienmandatė apygarda,4.51%,4.25%,486,142
Jonas JURKUS,Mažeikių (Nr.38) vienmandatė apygarda,24.21%,23.16%,3163,427
Romas VENCLOVAS,Mažeikių (Nr.38) vienmandatė apygarda,21.33%,20.41%,2854,309
Saulius ŠIURYS,Mažeikių (Nr.38) vienmandatė apygarda,11.97%,11.45%,1609,166
Vilhelmas DŽIUGELIS,Mažeikių (Nr.38) vienmandatė apygarda,11.29%,10.80%,1461,213
Rimantas GRICIUS,Mažeikių (Nr.38) vienmandatė apygarda,7.88%,7.53%,976,192
Stasė ČUPKOVIENĖ,Mažeikių (Nr.38) vienmandatė apygarda,6.02%,5.75%,796,96
Gintaras BERENIS,Mažeikių (Nr.38) vienmandatė apygarda,5.33%,5.10%,718,72
Klemas SOBUTAS,Mažeikių (Nr.38) vienmandatė apygarda,4.61%,4.41%,586,97
Danutė MARGELIENĖ,Mažeikių (Nr.38) vienmandatė apygarda,3.86%,3.70%,509,64
Arvydas AKSTINAVIČIUS,Mažeikių (Nr.38) vienmandatė apygarda,3.51%,3.35%,458,62
Audronė PITRĖNIENĖ,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,24.83%,23.44%,2462,829
Juozas TUMOSAS,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,13.78%,13.01%,1503,324
Leonas MITKUS,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,13.64%,12.88%,1272,536
Raimundas LATAKAS,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,11.37%,10.73%,1003,504
Edvardas KAREČKA,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,10.52%,9.94%,1040,355
Kęstutis KNIUIPYS,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,9.04%,8.53%,933,265
Levutė STANIUVIENĖ,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,7.56%,7.14%,704,298
Vidmantas DONIELA,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,7.30%,6.90%,760,208
Andrius AŠMONTAS,Skuodo  - Mažeikių (Nr.37) vienmandatė apygarda,1.95%,1.84%,187,72
Virginijus DOMARKAS,Kretingos (Nr.36) vienmandatė apygarda,23.48%,22.28%,2793,504
Egidijus KLUMBYS,Kretingos (Nr.36) vienmandatė apygarda,22.57%,21.43%,2636,534
Janė NARVILIENĖ,Kretingos (Nr.36) vienmandatė apygarda,12.89%,12.23%,1569,241
Gintautas KNIUKŠTA,Kretingos (Nr.36) vienmandatė apygarda,12.37%,11.74%,1432,305
Vytautas KARALIŪNAS,Kretingos (Nr.36) vienmandatė apygarda,12.20%,11.58%,1456,258
Valerija ŽALIENĖ,Kretingos (Nr.36) vienmandatė apygarda,9.41%,8.93%,1111,210
Juozas PELIONIS,Kretingos (Nr.36) vienmandatė apygarda,7.08%,6.73%,799,196
Jonas JAGMINAS,Plungės - Rietavo (Nr.35) vienmandatė apygarda,27.48%,26.25%,4157,812
Vitas KLIMAS,Plungės - Rietavo (Nr.35) vienmandatė apygarda,19.38%,18.51%,2973,531
Audrius KLIŠONIS,Plungės - Rietavo (Nr.35) vienmandatė apygarda,16.54%,15.80%,2578,413
Gediminas JAUNIUS,Plungės - Rietavo (Nr.35) vienmandatė apygarda,13.02%,12.44%,1966,388
Visvaldas NEKRAŠAS,Plungės - Rietavo (Nr.35) vienmandatė apygarda,7.65%,7.31%,1074,310
Algirdas KURCIKEVIČIUS,Plungės - Rietavo (Nr.35) vienmandatė apygarda,6.67%,6.38%,1022,185
Andriejus STANČIKAS,Plungės - Rietavo (Nr.35) vienmandatė apygarda,5.67%,5.42%,871,154
Paulius SAUDARGAS,Plungės - Rietavo (Nr.35) vienmandatė apygarda,3.60%,3.44%,478,173
Vaclovas KARBAUSKIS,Tauragės (Nr.34) vienmandatė apygarda,21.08%,19.92%,2365,571
Edmundas ŠIMKUS,Tauragės (Nr.34) vienmandatė apygarda,19.32%,18.26%,2260,431
Arūnas GENDROLIUS,Tauragės (Nr.34) vienmandatė apygarda,16.43%,15.52%,1920,368
Darius BREDELIS,Tauragės (Nr.34) vienmandatė apygarda,14.62%,13.81%,1564,472
Egidijus SKARBALIUS,Tauragės (Nr.34) vienmandatė apygarda,9.86%,9.31%,1174,199
Kęstutis BALAŠAITIS,Tauragės (Nr.34) vienmandatė apygarda,9.57%,9.04%,1044,289
Antanas SKARBALIUS,Tauragės (Nr.34) vienmandatė apygarda,4.75%,4.49%,510,152
Saulius OŽELIS,Tauragės (Nr.34) vienmandatė apygarda,4.35%,4.11%,501,105
Vytautas KAMBLEVIČIUS,Šilalės - Šilutės (Nr.33) vienmandatė apygarda,15.37%,14.84%,1912,369
Arvydas ANUŠAUSKAS,Šilalės - Šilutės (Nr.33) vienmandatė apygarda,13.20%,12.75%,1530,429
Stefanija PETKIENĖ,Šilalės - Šilutės (Nr.33) vienmandatė apygarda,3.97%,3.84%,474,116
Vidas PREIKŠAITIS,Šilalės - Šilutės (Nr.33) vienmandatė apygarda,3.03%,2.93%,373,77
Audrius ENDZINAS,Šilutės - Pagėgių (Nr.32) vienmandatė apygarda,28.78%,26.53%,3746,473
Georgijus ČVANOVAS,Šilutės - Pagėgių (Nr.32) vienmandatė apygarda,20.04%,18.47%,2505,433
Vaidas PLIUSNIS,Šilutės - Pagėgių (Nr.32) vienmandatė apygarda,17.74%,16.35%,1676,925
Henrikas ŽUKAUSKAS,Šilutės - Pagėgių (Nr.32) vienmandatė apygarda,11.75%,10.83%,1359,363
Genovaitė KIMBRIENĖ,Šilutės - Pagėgių (Nr.32) vienmandatė apygarda,10.87%,10.02%,1279,314
Virginijus MARTIŠAUSKAS,Šilutės - Pagėgių (Nr.32) vienmandatė apygarda,10.81%,9.97%,1247,338
Petras GRAŽULIS,Gargždų (Nr.31) vienmandatė apygarda,48.42%,46.09%,5605,1487
Aidas Feliksas PALUBINSKAS,Gargždų (Nr.31) vienmandatė apygarda,14.95%,14.23%,1868,322
Ričardas VAITIEKŪNAS,Gargždų (Nr.31) vienmandatė apygarda,13.57%,12.92%,1666,322
Bronius MARKAUSKAS,Gargždų (Nr.31) vienmandatė apygarda,7.71%,7.34%,958,171
Romualdas PATALAVIČIUS,Gargždų (Nr.31) vienmandatė apygarda,6.88%,6.55%,845,163
Valdemaras GRAŽYS,Gargždų (Nr.31) vienmandatė apygarda,5.66%,5.39%,704,125
Benediktas RUDGALVIS,Gargždų (Nr.31) vienmandatė apygarda,2.81%,2.68%,355,57
Julius SABATAUSKAS,Alytaus (Nr.30) vienmandatė apygarda,28.74%,27.45%,4532,448
Artūras SKARDŽIUS,Alytaus (Nr.30) vienmandatė apygarda,25.05%,23.93%,4009,332
Rimantas INTUKAS,Alytaus (Nr.30) vienmandatė apygarda,19.03%,18.17%,2881,416
Dobilas KURTINAITIS,Alytaus (Nr.30) vienmandatė apygarda,16.93%,16.17%,2605,328
Algirdas JASELIŪNAS,Alytaus (Nr.30) vienmandatė apygarda,4.06%,3.88%,638,66
Vitas LEONAVIČIUS,Alytaus (Nr.30) vienmandatė apygarda,2.86%,2.73%,460,35
Kęstutis SALICKAS,Alytaus (Nr.30) vienmandatė apygarda,1.66%,1.59%,264,24
Kostas ŽILINSKAS,Alytaus (Nr.30) vienmandatė apygarda,1.66%,1.59%,255,33
Algis RIMAS,Marijampolės (Nr.29) vienmandatė apygarda,24.48%,23.37%,3214,334
Rimvydas TURČINSKAS,Marijampolės (Nr.29) vienmandatė apygarda,20.15%,19.23%,2525,395
Petras RAGAUSKAS,Marijampolės (Nr.29) vienmandatė apygarda,15.46%,14.75%,1965,275
Kazys BOBELIS,Marijampolės (Nr.29) vienmandatė apygarda,13.82%,13.18%,1797,205
Algis ŽVALIAUSKAS,Marijampolės (Nr.29) vienmandatė apygarda,8.57%,8.18%,1158,84
Rolandas JONIKAITIS,Marijampolės (Nr.29) vienmandatė apygarda,7.55%,7.20%,1010,84
Gediminas AKELAITIS,Marijampolės (Nr.29) vienmandatė apygarda,5.44%,5.19%,706,82
Virgilijus ŽIBŪDA,Marijampolės (Nr.29) vienmandatė apygarda,4.53%,4.33%,580,77
Alfredas PEKELIŪNAS,Aukštaitijos (Nr.28) vienmandatė apygarda,37.19%,34.72%,5429,979
Jonas KATINAS,Aukštaitijos (Nr.28) vienmandatė apygarda,30.89%,28.84%,4467,856
Angelė PRANAITYTĖ,Aukštaitijos (Nr.28) vienmandatė apygarda,15.48%,14.45%,2100,568
Vaclovas KRIKŠČIŪNAS,Aukštaitijos (Nr.28) vienmandatė apygarda,11.32%,10.56%,1659,291
Romas KILTINAVIČIUS,Aukštaitijos (Nr.28) vienmandatė apygarda,5.12%,4.78%,779,103
Skirmantas PABEDINSKAS,Vakarinė (Nr.27) vienmandatė apygarda,32.14%,30.58%,5338,354
Gintaras ŠILEIKIS,Vakarinė (Nr.27) vienmandatė apygarda,18.53%,17.63%,2961,320
Stasys ŠEDBARAS,Vakarinė (Nr.27) vienmandatė apygarda,12.93%,12.30%,2079,210
Zita KUKURAITIENĖ,Vakarinė (Nr.27) vienmandatė apygarda,11.00%,10.46%,1772,176
Antanas BASKAS,Vakarinė (Nr.27) vienmandatė apygarda,6.18%,5.88%,1021,73
Aldona Marija MAŽYLIENĖ,Vakarinė (Nr.27) vienmandatė apygarda,5.86%,5.58%,949,89
Algirdas ŠAKALYS,Vakarinė (Nr.27) vienmandatė apygarda,5.49%,5.23%,898,75
Kastytis VAINAUSKAS,Vakarinė (Nr.27) vienmandatė apygarda,3.83%,3.64%,634,44
Giedrė GORIENĖ,Vakarinė (Nr.27) vienmandatė apygarda,3.10%,2.95%,519,30
Rimantas MAKRICKAS,Vakarinė (Nr.27) vienmandatė apygarda,0.94%,0.90%,152,15
Juozas BEČELIS,Nevėžio (Nr.26) vienmandatė apygarda,26.46%,24.91%,4127,452
Julius DAUTARTAS,Nevėžio (Nr.26) vienmandatė apygarda,23.07%,21.72%,3493,499
Povilas VADOPOLAS,Nevėžio (Nr.26) vienmandatė apygarda,13.07%,12.30%,2033,229
Danutė KRIŠČIŪNIENĖ,Nevėžio (Nr.26) vienmandatė apygarda,10.67%,10.04%,1575,271
Ramūnas VYŽINTAS,Nevėžio (Nr.26) vienmandatė apygarda,9.88%,9.30%,1539,171
Gema UMBRASIENĖ,Nevėžio (Nr.26) vienmandatė apygarda,9.72%,9.15%,1537,145
Stasys KARČINSKAS,Nevėžio (Nr.26) vienmandatė apygarda,5.96%,5.61%,960,72
Virginija PIKALAVIČIENĖ,Nevėžio (Nr.26) vienmandatė apygarda,1.18%,1.11%,180,24
Regina ŠIAURYTĖ,Dainų (Nr.25) vienmandatė apygarda,28.24%,26.28%,3694,264
Valerijus SIMULIK,Dainų (Nr.25) vienmandatė apygarda,26.86%,25.00%,3513,252
Laimontas DINIUS,Dainų (Nr.25) vienmandatė apygarda,16.96%,15.78%,2163,214
Valentinas MAZURONIS,Dainų (Nr.25) vienmandatė apygarda,14.02%,13.05%,1836,129
Stasys GRIGALIŪNAS,Dainų (Nr.25) vienmandatė apygarda,7.29%,6.79%,930,92
Arūnas GUMULIAUSKAS,Dainų (Nr.25) vienmandatė apygarda,2.72%,2.53%,343,38
Albina JACIKEVIČIENĖ,Dainų (Nr.25) vienmandatė apygarda,2.19%,2.04%,273,34
Žilvinas RAZMINAS,Dainų (Nr.25) vienmandatė apygarda,1.73%,1.61%,221,22
Rimantas BAŠYS,Saulės (Nr.24) vienmandatė apygarda,25.93%,24.00%,3177,516
Kazimieras ŠAVINIS,Saulės (Nr.24) vienmandatė apygarda,17.83%,16.50%,2329,210
Andrius ŠEDŽIUS,Saulės (Nr.24) vienmandatė apygarda,13.41%,12.41%,1715,195
Jonas BARTKUS,Saulės (Nr.24) vienmandatė apygarda,13.36%,12.36%,1662,240
Mindaugas MURZA,Saulės (Nr.24) vienmandatė apygarda,11.90%,11.01%,1547,147
Alfredas LANKAUSKAS,Saulės (Nr.24) vienmandatė apygarda,9.00%,8.32%,1125,156
Zenonas BUIVYDAS,Saulės (Nr.24) vienmandatė apygarda,8.57%,7.93%,1053,168
Edvardas ŽAKARIS,Aušros (Nr.23) vienmandatė apygarda,24.82%,23.07%,3300,303
Aidas GEDVILAS,Aušros (Nr.23) vienmandatė apygarda,23.69%,22.02%,3173,266
Birutė Marija PAPLAUSKIENĖ,Aušros (Nr.23) vienmandatė apygarda,17.75%,16.50%,2275,302
Vaclovas VINGRAS,Aušros (Nr.23) vienmandatė apygarda,12.21%,11.35%,1600,172
Evaldas LEMENTAUSKAS,Aušros (Nr.23) vienmandatė apygarda,10.55%,9.81%,1445,87
Janė VEIGNERIENĖ,Aušros (Nr.23) vienmandatė apygarda,5.38%,5.00%,690,91
Mindaugas KONČIUS,Aušros (Nr.23) vienmandatė apygarda,2.47%,2.30%,327,32
Snieguolė PASKIENĖ,Aušros (Nr.23) vienmandatė apygarda,2.39%,2.22%,318,29
Reimundas VARAPICKAS,Aušros (Nr.23) vienmandatė apygarda,0.73%,0.68%,95,11
Stasys MIKELIS,Pajūrio (Nr.22) vienmandatė apygarda,24.33%,22.92%,3525,430
Raimundas PALAITIS,Pajūrio (Nr.22) vienmandatė apygarda,21.45%,20.20%,3167,319
Rimas VALČIUKAS,Pajūrio (Nr.22) vienmandatė apygarda,14.85%,13.98%,2195,218
Petras GRECEVIČIUS,Pajūrio (Nr.22) vienmandatė apygarda,9.36%,8.82%,1325,197
Edvardas KANIAVA,Pajūrio (Nr.22) vienmandatė apygarda,8.74%,8.23%,1258,163
Ričardas KURPIUS,Pajūrio (Nr.22) vienmandatė apygarda,4.80%,4.52%,714,66
Ivan STASEVIČ,Pajūrio (Nr.22) vienmandatė apygarda,4.29%,4.04%,636,61
Rimantas MAČIULAITIS,Pajūrio (Nr.22) vienmandatė apygarda,4.01%,3.77%,573,78
Antanas JANUŠONIS,Pajūrio (Nr.22) vienmandatė apygarda,3.29%,3.10%,483,52
Romualdas VALANTINAS,Pajūrio (Nr.22) vienmandatė apygarda,2.34%,2.21%,330,51
Ulijana PETRAITIENĖ,Pajūrio (Nr.22) vienmandatė apygarda,1.16%,1.10%,173,16
Vytautas PIPIRAS,Pajūrio (Nr.22) vienmandatė apygarda,0.70%,0.65%,103,10
Jolanta ŽIUKIENĖ,Pajūrio (Nr.22) vienmandatė apygarda,0.68%,0.64%,96,15
Eligijus MASIULIS,Marių (Nr.21) vienmandatė apygarda,25.24%,23.65%,3134,276
Vaclav STANKEVIČ,Marių (Nr.21) vienmandatė apygarda,20.38%,19.09%,2618,135
Alfonsas BARGAILA,Marių (Nr.21) vienmandatė apygarda,19.52%,18.29%,2472,165
Irina ROZOVA,Marių (Nr.21) vienmandatė apygarda,7.79%,7.29%,991,61
Audronė LIESYTĖ,Marių (Nr.21) vienmandatė apygarda,5.82%,5.45%,723,63
Nikolajus VOROBJOVAS,Marių (Nr.21) vienmandatė apygarda,5.05%,4.73%,648,34
Edvardas ŠALKAUSKAS,Marių (Nr.21) vienmandatė apygarda,4.86%,4.56%,619,38
Justinas BURBA,Marių (Nr.21) vienmandatė apygarda,4.74%,4.44%,606,34
Deividas TUMOSA,Marių (Nr.21) vienmandatė apygarda,3.83%,3.59%,484,34
Vytautas ŠUSTAUSKAS,Marių (Nr.21) vienmandatė apygarda,2.77%,2.59%,353,21
Antanas BOSAS,Baltijos (Nr.20) vienmandatė apygarda,27.42%,25.49%,3857,333
Vytautas ČEPAS,Baltijos (Nr.20) vienmandatė apygarda,20.41%,18.97%,2872,247
Artūras VAZBYS,Baltijos (Nr.20) vienmandatė apygarda,15.78%,14.66%,2179,232
Tamara LOCHANKINA,Baltijos (Nr.20) vienmandatė apygarda,11.26%,10.46%,1601,119
Irena ŠIAULIENĖ,Baltijos (Nr.20) vienmandatė apygarda,9.21%,8.56%,1272,136
Vilius VIZBARAS,Baltijos (Nr.20) vienmandatė apygarda,8.28%,7.70%,1172,94
Jurgis UTOVKA,Baltijos (Nr.20) vienmandatė apygarda,1.88%,1.75%,265,22
Jonas ŽUKAS,Baltijos (Nr.20) vienmandatė apygarda,1.86%,1.73%,256,29
Tomas BALČIŪNAS,Baltijos (Nr.20) vienmandatė apygarda,1.52%,1.42%,210,23
Eugenija JANUKONIENĖ,Baltijos (Nr.20) vienmandatė apygarda,0.96%,0.89%,144,3
Antanas SKYRIUS,Baltijos (Nr.20) vienmandatė apygarda,0.79%,0.73%,112,8
Jurandas ALTUCHOVAS,Baltijos (Nr.20) vienmandatė apygarda,0.63%,0.58%,88,8
Ivanas ROMANOVAS,Danės (Nr.19) vienmandatė apygarda,20.14%,18.65%,3153,249
Vytautas GRUBLIAUSKAS,Danės (Nr.19) vienmandatė apygarda,19.69%,18.23%,3094,232
Valentinas GREIČIŪNAS,Danės (Nr.19) vienmandatė apygarda,18.74%,17.36%,2892,274
Naglis PUTEIKIS,Danės (Nr.19) vienmandatė apygarda,13.23%,12.25%,1956,279
Vytautas VALEVIČIUS,Danės (Nr.19) vienmandatė apygarda,7.26%,6.73%,1135,92
Aleksandr BARVENOV,Danės (Nr.19) vienmandatė apygarda,6.39%,5.91%,1021,58
Aldona STAPONKIENĖ,Danės (Nr.19) vienmandatė apygarda,6.17%,5.71%,950,92
Nerijus ČAPAS,Danės (Nr.19) vienmandatė apygarda,6.16%,5.70%,949,91
Aldevinas PŪKYS,Danės (Nr.19) vienmandatė apygarda,1.26%,1.17%,186,27
Rimantė VASILJEVA,Danės (Nr.19) vienmandatė apygarda,0.98%,0.90%,156,9
Saulius GIRDAUSKAS,Panemunės (Nr.18) vienmandatė apygarda,26.27%,24.49%,3616,508
Vida Marija ČIGRIEJIENĖ,Panemunės (Nr.18) vienmandatė apygarda,14.20%,13.23%,2035,194
Kazimieras KUZMINSKAS,Panemunės (Nr.18) vienmandatė apygarda,13.11%,12.23%,1820,239
Emanuelis ZINGERIS,Panemunės (Nr.18) vienmandatė apygarda,11.71%,10.92%,1646,193
Jūratė JUOZAITIENĖ,Panemunės (Nr.18) vienmandatė apygarda,10.61%,9.89%,1519,147
Romanas Algimantas SEDLICKAS,Panemunės (Nr.18) vienmandatė apygarda,10.57%,9.85%,1504,155
Feliksas Rimantas MARKUCKAS,Panemunės (Nr.18) vienmandatė apygarda,5.75%,5.36%,834,68
Kazimieras NAUSĖDA,Panemunės (Nr.18) vienmandatė apygarda,5.10%,4.75%,733,67
Valentina ALEKSANDROVA,Panemunės (Nr.18) vienmandatė apygarda,2.69%,2.51%,386,36
Kazys STARKEVIČIUS,Pramonės (Nr.17) vienmandatė apygarda,34.19%,31.79%,4577,488
Pranas PAŠKEVIČIUS,Pramonės (Nr.17) vienmandatė apygarda,19.47%,18.11%,2592,293
Violeta BOREIKIENĖ,Pramonės (Nr.17) vienmandatė apygarda,18.79%,17.47%,2580,204
Gintautas LABANAUSKAS,Pramonės (Nr.17) vienmandatė apygarda,10.27%,9.55%,1362,160
Rimvydas AUKŠTUOLIS,Pramonės (Nr.17) vienmandatė apygarda,5.61%,5.22%,756,75
Eimundas SAVICKAS,Pramonės (Nr.17) vienmandatė apygarda,3.89%,3.62%,519,58
Adolfas Povilas ZAMALAITIS,Pramonės (Nr.17) vienmandatė apygarda,3.13%,2.91%,407,57
Albertas POVILIŪNAS,Pramonės (Nr.17) vienmandatė apygarda,1.89%,1.76%,242,38
Kazimieras PETRAITIS,Pramonės (Nr.17) vienmandatė apygarda,1.28%,1.19%,167,23
Edvardas KRIŠČIŪNAS,Pramonės (Nr.17) vienmandatė apygarda,0.91%,0.85%,119,16
Raimondas Valdas NEKROŠIUS,Pramonės (Nr.17) vienmandatė apygarda,0.55%,0.51%,64,18
Kęstutis GLAVECKAS,Dainavos (Nr.16) vienmandatė apygarda,31.58%,29.23%,4423,333
Virginijus DYRA,Dainavos (Nr.16) vienmandatė apygarda,22.67%,20.97%,3178,235
Egidijus VAREIKIS,Dainavos (Nr.16) vienmandatė apygarda,19.16%,17.73%,2608,277
Birutė VĖSAITĖ,Dainavos (Nr.16) vienmandatė apygarda,15.09%,13.96%,2103,169
Bronė MARKEVIČIENĖ,Dainavos (Nr.16) vienmandatė apygarda,4.34%,4.01%,616,37
Angelė RUDŽIANSKAITĖ,Dainavos (Nr.16) vienmandatė apygarda,4.09%,3.79%,560,56
Daiva ŠPILIAUSKIENĖ,Dainavos (Nr.16) vienmandatė apygarda,3.07%,2.85%,432,31
Arimantas DUMČIUS,Kalniečių (Nr.15) vienmandatė apygarda,23.57%,22.38%,3233,358
Rytis ŠATKAUSKAS,Kalniečių (Nr.15) vienmandatė apygarda,21.06%,20.00%,2974,235
Jonas JUČAS,Kalniečių (Nr.15) vienmandatė apygarda,14.06%,13.35%,2010,132
Stanislovas BUŠKEVIČIUS,Kalniečių (Nr.15) vienmandatė apygarda,11.03%,10.47%,1566,114
Kęstutis KUZMICKAS,Kalniečių (Nr.15) vienmandatė apygarda,7.65%,7.26%,1093,72
Virginija LUKŠIENĖ,Kalniečių (Nr.15) vienmandatė apygarda,6.87%,6.52%,1004,42
Vytautas KUZMICKAS,Kalniečių (Nr.15) vienmandatė apygarda,6.38%,6.06%,902,70
Aivaras VENSLAUSKAS,Kalniečių (Nr.15) vienmandatė apygarda,3.20%,3.04%,443,44
Albertas BALAIŠIS,Kalniečių (Nr.15) vienmandatė apygarda,3.12%,2.97%,438,38
Jonas LUKOŠIUS,Kalniečių (Nr.15) vienmandatė apygarda,1.37%,1.30%,180,28
Visvaldas Marijus MAŽONAS,Kalniečių (Nr.15) vienmandatė apygarda,1.34%,1.27%,194,10
Raimonda STAŠKUVIENĖ,Kalniečių (Nr.15) vienmandatė apygarda,0.35%,0.34%,48,6
Rasa JUKNEVIČIENĖ,Žaliakalnio (Nr.14) vienmandatė apygarda,38.28%,36.42%,5492,500
Vydas GEDVILAS,Žaliakalnio (Nr.14) vienmandatė apygarda,20.03%,19.06%,2944,191
Dalia TEIŠERSKYTĖ,Žaliakalnio (Nr.14) vienmandatė apygarda,14.90%,14.17%,2166,166
Bronislovas KUČINSKAS,Žaliakalnio (Nr.14) vienmandatė apygarda,12.23%,11.64%,1778,137
Vytautė CIKANAVIČIENĖ,Žaliakalnio (Nr.14) vienmandatė apygarda,4.43%,4.22%,655,39
Romualdas Kęstutis ANCUTA,Žaliakalnio (Nr.14) vienmandatė apygarda,3.90%,3.71%,573,37
Loreta KUDARIENĖ,Žaliakalnio (Nr.14) vienmandatė apygarda,2.51%,2.39%,356,37
Violeta LINKIENĖ,Žaliakalnio (Nr.14) vienmandatė apygarda,1.72%,1.64%,250,19
Valdas BURNYS,Žaliakalnio (Nr.14) vienmandatė apygarda,1.21%,1.15%,181,8
Raimundas LEKAS,Žaliakalnio (Nr.14) vienmandatė apygarda,0.79%,0.75%,111,12
Vincė Vaidevutė MARGEVIČIENĖ,Centro (Nr.13) vienmandatė apygarda,21.93%,20.52%,2907,380
Gintaras Jonas FURMANAVIČIUS,Centro (Nr.13) vienmandatė apygarda,17.03%,15.94%,2270,283
Klemensas RIMŠELIS,Centro (Nr.13) vienmandatė apygarda,15.87%,14.85%,2184,195
Nikolaj MEDVEDEV,Centro (Nr.13) vienmandatė apygarda,14.06%,13.16%,1887,220
Domininkas VELIČKA,Centro (Nr.13) vienmandatė apygarda,9.10%,8.52%,1249,115
Gintaras AUKŠTAKALNIS,Centro (Nr.13) vienmandatė apygarda,6.07%,5.68%,834,76
Gintaras GRINIUS,Centro (Nr.13) vienmandatė apygarda,5.05%,4.73%,685,72
Laimundas JUŠKA,Centro (Nr.13) vienmandatė apygarda,3.63%,3.40%,485,59
Alė JURGAITIENĖ,Centro (Nr.13) vienmandatė apygarda,2.56%,2.40%,326,58
Karolis BRUDER,Centro (Nr.13) vienmandatė apygarda,2.01%,1.89%,283,19
Mindaugas LUOBIKIS,Centro (Nr.13) vienmandatė apygarda,1.57%,1.47%,211,24
Gintautas ŽIŽYS,Centro (Nr.13) vienmandatė apygarda,1.12%,1.05%,151,17
Mindaugas SUBAČIUS,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,21.05%,19.68%,3287,338
Rytas KUPČINSKAS,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,19.28%,18.02%,2935,384
Gediminas BUDNIKAS,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,13.13%,12.27%,2086,174
Gintautas ŠIVICKAS,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,10.87%,10.16%,1688,183
Nijolė OŽELYTĖ,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,10.78%,10.08%,1673,183
Gediminas ŽEMAITIS,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,7.32%,6.84%,1103,157
Kazimieras UOKA,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,5.81%,5.43%,885,115
Laimutė VAIDELIENĖ,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,4.84%,4.52%,776,57
Lina HELSTEIN,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,4.16%,3.89%,637,80
Jolanta ŽAKEVIČIENĖ,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,2.06%,1.92%,318,36
Ona JUŠKIENĖ,Aleksoto -  Vilijampolės (Nr.12) vienmandatė apygarda,0.72%,0.67%,102,22
Rimantas Jonas DAGYS,Šilainių (Nr.11) vienmandatė apygarda,23.25%,22.14%,4013,342
Vilma MARTINKAITIENĖ,Šilainių (Nr.11) vienmandatė apygarda,21.66%,20.62%,3781,275
Erikas TAMAŠAUSKAS,Šilainių (Nr.11) vienmandatė apygarda,16.43%,15.64%,2913,164
Laima MOGENIENĖ,Šilainių (Nr.11) vienmandatė apygarda,12.51%,11.91%,2201,142
Vasilijus POPOVAS,Šilainių (Nr.11) vienmandatė apygarda,10.43%,9.93%,1839,114
Liutauras LABANAUSKAS,Šilainių (Nr.11) vienmandatė apygarda,8.95%,8.53%,1582,95
Loreta KEKIENĖ,Šilainių (Nr.11) vienmandatė apygarda,3.41%,3.25%,594,45
Algimantas KURLAVIČIUS,Šilainių (Nr.11) vienmandatė apygarda,2.36%,2.25%,417,25
Audrius SKIMBORAUSKAS,Šilainių (Nr.11) vienmandatė apygarda,0.65%,0.62%,115,7
Edvardas Bronislovas KERŠIS,Šilainių (Nr.11) vienmandatė apygarda,0.34%,0.33%,58,6
Artūras MELIANAS,Naujosios Vilnios (Nr.10) vienmandatė apygarda,21.59%,20.28%,2424,340
Jadvyga ZINKEVIČIŪTĖ,Naujosios Vilnios (Nr.10) vienmandatė apygarda,20.91%,19.64%,2437,240
Vasilij FIODOROV,Naujosios Vilnios (Nr.10) vienmandatė apygarda,15.03%,14.12%,1777,147
Aleksandras RYBAKAS,Naujosios Vilnios (Nr.10) vienmandatė apygarda,11.95%,11.23%,1431,99
Gabriel Jan MINCEVIČ,Naujosios Vilnios (Nr.10) vienmandatė apygarda,10.14%,9.52%,1187,111
Petras MUSTEIKIS,Naujosios Vilnios (Nr.10) vienmandatė apygarda,9.14%,8.59%,1030,140
Valerij TRETJAKOV,Naujosios Vilnios (Nr.10) vienmandatė apygarda,4.40%,4.13%,495,68
Ryšard MACIEJKIANIEC,Naujosios Vilnios (Nr.10) vienmandatė apygarda,3.97%,3.73%,466,42
Virginijus ŠMIGELSKAS,Naujosios Vilnios (Nr.10) vienmandatė apygarda,2.88%,2.71%,324,45
