kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Henrikas Giedrius VAITIEKŪNAS,Rokiškio (Nr.50) rinkimų apygarda,"5,10%","4,85%",730,60
Vaidas KUKARĖNAS,Rokiškio (Nr.50) rinkimų apygarda,"1,88%","1,79%",255,36
Vladimir FOMIN,Rokiškio (Nr.50) rinkimų apygarda,"1,80%","1,71%",262,17
Stanislovas GUŠČIUS,Rokiškio (Nr.50) rinkimų apygarda,"0,99%","0,95%",131,23
Antanas BAURA,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"22,78%","21,43%",3260,483
Arvydas ANUŠAUSKAS,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"20,36%","19,15%",2680,665
Vytautas GALVONAS,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"14,84%","13,97%",2089,350
Ričardas SARGŪNAS,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"13,84%","13,02%",1998,276
Alvydas GERVINSKAS,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"10,61%","9,98%",1552,191
Daina KRASAUSKIENĖ,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"6,82%","6,42%",1012,109
Aleksandras PETRULIS,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"3,29%","3,09%",490,50
Violeta RAUGALIENĖ,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"2,70%","2,54%",401,42
Juozas SAGATAUSKAS,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"2,42%","2,28%",328,70
Vytautas JANULIS,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,"2,35%","2,21%",314,72
Valdemaras VALKIŪNAS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"32,73%","31,08%",5094,671
Aurimas FRANKAS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"13,04%","12,38%",1887,410
Žydrūnas SAVICKAS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"11,83%","11,23%",1813,270
Marius JUKONIS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"11,05%","10,49%",1677,269
Skirmantas PABEDINSKAS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"7,49%","7,12%",1156,164
Arvydas KREGŽDĖ,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"6,64%","6,31%",967,203
Rimantas BAŠYS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"5,49%","5,21%",858,109
Virginijus RAGINSKAS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"3,79%","3,60%",629,38
Dangirdas MIKŠYS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"2,71%","2,57%",429,48
Rimantas ADOMAUSKAS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"2,47%","2,35%",384,51
Juozas UŽKURĖLIS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"1,98%","1,88%",291,58
Tautvilas GIEDRYS,Biržų - Kupiškio (Nr.48) rinkimų apygarda,"0,77%","0,73%",115,21
Antanas MATULAS,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"47,85%","45,97%",6887,1560
Arūnas VALINSKAS,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"29,17%","28,02%",4716,433
Alfonsas PULOKAS,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"8,29%","7,96%",1277,186
Tomas TARULIS,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"4,25%","4,08%",668,82
Eugenijus MALINAUSKAS,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"3,26%","3,13%",504,71
Janina GAIDŽIŪNAITĖ,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"3,22%","3,10%",467,102
Saulius BALAKAUSKAS,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"1,78%","1,71%",271,43
Artūras LAKTIONKINAS,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"1,16%","1,11%",184,20
Jonas Romas BERNOTAS,Pasvalio - Panevėžio (Nr.47) rinkimų apygarda,"1,04%","1,00%",160,23
Jonas JUOZAPAITIS,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"34,91%","32,59%",4754,907
Edmundas GRIGALIŪNAS,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"17,99%","16,80%",2530,387
Reimundas VARAPICKAS,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"9,37%","8,75%",1258,262
Šarūnas BURŽA,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"8,65%","8,07%",1306,96
Jonas SVIDERSKIS,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"6,94%","6,48%",991,134
Marcijonas URMONAS,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"5,44%","5,08%",751,132
Algirdas VEPŠTAS,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"4,91%","4,58%",697,99
Giedrė GORIENĖ,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"4,86%","4,54%",688,100
Zenonas MIKUTIS,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"4,56%","4,26%",635,105
Alfonsas AMBRAZAS,Pakruojo - Joniškio (Nr.46) rinkimų apygarda,"2,37%","2,22%",329,56
Rima BAŠKIENĖ,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"33,74%","31,24%",4807,469
Jonas NOVOGRECKIS,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"13,87%","12,84%",1920,249
Kęstutis LUKŠAS,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"12,46%","11,54%",1755,194
Laimontas DINIUS,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"11,53%","10,68%",1708,95
Algimantas GAUBAS,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"8,81%","8,16%",1227,151
Ingrida VENCIUVIENĖ,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"7,37%","6,83%",1066,87
Aušrinė DILINSKAITĖ,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"3,72%","3,44%",524,57
Leonidas MINKEVIČIUS,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"2,83%","2,62%",412,30
Inga KULYČIŪTĖ STULPINIENĖ,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"2,27%","2,10%",305,50
Daiva VOLKOVIENĖ,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"1,83%","1,69%",261,25
Mindaugas KONČIUS,Šiaulių kaimiškoji (Nr.45) rinkimų apygarda,"1,57%","1,46%",221,25
Zita ŽVIKIENĖ,Radviliškio (Nr.44) rinkimų apygarda,"21,59%","20,02%",3218,399
Algimantas SALAMAKINAS,Radviliškio (Nr.44) rinkimų apygarda,"16,38%","15,19%",2452,292
Aloyzas JUODIS,Radviliškio (Nr.44) rinkimų apygarda,"14,17%","13,14%",1921,452
Darius JURĖNAS,Radviliškio (Nr.44) rinkimų apygarda,"11,00%","10,20%",1648,195
Gintautas KNIUKŠTA,Radviliškio (Nr.44) rinkimų apygarda,"10,49%","9,73%",1618,140
Kristina PETKŪNIENĖ,Radviliškio (Nr.44) rinkimų apygarda,"8,17%","7,57%",1290,78
Audronė EIGMINIENĖ,Radviliškio (Nr.44) rinkimų apygarda,"6,02%","5,59%",911,98
Regina KVARACIEJIENĖ,Radviliškio (Nr.44) rinkimų apygarda,"5,13%","4,76%",714,146
Svetlana VAGNORIENĖ,Radviliškio (Nr.44) rinkimų apygarda,"3,05%","2,83%",452,59
Jonas MILERIS,Radviliškio (Nr.44) rinkimų apygarda,"2,11%","1,96%",328,26
Julius VEDECKIS,Radviliškio (Nr.44) rinkimų apygarda,"1,87%","1,74%",276,38
Virginija BALTRAITIENĖ,Kėdainių (Nr.43) rinkimų apygarda,"49,46%","46,81%",8544,964
Viktoras MUNTIANAS,Kėdainių (Nr.43) rinkimų apygarda,"21,86%","20,68%",3787,414
Gintaras SONGAILA,Kėdainių (Nr.43) rinkimų apygarda,"10,90%","10,32%",1872,223
Kristina BALTRŪNAITĖ,Kėdainių (Nr.43) rinkimų apygarda,"5,90%","5,59%",1074,61
Linas JONAUSKAS,Kėdainių (Nr.43) rinkimų apygarda,"3,37%","3,19%",586,62
Leonardas GINEIKA,Kėdainių (Nr.43) rinkimų apygarda,"2,63%","2,49%",463,42
Steponas NAVAJAUSKAS,Kėdainių (Nr.43) rinkimų apygarda,"2,54%","2,41%",446,43
Natalija TOKAREVA,Kėdainių (Nr.43) rinkimų apygarda,"1,93%","1,83%",348,23
Kęstutis NARUŠAS,Kėdainių (Nr.43) rinkimų apygarda,"1,40%","1,33%",247,23
Remigijus AČAS,Raseinių (Nr.42) rinkimų apygarda,"24,82%","23,87%",4257,511
Edmundas JONYLA,Raseinių (Nr.42) rinkimų apygarda,"17,17%","16,51%",2774,524
Darius ULICKAS,Raseinių (Nr.42) rinkimų apygarda,"14,51%","13,95%",2505,282
Gintautas MIKOLAITIS,Raseinių (Nr.42) rinkimų apygarda,"12,42%","11,94%",2108,278
Linas DARGEVIČIUS,Raseinių (Nr.42) rinkimų apygarda,"12,02%","11,56%",2013,296
Gitana RAŠIMIENĖ,Raseinių (Nr.42) rinkimų apygarda,"6,51%","6,26%",1093,157
Kęstutis SKAMARAKAS,Raseinių (Nr.42) rinkimų apygarda,"5,05%","4,86%",754,217
Renata KAZLAUSKIENĖ,Raseinių (Nr.42) rinkimų apygarda,"3,14%","3,02%",565,38
Dainius ŠADAUSKIS,Raseinių (Nr.42) rinkimų apygarda,"2,49%","2,40%",420,59
Alfonsas MACIUKEVIČIUS,Raseinių (Nr.42) rinkimų apygarda,"1,13%","1,09%",184,33
Deividas BEREZAUSKAS,Raseinių (Nr.42) rinkimų apygarda,"0,74%","0,71%",120,22
Zenonas MAČERNIUS,Kelmės (Nr.41) rinkimų apygarda,"20,81%","19,60%",2337,436
Kęstutis MASIULIS,Kelmės (Nr.41) rinkimų apygarda,"19,19%","18,08%",2190,367
Borisas MARKULIS,Kelmės (Nr.41) rinkimų apygarda,"16,49%","15,54%",2018,180
Kęstutis BILIUS,Kelmės (Nr.41) rinkimų apygarda,"15,34%","14,46%",1873,172
Petras BERESNEVIČIUS,Kelmės (Nr.41) rinkimų apygarda,"11,63%","10,96%",1403,147
Antanas VYŠNIAUSKAS,Kelmės (Nr.41) rinkimų apygarda,"7,17%","6,76%",908,48
Arvydas LIPSKIS,Kelmės (Nr.41) rinkimų apygarda,"3,56%","3,35%",421,53
Česlovas GRENCEVIČIUS,Kelmės (Nr.41) rinkimų apygarda,"2,43%","2,29%",299,25
Liudvikas RAGAUSKIS,Kelmės (Nr.41) rinkimų apygarda,"1,92%","1,81%",234,22
Daiva ŠEŠKAUSKAITĖ,Kelmės (Nr.41) rinkimų apygarda,"1,46%","1,38%",160,35
Gediminas VAGNORIUS,Telšių (Nr.40) rinkimų apygarda,"30,55%","29,27%",5438,547
Almantas PETKUS,Telšių (Nr.40) rinkimų apygarda,"23,91%","22,91%",4277,408
Valentinas BUKAUSKAS,Telšių (Nr.40) rinkimų apygarda,"20,06%","19,23%",3509,422
Vytautas KLEIVA,Telšių (Nr.40) rinkimų apygarda,"9,13%","8,74%",1564,224
Juozas BUTKEVIČIUS,Telšių (Nr.40) rinkimų apygarda,"6,05%","5,80%",1029,156
Valentinas GRUMBINAS,Telšių (Nr.40) rinkimų apygarda,"5,45%","5,22%",1021,47
Albinas SLAVINSKIS,Telšių (Nr.40) rinkimų apygarda,"2,39%","2,29%",422,46
Konstantinas Romualdas DOBROVOLSKIS,Telšių (Nr.40) rinkimų apygarda,"1,33%","1,27%",219,41
Jonas TVARDAUSKAS,Telšių (Nr.40) rinkimų apygarda,"1,14%","1,10%",203,21
Saulius BUCEVIČIUS,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"24,46%","22,76%",3075,314
Sigutė MEŠKYTĖ,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"18,04%","16,79%",2195,304
Liudas JONAITIS,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"15,03%","13,98%",1755,327
Albertas KOVIERA,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"11,36%","10,57%",1306,268
Ilona STANKEVIČIENĖ,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"8,66%","8,06%",1138,62
Pranciškus ZARAMBA,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"5,95%","5,54%",741,84
Genadijus MIKŠYS,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"5,48%","5,10%",702,57
Gytas MILAŠIUS,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"4,53%","4,22%",576,52
Vytautas BUTKUS,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"3,16%","2,94%",378,60
Raimundas TIŠKEVIČIUS,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"1,80%","1,67%",214,35
Igor MOTYGIN,Akmenės - Joniškio (Nr.39) rinkimų apygarda,"1,52%","1,42%",186,25
Stanislovas GIEDRAITIS,Mažeikių (Nr.38) rinkimų apygarda,"32,57%","31,38%",5434,197
Jonas JURKUS,Mažeikių (Nr.38) rinkimų apygarda,"10,30%","9,92%",1675,105
Rimantas GRICIUS,Mažeikių (Nr.38) rinkimų apygarda,"9,68%","9,32%",1495,178
Vytautas PRIALGAUSKAS,Mažeikių (Nr.38) rinkimų apygarda,"9,65%","9,29%",1578,90
Romas VENCLOVAS,Mažeikių (Nr.38) rinkimų apygarda,"9,43%","9,08%",1524,106
Antanas NAUJOKAS,Mažeikių (Nr.38) rinkimų apygarda,"7,44%","7,17%",1243,44
Valdemaras ŠEREIKA,Mažeikių (Nr.38) rinkimų apygarda,"6,68%","6,44%",1115,40
Apolinaras STONKUS,Mažeikių (Nr.38) rinkimų apygarda,"3,44%","3,32%",549,46
Pranas NOREIKA,Mažeikių (Nr.38) rinkimų apygarda,"3,17%","3,05%",503,45
Rita LIDŽIŪTĖ,Mažeikių (Nr.38) rinkimų apygarda,"2,61%","2,51%",403,48
Viktoras BUGNEVIČIUS,Mažeikių (Nr.38) rinkimų apygarda,"2,42%","2,33%",388,30
Regina GURKLIENĖ,Mažeikių (Nr.38) rinkimų apygarda,"1,64%","1,58%",261,23
Konstantin LOBODA,Mažeikių (Nr.38) rinkimų apygarda,"0,98%","0,94%",160,9
Jonas STANEVIČIUS,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"20,56%","19,39%",2602,307
Jonas RAMONAS,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"19,46%","18,35%",2415,338
Andrius MIKŠTA,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"11,85%","11,17%",1443,233
Levutė STANIUVIENĖ,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"11,10%","10,47%",1298,272
Audronė PITRĖNIENĖ,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"8,46%","7,98%",1077,120
Jurgita JUNEVIČIENĖ,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"7,15%","6,74%",944,67
Juozas TUMOSAS,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"6,82%","6,43%",810,155
Stanislava VALATKEVIČIENĖ,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,47%","4,21%",543,89
Alvydas SĖDŽIUS,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,76%","2,61%",359,32
Asta PILYPAITĖ-ZARECKIENĖ,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,41%","2,27%",303,38
Vytautas MIKALAUSKAS,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,81%","1,71%",224,32
Romualdas VASILIAUSKAS,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,71%","1,61%",208,34
Dainoras LENGVENIS,Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,44%","1,35%",178,25
Vaidotas BACEVIČIUS,Kretingos (Nr.36) rinkimų apygarda,"23,01%","21,73%",3314,396
Egidijus KLUMBYS,Kretingos (Nr.36) rinkimų apygarda,"18,82%","17,77%",2749,286
Virginijus DOMARKAS,Kretingos (Nr.36) rinkimų apygarda,"15,08%","14,24%",2232,200
Dainius BUDRYS,Kretingos (Nr.36) rinkimų apygarda,"11,47%","10,83%",1764,86
Antanas PUODYS,Kretingos (Nr.36) rinkimų apygarda,"7,32%","6,91%",1115,65
Janė NARVILIENĖ,Kretingos (Nr.36) rinkimų apygarda,"5,69%","5,38%",839,79
Edmundas VALANTIEJUS,Kretingos (Nr.36) rinkimų apygarda,"5,41%","5,11%",842,31
Vida KANAPKIENĖ,Kretingos (Nr.36) rinkimų apygarda,"4,11%","3,88%",600,63
Justas MOTUŽIS,Kretingos (Nr.36) rinkimų apygarda,"3,77%","3,56%",567,41
Bronė BUIVYDIENĖ,Kretingos (Nr.36) rinkimų apygarda,"3,43%","3,24%",495,58
Saulius MICEIKA,Kretingos (Nr.36) rinkimų apygarda,"1,87%","1,77%",285,17
Jonas JAGMINAS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"32,20%","30,33%",5636,539
Jurgis RAZMA,Plungės - Rietavo (Nr.35) rinkimų apygarda,"21,61%","20,36%",3599,546
Albinas KLIMAS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"10,82%","10,20%",1913,163
Audrius KLIŠONIS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"8,28%","7,80%",1465,122
Rolandas PETKUS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"7,60%","7,16%",1413,45
Vytautas GAPŠYS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"6,78%","6,39%",1144,156
Vytautas JONUTIS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"4,63%","4,36%",815,72
Žilvinas ŽITKUS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"3,38%","3,19%",604,45
Andriejus STANČIKAS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"3,26%","3,08%",589,37
Kęstutis VARPIOTAS,Plungės - Rietavo (Nr.35) rinkimų apygarda,"1,43%","1,35%",251,24
Stasys ŠEDBARAS,Tauragės (Nr.34) rinkimų apygarda,"19,88%","18,59%",2790,348
Pranas PETROŠIUS,Tauragės (Nr.34) rinkimų apygarda,"15,97%","14,93%",2221,299
Donalda MEIŽELYTĖ SVILIENĖ,Tauragės (Nr.34) rinkimų apygarda,"14,16%","13,24%",2143,92
Sigitas KANCEVYČIUS,Tauragės (Nr.34) rinkimų apygarda,"11,99%","11,21%",1736,156
Irena RIČKUVIENĖ,Tauragės (Nr.34) rinkimų apygarda,"10,49%","9,81%",1483,173
Vaclovas KARBAUSKIS,Tauragės (Nr.34) rinkimų apygarda,"10,28%","9,61%",1463,159
Virginijus BARTUŠIS,Tauragės (Nr.34) rinkimų apygarda,"7,45%","6,97%",1082,94
Vitalė VINICKIENĖ,Tauragės (Nr.34) rinkimų apygarda,"5,74%","5,37%",838,68
Linas STANKUS,Tauragės (Nr.34) rinkimų apygarda,"2,90%","2,71%",425,33
Valerijus GORŠKOVAS,Tauragės (Nr.34) rinkimų apygarda,"1,13%","1,05%",165,13
Zigmantas BALČYTIS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"60,15%","56,84%",8437,1092
Ričardas MALKEVIČIUS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"13,63%","12,88%",1850,310
Remigijus ŽEMAITAITIS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"7,20%","6,81%",1031,110
Vytautas LAURINAITIS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"5,33%","5,03%",760,84
Bronislovas ALEKSANDRAVIČIUS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"4,52%","4,27%",626,90
Kęstutis MICKEVIČIUS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"3,80%","3,59%",567,35
Deividas LEILIONAS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"2,15%","2,03%",309,31
Vaidotas MATUTIS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"1,43%","1,35%",193,34
Jurga POCIENĖ,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"1,12%","1,06%",152,26
Eugenijus JUDEIKIS,Šilalės - Šilutės (Nr.33) rinkimų apygarda,"0,67%","0,63%",82,24
Kęstas KOMSKIS,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"28,70%","26,69%",4052,828
Audrius ENDZINAS,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"13,72%","12,76%",2188,145
Arvydas JAKAS,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"12,34%","11,48%",1953,145
Eugenijus ČERŠKUS,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"9,49%","8,83%",1419,195
Kęstutis VILNIŠKIS,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"8,30%","7,72%",1325,87
Stasė SKUTULIENĖ,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"8,11%","7,54%",1232,147
Algimantas ČEPONIS,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"7,68%","7,14%",1167,139
Reda VIKARAUSKIENĖ,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"6,33%","5,89%",939,137
Stepas BAIRAŠAUSKAS,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"3,83%","3,57%",603,49
Birutė DILPŠIENĖ,Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"1,49%","1,39%",228,26
Petras GRAŽULIS,Gargždų (Nr.31) rinkimų apygarda,"38,02%","35,79%",6226,722
Dalija ŠEPORAITIENĖ,Gargždų (Nr.31) rinkimų apygarda,"19,56%","18,41%",3014,561
Liudas ŠUKYS,Gargždų (Nr.31) rinkimų apygarda,"10,73%","10,10%",1895,66
Albinas KLIZAS,Gargždų (Nr.31) rinkimų apygarda,"7,64%","7,19%",1281,115
Gražina BAKEVIČIENĖ,Gargždų (Nr.31) rinkimų apygarda,"5,94%","5,59%",1026,59
Lijana SIMONAITYTĖ,Gargždų (Nr.31) rinkimų apygarda,"4,51%","4,25%",753,72
Genovaitė SINSKIENĖ,Gargždų (Nr.31) rinkimų apygarda,"4,36%","4,10%",740,56
Ramunė VISOCKYTĖ,Gargždų (Nr.31) rinkimų apygarda,"3,56%","3,35%",612,39
Arūnas GRIKŠAS,Gargždų (Nr.31) rinkimų apygarda,"3,32%","3,13%",565,42
Antanas SVIDERSKIS,Gargždų (Nr.31) rinkimų apygarda,"2,36%","2,22%",393,38
Julius SABATAUSKAS,Alytaus (Nr.30) rinkimų apygarda,"21,75%","20,45%",3760,185
Zita UŽLYTĖ,Alytaus (Nr.30) rinkimų apygarda,"17,76%","16,69%",3117,103
Rima RAKAUSKIENĖ,Alytaus (Nr.30) rinkimų apygarda,"12,81%","12,05%",2186,138
Juozas SKESTENIS,Alytaus (Nr.30) rinkimų apygarda,"11,24%","10,57%",1939,100
Danguolė JUOZAPAVIČIENĖ,Alytaus (Nr.30) rinkimų apygarda,"8,57%","8,06%",1378,177
Gediminas JEGELEVIČIUS,Alytaus (Nr.30) rinkimų apygarda,"7,80%","7,33%",1362,52
Adelė DIMŠIENĖ,Alytaus (Nr.30) rinkimų apygarda,"6,56%","6,17%",1130,60
Artūras SKARDŽIUS,Alytaus (Nr.30) rinkimų apygarda,"6,23%","5,85%",1074,55
Nijolė JAKUBAITIENĖ,Alytaus (Nr.30) rinkimų apygarda,"4,32%","4,06%",715,68
Algis KALAŠNIKOVAS,Alytaus (Nr.30) rinkimų apygarda,"2,96%","2,78%",513,23
Arvydas VIDŽIŪNAS,Marijampolės (Nr.29) rinkimų apygarda,"17,41%","16,40%",2593,234
Algis RIMAS,Marijampolės (Nr.29) rinkimų apygarda,"17,17%","16,18%",2581,207
Asta BAUKUTĖ,Marijampolės (Nr.29) rinkimų apygarda,"16,43%","15,48%",2527,141
Gediminas AKELAITIS,Marijampolės (Nr.29) rinkimų apygarda,"12,98%","12,23%",2008,99
Rolandas JONIKAITIS,Marijampolės (Nr.29) rinkimų apygarda,"10,63%","10,01%",1635,90
Algis ŽVALIAUSKAS,Marijampolės (Nr.29) rinkimų apygarda,"5,98%","5,63%",921,50
Paulius ULECKAS,Marijampolės (Nr.29) rinkimų apygarda,"5,64%","5,32%",865,51
Aloyzas JURDONAS,Marijampolės (Nr.29) rinkimų apygarda,"4,08%","3,84%",625,37
Vaida GIRAITYTĖ,Marijampolės (Nr.29) rinkimų apygarda,"3,88%","3,66%",598,32
Antanas BASKAS,Marijampolės (Nr.29) rinkimų apygarda,"2,49%","2,35%",386,19
Almantas MATUSEVIČIUS,Marijampolės (Nr.29) rinkimų apygarda,"1,21%","1,14%",180,17
Zurab SOPROMADZE,Marijampolės (Nr.29) rinkimų apygarda,"1,11%","1,05%",171,10
Teresė GAIDIENĖ,Marijampolės (Nr.29) rinkimų apygarda,"0,97%","0,91%",143,14
Petras LUOMANAS,Aukštaitijos (Nr.28) rinkimų apygarda,"21,77%","20,42%",3580,360
Alfredas PEKELIŪNAS,Aukštaitijos (Nr.28) rinkimų apygarda,"14,91%","13,99%",2487,212
Dalius DIRSĖ,Aukštaitijos (Nr.28) rinkimų apygarda,"13,91%","13,05%",2391,127
Vitalijus SOKOLOVAS,Aukštaitijos (Nr.28) rinkimų apygarda,"11,83%","11,09%",2056,85
Rimantas SAMĖNAS,Aukštaitijos (Nr.28) rinkimų apygarda,"9,28%","8,71%",1582,98
Rimantas TROTA,Aukštaitijos (Nr.28) rinkimų apygarda,"8,46%","7,93%",1428,103
Rimantas PETUKAUSKAS,Aukštaitijos (Nr.28) rinkimų apygarda,"7,88%","7,39%",1355,71
Rita GUTAUSKIENĖ,Aukštaitijos (Nr.28) rinkimų apygarda,"4,02%","3,77%",680,47
Arvydas ALEKNA,Aukštaitijos (Nr.28) rinkimų apygarda,"3,52%","3,31%",591,47
Kristina ULEVIČIŪTĖ,Aukštaitijos (Nr.28) rinkimų apygarda,"3,14%","2,94%",521,47
Rimantas MAKRICKAS,Aukštaitijos (Nr.28) rinkimų apygarda,"1,29%","1,21%",214,19
Vidmantas URBONAS,Vakarinė (Nr.27) rinkimų apygarda,"20,52%","19,33%",3751,197
Arūnė STIRBLYTĖ,Vakarinė (Nr.27) rinkimų apygarda,"15,45%","14,55%",2915,57
Gintaras ŠILEIKIS,Vakarinė (Nr.27) rinkimų apygarda,"14,46%","13,62%",2671,112
Povilas VADOPOLAS,Vakarinė (Nr.27) rinkimų apygarda,"13,00%","12,24%",2404,97
Kastytis VAINAUSKAS,Vakarinė (Nr.27) rinkimų apygarda,"8,97%","8,45%",1680,45
Juozas BEČELIS,Vakarinė (Nr.27) rinkimų apygarda,"7,81%","7,36%",1438,65
Petras NARKEVIČIUS,Vakarinė (Nr.27) rinkimų apygarda,"6,96%","6,56%",1283,57
Gediminas KIAUNĖ,Vakarinė (Nr.27) rinkimų apygarda,"5,35%","5,04%",996,33
Remigijus BIELINSKAS,Vakarinė (Nr.27) rinkimų apygarda,"3,92%","3,70%",711,44
Antanas MARKUCKIS,Vakarinė (Nr.27) rinkimų apygarda,"3,56%","3,35%",660,24
Julius DAUTARTAS,Nevėžio (Nr.26) rinkimų apygarda,"28,62%","26,75%",4880,395
Deividas STAPONKUS,Nevėžio (Nr.26) rinkimų apygarda,"15,31%","14,31%",2715,107
Gema UMBRASIENĖ,Nevėžio (Nr.26) rinkimų apygarda,"11,42%","10,67%",1982,122
Stasys KARČINSKAS,Nevėžio (Nr.26) rinkimų apygarda,"9,78%","9,14%",1714,89
Kazimieras ARMONAVIČIUS,Nevėžio (Nr.26) rinkimų apygarda,"8,54%","7,98%",1497,77
