kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Ruslanas Kolomakas,Biržų Kupiškio (Nr. 48) apygarda,0.0487,0.0466,900,79
Venediktas Medvedevas,Biržų Kupiškio (Nr. 48) apygarda,0.0229,0.022,417,44
Liudvika Trasykytė,Biržų Kupiškio (Nr. 48) apygarda,0.0146,0.014,275,18
Jonas Dževečka,Biržų Kupiškio (Nr. 48) apygarda,0.0132,0.0126,235,30
Gediminas Mykolas Variakojis,Biržų Kupiškio (Nr. 48) apygarda,0.0132,0.0126,255,10
Povilas Šimkus,Biržų Kupiškio (Nr. 48) apygarda,0.0086,0.0082,156,17
Antanas Matulas,Pasvalio Panevėžio (Nr. 47) apygarda,0.3072,0.2937,5340,467
Vytautas Einoris,Pasvalio Panevėžio (Nr. 47) apygarda,0.281,0.2686,4952,360
Albertas Šimėnas,Pasvalio Panevėžio (Nr. 47) apygarda,0.226,0.216,3817,455
Vytautas Lalas,Pasvalio Panevėžio (Nr. 47) apygarda,0.0447,0.0427,790,54
Jonas Jagminas,Pasvalio Panevėžio (Nr. 47) apygarda,0.0377,0.036,674,38
Juozas Bagdonas,Pasvalio Panevėžio (Nr. 47) apygarda,0.0349,0.0334,569,91
Bronislavas Krikščiūnas,Pasvalio Panevėžio (Nr. 47) apygarda,0.0288,0.0275,507,37
Antanas Karoblis,Pasvalio Panevėžio (Nr. 47) apygarda,0.0253,0.0242,455,24
Zuzana Visockienė,Pasvalio Panevėžio (Nr. 47) apygarda,0.0144,0.0138,244,28
Nikolaj Medvedev,Pakruojo Joniškio (Nr. 46) apygarda,0.1869,0.1795,3472,174
Alvydas Šedžius,Pakruojo Joniškio (Nr. 46) apygarda,0.1848,0.1775,3407,199
Marija Šerienė,Pakruojo Joniškio (Nr. 46) apygarda,0.1792,0.1721,3212,284
Naglis Puteikis,Pakruojo Joniškio (Nr. 46) apygarda,0.158,0.1518,2902,181
Vytautas Kamblevičius,Pakruojo Joniškio (Nr. 46) apygarda,0.0877,0.0842,1649,62
Irena Petraitienė,Pakruojo Joniškio (Nr. 46) apygarda,0.0556,0.0534,1018,67
Edvardas Raugalas,Pakruojo Joniškio (Nr. 46) apygarda,0.0481,0.0462,879,59
Jonas Genys,Pakruojo Joniškio (Nr. 46) apygarda,0.0275,0.0264,491,46
Elena Morkūnienė,Pakruojo Joniškio (Nr. 46) apygarda,0.0253,0.0243,432,62
Petras Motiejūnas,Pakruojo Joniškio (Nr. 46) apygarda,0.0233,0.0224,428,27
Vladislovas Kramanauskas,Pakruojo Joniškio (Nr. 46) apygarda,0.0194,0.0186,359,19
Vladas Paškevičius,Pakruojo Joniškio (Nr. 46) apygarda,0.004,0.0039,70,9
Vincas Girnius,Šiaulių kaimiškoji (Nr. 45) apygarda,0.3228,0.3092,5496,473
Ramūnas Karbauskis,Šiaulių kaimiškoji (Nr. 45) apygarda,0.1462,0.14,2557,146
Zenonas Stundžia,Šiaulių kaimiškoji (Nr. 45) apygarda,0.1077,0.1032,1842,150
Jurgis Ignas Ignotas,Šiaulių kaimiškoji (Nr. 45) apygarda,0.1049,0.1004,1850,89
Rimas Kriščiūnas,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0622,0.0596,1135,15
Rolandas Medžiūnas,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0537,0.0514,934,59
Leonas Jalinskas,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0454,0.0435,799,40
Vidmantė Jasukaitytė,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0335,0.0321,585,34
Vladas Buinevičius,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0322,0.0308,545,50
Daiva Šniukaitė,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0261,0.025,449,33
Rimantas Liakas,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0177,0.0169,301,26
Alfredas Stancelaitis,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0165,0.0158,266,39
Virgilijus Gedminas,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0163,0.0156,280,21
Petras Navickas,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0095,0.0091,169,7
Vaclovas Domkus,Šiaulių kaimiškoji (Nr. 45) apygarda,0.0054,0.0052,93,7
Mindaugas Briedis,Radviliškio (Nr. 44) apygarda,0.275,0.2598,4828,339
Antanas Kairys,Radviliškio (Nr. 44) apygarda,0.17,0.1607,2979,216
Aloyzas Juodis,Radviliškio (Nr. 44) apygarda,0.1235,0.1167,2195,126
Arimantas Račkauskas,Radviliškio (Nr. 44) apygarda,0.109,0.103,1845,203
Adolfas Damanskis,Radviliškio (Nr. 44) apygarda,0.0675,0.0638,1170,98
Gediminas Dubauskas,Radviliškio (Nr. 44) apygarda,0.0634,0.0599,1115,77
Irena Urbelienė,Radviliškio (Nr. 44) apygarda,0.0619,0.0585,1082,82
Audrius Urbonavičius,Radviliškio (Nr. 44) apygarda,0.0527,0.0498,936,55
Petras Kaščionis,Radviliškio (Nr. 44) apygarda,0.0436,0.0412,759,60
Angelė Ambrazienė,Radviliškio (Nr. 44) apygarda,0.0272,0.0257,480,32
Vigilijus Štankelis,Radviliškio (Nr. 44) apygarda,0.0061,0.0058,109,6
Juozas Gaidamavičius,Kėdainių (Nr. 43) apygarda,0.2734,0.2624,5047,88
Algimantas Salamakinas,Kėdainių (Nr. 43) apygarda,0.2253,0.2162,4095,136
Vigimantas Kisielius,Kėdainių (Nr. 43) apygarda,0.2076,0.1993,3724,176
Janina Antanina Grincevičienė,Kėdainių (Nr. 43) apygarda,0.0629,0.0604,1099,83
Valdemaras Kasperavičius,Kėdainių (Nr. 43) apygarda,0.0497,0.0477,903,31
Henrikas Vaicekauskas,Kėdainių (Nr. 43) apygarda,0.0311,0.0299,576,9
Rimantas Dubosas,Kėdainių (Nr. 43) apygarda,0.031,0.0298,569,14
Vytautas Bičiūnas,Kėdainių (Nr. 43) apygarda,0.0263,0.0252,468,26
Asta Marytė Lapinskienė,Kėdainių (Nr. 43) apygarda,0.0261,0.025,472,18
Antanas Bružas,Kėdainių (Nr. 43) apygarda,0.019,0.0182,324,32
Vincas Ramanauskas,Kėdainių (Nr. 43) apygarda,0.0147,0.0142,262,15
Henrikas Juškus,Kėdainių (Nr. 43) apygarda,0.0125,0.012,226,8
Jonas Vainauskas,Kėdainių (Nr. 43) apygarda,0.0101,0.0097,181,9
Ina Skurdenienė,Kėdainių (Nr. 43) apygarda,0.0039,0.0037,73,0
Danutė Elena Klimavičienė,Kėdainių (Nr. 43) apygarda,0.0034,0.0032,60,3
Irena Duchovska,Kėdainių (Nr. 43) apygarda,0.003,0.0029,52,4
Vytautas Petras Knašys,Raseinių (Nr. 42) apygarda,0.2409,0.2308,3883,236
Liudas Mažylis,Raseinių (Nr. 42) apygarda,0.1478,0.1416,2348,179
Juozas Nekrošius,Raseinių (Nr. 42) apygarda,0.1426,0.1367,2318,121
Pranciškus Alfredas Šliužas,Raseinių (Nr. 42) apygarda,0.1245,0.1192,2035,93
Alfonsas Maciukevičius,Raseinių (Nr. 42) apygarda,0.0878,0.0842,1429,73
Ona Babonienė,Raseinių (Nr. 42) apygarda,0.057,0.0546,935,39
Virginija Našlėnienė,Raseinių (Nr. 42) apygarda,0.0519,0.0498,839,49
Jaroslavas Banevičius,Raseinių (Nr. 42) apygarda,0.0429,0.0411,692,42
Viktoras Petkus,Raseinių (Nr. 42) apygarda,0.0363,0.0347,569,51
Kęstutis Juknis,Raseinių (Nr. 42) apygarda,0.0282,0.027,458,24
Viktoras Antanas Ročka,Raseinių (Nr. 42) apygarda,0.024,0.023,392,19
Antanas Vizbaras,Raseinių (Nr. 42) apygarda,0.0161,0.0154,248,27
Zenonas Mačernius,Kelmės (Nr. 41) apygarda,0.2486,0.2387,4134,215
Juozas Listavičius,Kelmės (Nr. 41) apygarda,0.2475,0.2376,4086,243
Jurgis Staševičius,Kelmės (Nr. 41) apygarda,0.1912,0.1835,3083,261
Liudvikas Ragauskis,Kelmės (Nr. 41) apygarda,0.0608,0.0583,1021,42
Bronius Vincas Rudzevičius,Kelmės (Nr. 41) apygarda,0.0553,0.0531,913,55
Stanislavas Jonaitis,Kelmės (Nr. 41) apygarda,0.0452,0.0434,754,36
Ričardas Jokimčius,Kelmės (Nr. 41) apygarda,0.0434,0.0417,726,33
Ieva Švarcaitė,Kelmės (Nr. 41) apygarda,0.0346,0.0332,568,37
Aurelija Liauškienė,Kelmės (Nr. 41) apygarda,0.026,0.025,435,20
Gintautas Šimkus,Kelmės (Nr. 41) apygarda,0.0174,0.0167,297,7
Alfonsas Jokūbaitis,Kelmės (Nr. 41) apygarda,0.0172,0.0165,290,10
Juozas Šapalas,Kelmės (Nr. 41) apygarda,0.0129,0.0123,214,11
Gediminas Vagnorius,Telšių (Nr. 40) apygarda,0.5624,0.5393,10425,424
Kęstutis Trečiokas,Telšių (Nr. 40) apygarda,0.1205,0.1155,2279,45
Vytautas Urbanavičius,Telšių (Nr. 40) apygarda,0.0883,0.0847,1652,51
Alvydas Jasevičius,Telšių (Nr. 40) apygarda,0.0767,0.0735,1445,34
Boleslovas Rudys,Telšių (Nr. 40) apygarda,0.0409,0.0392,760,29
Jonas Majus,Telšių (Nr. 40) apygarda,0.0395,0.0379,731,31
Kazimieras Valančauskas,Telšių (Nr. 40) apygarda,0.0316,0.0303,591,18
Kazys Sivickis,Telšių (Nr. 40) apygarda,0.0262,0.0252,487,19
Liudvikas Saulius Razma,Telšių (Nr. 40) apygarda,0.014,0.0134,263,7
Jadvyga Dunauskaitė,Akmenės Joniškio (Nr. 39) apygarda,0.2561,0.2429,4147,248
Eugenija Meškienė,Akmenės Joniškio (Nr. 39) apygarda,0.176,0.1669,2854,166
Vitalis Lizdenis,Akmenės Joniškio (Nr. 39) apygarda,0.1339,0.127,2109,189
Klemas Inta,Akmenės Joniškio (Nr. 39) apygarda,0.1239,0.1175,2015,112
Violeta Sivilevičienė,Akmenės Joniškio (Nr. 39) apygarda,0.1078,0.1022,1789,61
Ona Žėkienė,Akmenės Joniškio (Nr. 39) apygarda,0.0661,0.0627,1086,48
Jonas Gelažius,Akmenės Joniškio (Nr. 39) apygarda,0.0605,0.0574,1011,28
Algirdas Aleksandras Kvedaravičius,Akmenės Joniškio (Nr. 39) apygarda,0.0383,0.0364,623,35
Stasys Poškus,Akmenės Joniškio (Nr. 39) apygarda,0.0246,0.0233,405,17
Adolfas Uža,Akmenės Joniškio (Nr. 39) apygarda,0.0128,0.0121,204,15
Sigitas Kaktys,Mažeikių (Nr. 38) apygarda,0.3336,0.3178,4400,153
Jonas Virkutis,Mažeikių (Nr. 38) apygarda,0.1634,0.1557,2143,87
Vidas Noreika,Mažeikių (Nr. 38) apygarda,0.1343,0.1279,1803,30
Jonas Jurkus,Mažeikių (Nr. 38) apygarda,0.103,0.0981,1365,41
Vladas Butėnas,Mažeikių (Nr. 38) apygarda,0.0705,0.0671,928,34
Regina Taurinskienė,Mažeikių (Nr. 38) apygarda,0.0651,0.062,868,20
Pranas Gladkauskas,Mažeikių (Nr. 38) apygarda,0.0456,0.0434,610,12
Regina Vileniškytė,Mažeikių (Nr. 38) apygarda,0.0262,0.0249,337,20
Gėnė Jokubauskienė,Mažeikių (Nr. 38) apygarda,0.0246,0.0235,325,11
Egidijus Skarbalius,Mažeikių (Nr. 38) apygarda,0.0206,0.0196,280,1
Vidmantas Juodpusis,Mažeikių (Nr. 38) apygarda,0.0133,0.0126,176,5
Vaclovas Lapė,Skuodo Mažeikių (Nr. 37) apygarda,0.3752,0.3533,5700,464
Odeta Šiaulienė,Skuodo Mažeikių (Nr. 37) apygarda,0.2071,0.195,3035,368
Romualdas Aloyzas Kalvaitis,Skuodo Mažeikių (Nr. 37) apygarda,0.1568,0.1476,2436,140
Zinaida Žegunienė,Skuodo Mažeikių (Nr. 37) apygarda,0.0716,0.0675,1108,69
Edmundas Untulis,Skuodo Mažeikių (Nr. 37) apygarda,0.0545,0.0514,847,49
Regina Vengalienė,Skuodo Mažeikių (Nr. 37) apygarda,0.0506,0.0477,781,51
Juozas Egidijus Simokaitis,Skuodo Mažeikių (Nr. 37) apygarda,0.0426,0.0401,677,23
Vytautas Juozas Jarmolavičius,Skuodo Mažeikių (Nr. 37) apygarda,0.0285,0.0269,427,42
Leonas Norkus,Skuodo Mažeikių (Nr. 37) apygarda,0.013,0.0122,193,20
Ignacas Stasys Uždavinys,Kretingos (Nr. 36) apygarda,0.3389,0.3248,5576,360
Antanas Švitra,Kretingos (Nr. 36) apygarda,0.2211,0.2119,3718,154
Arvydas Stasiūnaitis,Kretingos (Nr. 36) apygarda,0.2071,0.1985,3398,230
Lilija Petraitienė,Kretingos (Nr. 36) apygarda,0.0635,0.0609,1083,30
Janė Narvilienė,Kretingos (Nr. 36) apygarda,0.0515,0.0494,848,54
Alfonsas Algimantas Zaliapugas,Kretingos (Nr. 36) apygarda,0.0343,0.0328,577,23
Mindaugas Tamošauskas,Kretingos (Nr. 36) apygarda,0.0306,0.0293,523,13
Gintautas Jaras,Kretingos (Nr. 36) apygarda,0.0182,0.0174,318,0
Ksaveras Algimantas Purvinskas,Kretingos (Nr. 36) apygarda,0.0155,0.0148,260,11
Leonas Kniukšta,Kretingos (Nr. 36) apygarda,0.0115,0.011,188,13
Stanislovas Valančius,Kretingos (Nr. 36) apygarda,0.0057,0.0054,92,7
Valentinas Zaborskas,Kretingos (Nr. 36) apygarda,0.0022,0.0021,38,1
Liudvikas Sabutis,Plungės (Nr. 35) apygarda,0.3369,0.3229,6789,322
Leonardas Želvys,Plungės (Nr. 35) apygarda,0.2165,0.2075,4239,331
Mykolas Pronckus,Plungės (Nr. 35) apygarda,0.151,0.1447,3071,116
Rimantas Vaitkus,Plungės (Nr. 35) apygarda,0.1194,0.1144,2454,66
Audrius Klišonis,Plungės (Nr. 35) apygarda,0.0795,0.0762,1647,31
Birutė Grinbergienė,Plungės (Nr. 35) apygarda,0.04,0.0383,806,38
Primas Noreika,Plungės (Nr. 35) apygarda,0.0337,0.0323,671,41
Augustinas Salys,Plungės (Nr. 35) apygarda,0.0118,0.0114,234,16
Stasys Recepas,Plungės (Nr. 35) apygarda,0.0113,0.0108,234,4
Vilija Aleknaitė Abramikienė,Tauragės (Nr. 34) apygarda,0.3965,0.3806,6489,304
Petras Algirdas Miškinis,Tauragės (Nr. 34) apygarda,0.1525,0.1464,2480,133
Andriejus Anfimovas,Tauragės (Nr. 34) apygarda,0.1271,0.122,2145,33
Antanas Zenonas Kaminskas,Tauragės (Nr. 34) apygarda,0.1033,0.0991,1697,72
Dainius Petras Paukštė,Tauragės (Nr. 34) apygarda,0.0691,0.0663,1128,56
Romualdas Zemeckis,Tauragės (Nr. 34) apygarda,0.0583,0.0559,949,49
Antanas Tirevičius,Tauragės (Nr. 34) apygarda,0.0237,0.0227,387,19
Dalia Mulevičienė,Tauragės (Nr. 34) apygarda,0.0235,0.0226,395,8
Algimantas Vaitkaitis,Tauragės (Nr. 34) apygarda,0.0221,0.0212,357,21
Jonas Ambrazaitis,Tauragės (Nr. 34) apygarda,0.0096,0.0092,161,3
Vytautas Kazakevičius,Tauragės (Nr. 34) apygarda,0.0086,0.0082,143,4
Genovaitė Šimkienė,Tauragės (Nr. 34) apygarda,0.005,0.0048,84,1
Alfonsas Bartkus,Šilalės Šilutės (Nr. 33) apygarda,0.4306,0.4091,7585,531
Kazimieras Vytautas Kryževičius,Šilalės Šilutės (Nr. 33) apygarda,0.1724,0.1638,3024,225
Steponas Varkalys,Šilalės Šilutės (Nr. 33) apygarda,0.1464,0.1391,2665,95
Valentinas Mačiulis,Šilalės Šilutės (Nr. 33) apygarda,0.1076,0.1022,1947,80
Zigmas Tadas Urbonas,Šilalės Šilutės (Nr. 33) apygarda,0.0554,0.0527,1013,32
Vaclovas Algirdas Mišeikis,Šilalės Šilutės (Nr. 33) apygarda,0.0414,0.0394,745,36
Kęstutis Balčiūnas,Šilalės Šilutės (Nr. 33) apygarda,0.0399,0.0379,684,68
Zita Bendinskienė,Šilalės Šilutės (Nr. 33) apygarda,0.0062,0.0059,107,10
Nijolė Vaitiekūnienė,Šilutės (Nr. 32) apygarda,0.2702,0.2603,4514,187
Virginijus Martišauskas,Šilutės (Nr. 32) apygarda,0.204,0.1965,3467,82
Stasys Mėlinauskas,Šilutės (Nr. 32) apygarda,0.1502,0.1448,2537,77
Vidmantas Adomonis,Šilutės (Nr. 32) apygarda,0.0982,0.0946,1616,92
Irena Čižauskienė,Šilutės (Nr. 32) apygarda,0.0867,0.0836,1431,78
Regina Rekešienė,Šilutės (Nr. 32) apygarda,0.0483,0.0465,822,18
Vygaudas Molis,Šilutės (Nr. 32) apygarda,0.0465,0.0448,794,15
Bronius Pauža,Šilutės (Nr. 32) apygarda,0.0415,0.04,697,26
Aldona Dlugoborskienė,Šilutės (Nr. 32) apygarda,0.0179,0.0173,297,15
Vitalijus Laktionkinas,Šilutės (Nr. 32) apygarda,0.0134,0.0129,227,6
Laimutis Norgėla,Šilutės (Nr. 32) apygarda,0.0125,0.012,212,5
Alfredas Janušauskas,Šilutės (Nr. 32) apygarda,0.0107,0.0103,175,11
Petras Gražulis,Gargždų (Nr. 31) apygarda,0.2805,0.27,4656,442
Bronislavas Juozas Kuzmickas,Gargždų (Nr. 31) apygarda,0.244,0.2349,4252,182
Kazimieras Antanavičius,Gargždų (Nr. 31) apygarda,0.1847,0.1778,3191,165
Juozapas Paliakas,Gargždų (Nr. 31) apygarda,0.0898,0.0864,1586,45
Gražina Kavaliauskienė,Gargždų (Nr. 31) apygarda,0.0519,0.0499,905,38
Stanislovas Šiukšta,Gargždų (Nr. 31) apygarda,0.0494,0.0476,858,40
Vanda Briedienė,Gargždų (Nr. 31) apygarda,0.0484,0.0466,808,71
Gintautas Kniukšta,Gargždų (Nr. 31) apygarda,0.0261,0.0251,464,10
Petras Adomaitis,Gargždų (Nr. 31) apygarda,0.0219,0.0211,388,10
Audronė Pintverienė,Gargždų (Nr. 31) apygarda,0.0034,0.0032,58,3
Kęstutis Glaveckas,Alytaus (Nr. 30) apygarda,0.3491,0.3365,6520,109
Ona Suncovienė,Alytaus (Nr. 30) apygarda,0.2139,0.2062,3908,154
Albinas Minkevičius,Alytaus (Nr. 30) apygarda,0.1263,0.1217,2299,99
Julius Sabatauskas,Alytaus (Nr. 30) apygarda,0.0767,0.0739,1410,46
Gema Jurkūnaitė,Alytaus (Nr. 30) apygarda,0.0766,0.0739,1409,46
Stasys Kizelavičius,Alytaus (Nr. 30) apygarda,0.0588,0.0567,1069,47
Vytautas Nedzinskas,Alytaus (Nr. 30) apygarda,0.0569,0.0549,1046,35
Visvaldas Dumbliauskas,Alytaus (Nr. 30) apygarda,0.0253,0.0244,461,20
Vytautas Kolesnikovas,Alytaus (Nr. 30) apygarda,0.0095,0.0091,176,4
Elvyra Marcinkevičiūtė,Alytaus (Nr. 30) apygarda,0.0068,0.0065,109,20
Kazys Bobelis,Marijampolės (Nr. 29) apygarda,0.3577,0.35,5973,109
Algirdas Endriukaitis,Marijampolės (Nr. 29) apygarda,0.2223,0.2175,3654,126
Algis Žvaliauskas,Marijampolės (Nr. 29) apygarda,0.1379,0.1349,2248,96
Gintautas Oleka,Marijampolės (Nr. 29) apygarda,0.0817,0.0799,1367,22
Gediminas Akelaitis,Marijampolės (Nr. 29) apygarda,0.0488,0.0477,796,33
Kęstutis Kubertavičius,Marijampolės (Nr. 29) apygarda,0.0472,0.0462,760,43
Valentinas Aleksa,Marijampolės (Nr. 29) apygarda,0.0369,0.0361,598,30
Daiva Kvedaraitė,Marijampolės (Nr. 29) apygarda,0.0306,0.0299,480,40
Gedeminas Kuncaitis,Marijampolės (Nr. 29) apygarda,0.0175,0.0171,289,9
Benjaminas Mašalaitis,Marijampolės (Nr. 29) apygarda,0.0144,0.014,214,30
Algimantas Straleckas,Marijampolės (Nr. 29) apygarda,0.0026,0.0026,38,7
Justinas Skuminas,Marijampolės (Nr. 29) apygarda,0.0024,0.0023,34,6
Raimundas Leonas Rajeckas,Aukštaitijos (Nr. 28) apygarda,0.2956,0.2839,5975,360
Julius Beinortas,Aukštaitijos (Nr. 28) apygarda,0.1847,0.1774,3602,357
Kazimieras Uoka,Aukštaitijos (Nr. 28) apygarda,0.0859,0.0825,1756,85
Vytautas Rapolas Gritėnas,Aukštaitijos (Nr. 28) apygarda,0.0829,0.0796,1655,122
Vidmantas Kisielis,Aukštaitijos (Nr. 28) apygarda,0.0792,0.0761,1626,72
Zenius Jonas Jurgelaitis,Aukštaitijos (Nr. 28) apygarda,0.0493,0.0474,1000,57
Alfredas Pekeliūnas,Aukštaitijos (Nr. 28) apygarda,0.0443,0.0425,923,26
Jeronimas Kraujelis,Aukštaitijos (Nr. 28) apygarda,0.0437,0.0419,902,34
Angelė Steponavičienė,Aukštaitijos (Nr. 28) apygarda,0.0351,0.0337,691,61
Petras Mackela,Aukštaitijos (Nr. 28) apygarda,0.0333,0.032,697,16
Dainius Šipelis,Aukštaitijos (Nr. 28) apygarda,0.022,0.0212,431,41
Antanas Slučka,Aukštaitijos (Nr. 28) apygarda,0.0141,0.0135,288,14
Alvilina Rimševičienė,Aukštaitijos (Nr. 28) apygarda,0.0121,0.0117,242,18
Vytautas Kazimieras Adomaitis,Aukštaitijos (Nr. 28) apygarda,0.0095,0.0091,185,18
Vaidotas Krisiūnas,Aukštaitijos (Nr. 28) apygarda,0.0084,0.0081,168,12
Kęstutis Skrebys,Vakarinė (Nr. 27) apygarda,0.3685,0.3566,7475,173
Gintaras Šileikis,Vakarinė (Nr. 27) apygarda,0.1537,0.1487,3142,48
Jonas Liaučius,Vakarinė (Nr. 27) apygarda,0.1366,0.1322,2782,53
Vitalijus Satkevičius,Vakarinė (Nr. 27) apygarda,0.134,0.1297,2726,55
Vytautas Steponas Buterlevičius,Vakarinė (Nr. 27) apygarda,0.0724,0.0701,1476,27
Valerija Brazienė,Vakarinė (Nr. 27) apygarda,0.0535,0.0517,1087,23
Visvaldas Matkevičius,Vakarinė (Nr. 27) apygarda,0.0245,0.0237,501,8
Petras Bartkevičius,Vakarinė (Nr. 27) apygarda,0.0171,0.0166,351,4
Viturys Giknius,Vakarinė (Nr. 27) apygarda,0.014,0.0136,286,5
Birutė Kriaučiūnienė,Vakarinė (Nr. 27) apygarda,0.014,0.0135,286,4
Rimantas Astrauskas,Vakarinė (Nr. 27) apygarda,0.0116,0.0112,236,5
Mečys Laurinkus,Nevėžio (Nr. 26) apygarda,0.4481,0.4318,9629,296
Petras Luomanas,Nevėžio (Nr. 26) apygarda,0.1249,0.1204,2627,140
Gintaras Balčiūnas,Nevėžio (Nr. 26) apygarda,0.0937,0.0903,2021,54
Vytautas Vidmantas Zimnickas,Nevėžio (Nr. 26) apygarda,0.086,0.0829,1813,92
Lina Rasikevičienė,Nevėžio (Nr. 26) apygarda,0.0508,0.049,1099,27
Mindaugas Ramanauskas,Nevėžio (Nr. 26) apygarda,0.0468,0.0451,1017,20
Marijona Regina Astrauskienė,Nevėžio (Nr. 26) apygarda,0.039,0.0375,823,40
Algirdas Blažys,Nevėžio (Nr. 26) apygarda,0.0354,0.0341,737,46
Viktoras Lukoševičius,Nevėžio (Nr. 26) apygarda,0.0245,0.0236,529,13
Eleodoras Šveikauskas,Nevėžio (Nr. 26) apygarda,0.0143,0.0138,308,9
Evaldas Leonardas Garška,Nevėžio (Nr. 26) apygarda,0.0113,0.0109,247,4
Genovaitė Inčiūrienė,Nevėžio (Nr. 26) apygarda,0.0104,0.01,219,11
Ignacas Vienažindis,Nevėžio (Nr. 26) apygarda,0.0095,0.0091,206,4
Viktoras Algimantas Soblys,Nevėžio (Nr. 26) apygarda,0.0053,0.0051,114,3
Emanuelis Zingeris,Dainų (Nr. 25) apygarda,0.2841,0.271,4218,82
Kazimieras Šavinis,Dainų (Nr. 25) apygarda,0.1322,0.1261,1990,11
Arvydas Ivaškevičius,Dainų (Nr. 25) apygarda,0.1277,0.1218,1910,23
Rimantas Lazdynas,Dainų (Nr. 25) apygarda,0.0973,0.0928,1459,13
Saulius Turskis,Dainų (Nr. 25) apygarda,0.078,0.0744,1158,23
Nijolė Ščiukaitė,Dainų (Nr. 25) apygarda,0.063,0.0601,943,10
Leonas Jankauskas,Dainų (Nr. 25) apygarda,0.0486,0.0464,731,5
Vytautas Giedraitis,Dainų (Nr. 25) apygarda,0.047,0.0449,708,4
Stepas Janušonis,Dainų (Nr. 25) apygarda,0.0313,0.0298,469,4
Vitalijus Rumbauskas,Dainų (Nr. 25) apygarda,0.0302,0.0288,450,7
Algimantas Augys,Dainų (Nr. 25) apygarda,0.0192,0.0183,282,9
Stanislovas Snieška,Dainų (Nr. 25) apygarda,0.0189,0.018,282,4
Vytautas Seilius,Dainų (Nr. 25) apygarda,0.0136,0.013,205,1
Arvydas Juozapas Janavičius,Dainų (Nr. 25) apygarda,0.0088,0.0084,133,0
Birutė Teodora Visokavičienė,Saulės (Nr. 24) apygarda,0.3647,0.3427,5742,128
Vida Stasiūnaitė,Saulės (Nr. 24) apygarda,0.1602,0.1506,2526,53
Valentina Šimkuvienė,Saulės (Nr. 24) apygarda,0.1251,0.1176,1982,32
Vincas Laurutis,Saulės (Nr. 24) apygarda,0.1233,0.1158,1948,36
Algirdas Vileikis,Saulės (Nr. 24) apygarda,0.0936,0.0879,1435,71
Stasys Grigaliūnas,Saulės (Nr. 24) apygarda,0.035,0.0329,548,16
Žilvinas Razminas,Saulės (Nr. 24) apygarda,0.0343,0.0322,542,10
Romualdas Aksomaitis,Saulės (Nr. 24) apygarda,0.0236,0.0222,371,9
Dailis Alfonsas Barakauskas,Saulės (Nr. 24) apygarda,0.0212,0.0199,335,6
Vytautas Kazlauskas,Saulės (Nr. 24) apygarda,0.0142,0.0133,222,6
Erna Pošiūnienė,Saulės (Nr. 24) apygarda,0.0047,0.0044,74,2
Algimantas Sėjūnas,Aušros (Nr. 23) apygarda,0.3687,0.3448,5559,138
Vytautas Juškus,Aušros (Nr. 23) apygarda,0.1541,0.1441,2325,56
Roma Dovydėnienė,Aušros (Nr. 23) apygarda,0.1007,0.0942,1534,22
Mindaugas Končius,Aušros (Nr. 23) apygarda,0.0959,0.0897,1453,29
Edmundas Jovaišis,Aušros (Nr. 23) apygarda,0.0886,0.0829,1325,44
Stanislovas Ambrasas,Aušros (Nr. 23) apygarda,0.0354,0.0331,535,12
Rimantas Krankalis,Aušros (Nr. 23) apygarda,0.0343,0.0321,516,14
Valentinas Mazuronis,Aušros (Nr. 23) apygarda,0.032,0.0299,485,9
Romas Mikšys,Aušros (Nr. 23) apygarda,0.0268,0.0251,408,6
Kristina Janavičienė,Aušros (Nr. 23) apygarda,0.0204,0.0191,311,5
Povilas Kiaulakys,Aušros (Nr. 23) apygarda,0.0185,0.0173,279,7
Ona Karkauskaitė,Aušros (Nr. 23) apygarda,0.017,0.0159,256,6
Viktoras Zažeckis,Aušros (Nr. 23) apygarda,0.0077,0.0072,119,0
Stasys Malkevičius,Pajūrio (Nr. 22) apygarda,0.3429,0.3162,5868,125
Rimas Girskis,Pajūrio (Nr. 22) apygarda,0.1453,0.134,2474,65
Irena Galdikaitė,Pajūrio (Nr. 22) apygarda,0.1029,0.0949,1741,58
Ulijana Petraitienė,Pajūrio (Nr. 22) apygarda,0.0848,0.0782,1451,31
Pranas Dėdinas,Pajūrio (Nr. 22) apygarda,0.0802,0.074,1379,23
Judita Simonavičiūtė,Pajūrio (Nr. 22) apygarda,0.0653,0.0603,1121,21
Aloyzas Každailevičius,Pajūrio (Nr. 22) apygarda,0.0648,0.0597,1112,20
Česlovas Račas,Pajūrio (Nr. 22) apygarda,0.0475,0.0438,811,20
