kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Vytautas Kvietkauskas,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.2303,0.219,5680,649
Algirdas Gricius,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.1953,0.1857,4154,1214
Albertas Šimėnas,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.16,0.1522,2678,1721
Nijolė Oželytė,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.16,0.1521,3426,971
Giedrė Purvaneckienė,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.1052,0.1,2372,520
Medardas Čobotas,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.0446,0.0424,816,410
Giedrė Kvieskienė,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.0407,0.0387,683,436
Andrejus Gotto,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.035,0.0332,870,91
Vitas Karčiauskas,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.0151,0.0143,291,123
Kristina Daraškevičienė,Naujamiesčio (Nr. 1) vienmandatė apygarda,0.0139,0.0132,208,174
Justinas Karosas,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.2631,0.2511,5665,292
Irena Degutienė,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.1628,0.1554,3285,402
Egidijus Žičkus,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.1291,0.1232,2783,140
Jonas Matulevičius,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.106,0.1012,2240,160
Juozas Šarkus,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0689,0.0658,1454,107
Sigitas Daugirda,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0625,0.0597,1356,60
Alvydas Baležentis,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0578,0.0552,1195,115
Vidmantas Dambrauskas,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0449,0.0428,973,43
Algina Ražanskienė,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0293,0.028,605,58
Algirdas Radvila,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0282,0.0269,609,29
Vytautas Dabrukas,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0268,0.0255,565,41
Algirdas Rimgaila,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0139,0.0133,301,14
Jonas Truska,Lazdijų - Druskininkų (Nr. 71) vienmandatė apygarda,0.0068,0.0065,142,11
Algis Kašėta,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.2098,0.1983,3851,304
Imantas Lazdinis,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.2069,0.1956,3884,215
Jonas Semsė,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.192,0.1815,3529,275
Leonard Talmont,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.1233,0.1165,2113,329
Mindaugas Lužys,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.0799,0.0755,1470,113
Antanas Soraka,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.0514,0.0486,944,74
Gintaras Šurkus,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.0444,0.0419,842,37
Algimantas Černiauskas,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.0405,0.0383,727,76
Kristina Krupavičienė,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.0212,0.02,393,26
Alvydas Mikelionis,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.0171,0.0161,327,11
Jonas Juknevičius,Varėnos - Eišiškių (Nr. 70) vienmandatė apygarda,0.0135,0.0128,259,9
Vydas Baravykas,Dzūkijos (Nr. 69) vienmandatė apygarda,0.2257,0.2162,4657,215
Arturas Juškauskas,Dzūkijos (Nr. 69) vienmandatė apygarda,0.2223,0.2129,4578,219
Ignas Aleškevičius,Dzūkijos (Nr. 69) vienmandatė apygarda,0.1574,0.1508,3207,191
Leonas Karpalavičius,Dzūkijos (Nr. 69) vienmandatė apygarda,0.1154,0.1105,2407,83
Algis Žėkas,Dzūkijos (Nr. 69) vienmandatė apygarda,0.1044,0.1,2144,109
Albinas Buzūnas,Dzūkijos (Nr. 69) vienmandatė apygarda,0.0664,0.0636,1377,57
Vidmantas Žiemelis,Dzūkijos (Nr. 69) vienmandatė apygarda,0.0369,0.0354,761,36
Juozas Pilvelis,Dzūkijos (Nr. 69) vienmandatė apygarda,0.0345,0.033,715,29
Rimas Supranavičius,Dzūkijos (Nr. 69) vienmandatė apygarda,0.0229,0.0219,472,22
Juozas Listavičius,Dzūkijos (Nr. 69) vienmandatė apygarda,0.0141,0.0135,282,22
Algirdas Butkevičius,Vilkaviškio (Nr. 68) vienmandatė apygarda,0.6122,0.59,11017,639
Jonas Ščeponis,Vilkaviškio (Nr. 68) vienmandatė apygarda,0.1207,0.1163,2162,136
Sigitas Plečkaitis,Vilkaviškio (Nr. 68) vienmandatė apygarda,0.0888,0.0855,1516,174
Jonas Mačys,Vilkaviškio (Nr. 68) vienmandatė apygarda,0.0883,0.0851,1457,225
Eugenijus Ramanauskas,Vilkaviškio (Nr. 68) vienmandatė apygarda,0.0463,0.0446,815,67
Antanas Amšiejus,Vilkaviškio (Nr. 68) vienmandatė apygarda,0.0283,0.0272,497,41
Remigijus Dragašius,Vilkaviškio (Nr. 68) vienmandatė apygarda,0.0153,0.0148,282,10
Juozas Palionis,Prienų (Nr. 67) vienmandatė apygarda,0.2542,0.2421,4264,380
Antanas Serafinas Zenkevičius,Prienų (Nr. 67) vienmandatė apygarda,0.2279,0.217,3913,250
Regina Švobienė,Prienų (Nr. 67) vienmandatė apygarda,0.1313,0.125,2216,182
Arminas Lydeka,Prienų (Nr. 67) vienmandatė apygarda,0.116,0.1105,2009,110
Antanas Šatas,Prienų (Nr. 67) vienmandatė apygarda,0.0928,0.0884,1555,141
Sigitas Urbonas,Prienų (Nr. 67) vienmandatė apygarda,0.075,0.0714,1243,127
Jonas Valatka,Prienų (Nr. 67) vienmandatė apygarda,0.0437,0.0416,742,57
Ona Šulcienė,Prienų (Nr. 67) vienmandatė apygarda,0.0431,0.041,695,92
Juozas Ciparis,Prienų (Nr. 67) vienmandatė apygarda,0.0159,0.0152,263,28
Vladas Žalnerauskas,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.1871,0.1768,3340,116
Donatas Jankauskas,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.1474,0.1393,2545,177
Dalija Daubarienė,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.1464,0.1383,2569,134
Antanas Karoblis,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.1144,0.108,2043,69
Renata Smailytė,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.1111,0.1049,1963,88
Asta Sederevičiūtė,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.0796,0.0752,1357,113
Zenonas Rimkus,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.0687,0.0649,1206,63
Juozas Mozeris,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.0602,0.0568,1051,60
Paulius Bernotas,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.0398,0.0376,709,26
Irena Puniškienė,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.0201,0.019,351,20
Dalius Tumynas,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.0128,0.0121,221,15
Bronius Simanavičius,Kauno kaimiškoji (Nr. 66) vienmandatė apygarda,0.0125,0.0118,221,10
Gintautas Šivickas,Kauno - Kėdainių (Nr. 65) vienmandatė apygarda,0.2093,0.1952,3757,149
Algimantas Dagys,Kauno - Kėdainių (Nr. 65) vienmandatė apygarda,0.2052,0.1913,3532,297
Antanas Nesteckis,Kauno - Kėdainių (Nr. 65) vienmandatė apygarda,0.2034,0.1897,3542,254
Gediminas Staugaitis,Kauno - Kėdainių (Nr. 65) vienmandatė apygarda,0.1329,0.1239,2395,85
Vladas Vilimas,Kauno - Kėdainių (Nr. 65) vienmandatė apygarda,0.1093,0.1019,1875,164
Arūnas Grumadas,Kauno - Kėdainių (Nr. 65) vienmandatė apygarda,0.0598,0.0558,1067,49
Kęstutis Juknis,Kauno - Kėdainių (Nr. 65) vienmandatė apygarda,0.0461,0.043,790,71
Jurgita Kaminskaitė-Gaigalienė,Kauno - Kėdainių (Nr. 65) vienmandatė apygarda,0.0339,0.0316,578,54
Mindaugas Bastys,Šakių (Nr. 64) vienmandatė apygarda,0.2817,0.269,5204,498
Arvydas Vidžiūnas,Šakių (Nr. 64) vienmandatė apygarda,0.2289,0.2185,4109,523
Juozas Bertašius,Šakių (Nr. 64) vienmandatė apygarda,0.2094,0.1999,3843,395
Jonas Rekešius,Šakių (Nr. 64) vienmandatė apygarda,0.1245,0.1188,2253,266
Viktoras Petravičius,Šakių (Nr. 64) vienmandatė apygarda,0.0424,0.0405,789,70
Eduardas Zelba,Šakių (Nr. 64) vienmandatė apygarda,0.0283,0.027,502,71
Romaldas Petras Damušis,Šakių (Nr. 64) vienmandatė apygarda,0.0269,0.0257,465,79
Algimantas Bublaitis,Šakių (Nr. 64) vienmandatė apygarda,0.0217,0.0208,377,63
Juozas Grinkevičius,Šakių (Nr. 64) vienmandatė apygarda,0.0211,0.0202,366,62
Gintaras Arminas,Šakių (Nr. 64) vienmandatė apygarda,0.0151,0.0144,273,32
Juozas Olekas,Suvalkijos (Nr. 63) vienmandatė apygarda,0.3206,0.3051,6006,430
Ritutis Balčiūnas,Suvalkijos (Nr. 63) vienmandatė apygarda,0.2053,0.1954,3879,242
Stanislovas Algimantas Jokūbėnas,Suvalkijos (Nr. 63) vienmandatė apygarda,0.1151,0.1096,2208,103
Jonas Matulevičius,Suvalkijos (Nr. 63) vienmandatė apygarda,0.1031,0.0981,1892,177
Algimantas Belzus,Suvalkijos (Nr. 63) vienmandatė apygarda,0.0767,0.073,1476,63
Eugenijus Misiūnas,Suvalkijos (Nr. 63) vienmandatė apygarda,0.0561,0.0534,1029,98
Virgilijus Žibūda,Suvalkijos (Nr. 63) vienmandatė apygarda,0.05,0.0476,962,42
Juozas Kastantas Klimavičius,Suvalkijos (Nr. 63) vienmandatė apygarda,0.0404,0.0384,756,55
Arūnas Jasionis,Suvalkijos (Nr. 63) vienmandatė apygarda,0.0326,0.0311,590,65
Saulius Lapėnas,Jurbarko (Nr. 62) vienmandatė apygarda,0.2336,0.2241,3938,302
Arūnas Stoškus,Jurbarko (Nr. 62) vienmandatė apygarda,0.1847,0.1771,2974,378
Mindaugas Šlepševičius,Jurbarko (Nr. 62) vienmandatė apygarda,0.1633,0.1566,2620,344
Antanas Juozas Kazakevičius,Jurbarko (Nr. 62) vienmandatė apygarda,0.1264,0.1213,2028,267
Stanislovas Gediminas Ilgūnas,Jurbarko (Nr. 62) vienmandatė apygarda,0.0982,0.0942,1572,210
Jonas Bučinskas,Jurbarko (Nr. 62) vienmandatė apygarda,0.0824,0.079,1258,237
Birutė Valionytė,Jurbarko (Nr. 62) vienmandatė apygarda,0.0811,0.0778,1315,157
Kristina Vančienė,Jurbarko (Nr. 62) vienmandatė apygarda,0.0304,0.0292,432,120
Julius Veselka,Ukmergės (Nr. 61) vienmandatė apygarda,0.2571,0.2465,5422,249
Vytautas Grušauskas,Ukmergės (Nr. 61) vienmandatė apygarda,0.1472,0.1411,2998,249
Alfonsas Macaitis,Ukmergės (Nr. 61) vienmandatė apygarda,0.1178,0.113,2439,160
Steponas Jankeliūnas,Ukmergės (Nr. 61) vienmandatė apygarda,0.0985,0.0945,1968,205
Albertas Lingė,Ukmergės (Nr. 61) vienmandatė apygarda,0.0965,0.0925,2005,124
Regimantas Baravykas,Ukmergės (Nr. 61) vienmandatė apygarda,0.067,0.0642,1407,71
Rimantas Smetona,Ukmergės (Nr. 61) vienmandatė apygarda,0.0641,0.0615,1269,145
Regina Šaltinienė,Ukmergės (Nr. 61) vienmandatė apygarda,0.0589,0.0564,1240,58
Arvydas Mikutis,Ukmergės (Nr. 61) vienmandatė apygarda,0.0408,0.0391,768,131
Sigitas Masiulionis,Ukmergės (Nr. 61) vienmandatė apygarda,0.0272,0.0261,555,46
Algimantas Velička,Ukmergės (Nr. 61) vienmandatė apygarda,0.0248,0.0238,491,56
Rimantas Sinkevičius,Jonavos (Nr. 60) vienmandatė apygarda,0.2906,0.2794,5090,211
Jonas Čekuolis,Jonavos (Nr. 60) vienmandatė apygarda,0.1947,0.1872,3443,109
Andrejus Štombergas,Jonavos (Nr. 60) vienmandatė apygarda,0.1945,0.187,3407,141
Romualdas Kęstutis Ancuta,Jonavos (Nr. 60) vienmandatė apygarda,0.0898,0.0863,1578,60
Ona Antanavičienė,Jonavos (Nr. 60) vienmandatė apygarda,0.0799,0.0768,1393,64
Gintas Jasiulionis,Jonavos (Nr. 60) vienmandatė apygarda,0.0358,0.0344,627,26
Klemensas Algimantas Gaižauskas,Jonavos (Nr. 60) vienmandatė apygarda,0.0326,0.0314,565,30
Arūnas Grušeckas,Jonavos (Nr. 60) vienmandatė apygarda,0.0254,0.0245,444,20
Rimvydas Paškauskas,Jonavos (Nr. 60) vienmandatė apygarda,0.0229,0.022,399,18
Algimantas Žerolis,Jonavos (Nr. 60) vienmandatė apygarda,0.0159,0.0153,276,14
Salomėja Vida Valatkevičienė,Jonavos (Nr. 60) vienmandatė apygarda,0.01,0.0096,171,11
Kazimieras Petraitis,Jonavos (Nr. 60) vienmandatė apygarda,0.0078,0.0075,135,7
Bronius Bradauskas,Kaišiadorių - Elektrėnų (Nr. 59) vienmandatė apygarda,0.2692,0.2544,5354,418
Juozas Matulevičius,Kaišiadorių - Elektrėnų (Nr. 59) vienmandatė apygarda,0.2516,0.2378,5013,382
Juozas Virmantas Jurgaitis,Kaišiadorių - Elektrėnų (Nr. 59) vienmandatė apygarda,0.1735,0.164,3440,281
Rimantas Jonas Dagys,Kaišiadorių - Elektrėnų (Nr. 59) vienmandatė apygarda,0.1697,0.1604,3126,513
Vytautas Vyčinas,Kaišiadorių - Elektrėnų (Nr. 59) vienmandatė apygarda,0.0556,0.0526,1103,90
Saulius Pečeliūnas,Kaišiadorių - Elektrėnų (Nr. 59) vienmandatė apygarda,0.0412,0.0389,827,56
Zita Marijona Juodeikienė,Kaišiadorių - Elektrėnų (Nr. 59) vienmandatė apygarda,0.0392,0.037,726,114
Dangutė Mikutienė,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.3019,0.281,5158,261
Zita Okunevičienė,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.1343,0.125,2277,133
Tadeuš Tučkovski,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.1322,0.123,2157,215
Danutė Aleksiūnienė,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0947,0.0881,1497,202
Valerija Brazienė Gitelman,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0759,0.0706,1290,72
Rimvydas Raimondas Survila,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0657,0.0611,1090,89
Albertas Malašauskas,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0498,0.0464,815,79
Arvydas Pečiulis,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.033,0.0307,567,25
Vladislav Jankovskij,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0316,0.0294,543,25
Viktoras Mongirdas,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0291,0.0271,477,46
Raimondas Ivaškevičius,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0171,0.0159,267,40
Kęstutis Vaclovas Baravykas,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0133,0.0124,227,12
Steponas Puipa,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0113,0.0105,193,9
Stasė Žabienė,Trakų - Elektrėnų (Nr. 58) vienmandatė apygarda,0.0101,0.0094,169,13
Aleksander Poplavski,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.2797,0.2622,4819,291
Henrik Jankovski,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.1912,0.1792,2979,514
Česlav Mickievič,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.1196,0.1122,2112,74
Jan Zachaževski,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.0991,0.0929,1731,80
Anicet Brodavski,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.0785,0.0736,1367,67
Vacys Ramanauskas,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.0662,0.062,1157,52
Sofija Daubaraitė,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.0603,0.0565,1035,67
Albinas Pocevičius,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.049,0.0459,877,18
Viktoras Leonas Pakalnis,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.0311,0.0291,551,17
Mykolas Okulič Kazarinas,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.0135,0.0127,231,16
Žilvinas Cibas,Vilniaus - Trakų (Nr. 57) vienmandatė apygarda,0.0119,0.0111,202,15
Valdemar Tomaševski,Vilniaus - Šalčininkų (Nr. 56) vienmandatė apygarda,0.5117,0.4734,7457,1516
Valerij Tretjakov,Vilniaus - Šalčininkų (Nr. 56) vienmandatė apygarda,0.2128,0.1969,3519,212
Artur Plokšto,Vilniaus - Šalčininkų (Nr. 56) vienmandatė apygarda,0.1084,0.1003,1792,109
Ilona Paškevič,Vilniaus - Šalčininkų (Nr. 56) vienmandatė apygarda,0.0713,0.066,1123,128
Romas Kalcas,Vilniaus - Šalčininkų (Nr. 56) vienmandatė apygarda,0.0347,0.0321,573,35
Jolanta Bogdelienė,Vilniaus - Šalčininkų (Nr. 56) vienmandatė apygarda,0.031,0.0286,500,43
Victor Vitold Vytautas Laugalis,Vilniaus - Šalčininkų (Nr. 56) vienmandatė apygarda,0.0192,0.0178,320,17
Aleksandr Tuguši,Vilniaus - Šalčininkų (Nr. 56) vienmandatė apygarda,0.0109,0.0101,182,10
Gabriel Jan Mincevič,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.2135,0.201,3590,703
Liudmila Truskauskienė,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.1978,0.1862,3346,631
Jonas Purvaneckas,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.156,0.1469,2874,263
Nikolaj Medvedev,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.1531,0.1441,2828,250
Eligijus Ryškus,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.1002,0.0943,1941,74
Danius Lygis,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.0805,0.0757,1446,172
Virginijus Šmigelskas,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.0467,0.0439,895,43
Gediminas Rudžionis,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.0256,0.0241,477,37
Vilhelmas Keliuotis,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.0149,0.014,274,25
Ramutis Valentinas Zdanavičius,Širvintų - Vilniaus (Nr. 55) vienmandatė apygarda,0.0117,0.011,219,17
Kazimira Danutė Prunskienė,Molėtų - Švenčionių (Nr. 54) vienmandatė apygarda,0.4206,0.4003,7107,474
Valentinas Stundys,Molėtų - Švenčionių (Nr. 54) vienmandatė apygarda,0.2148,0.2045,3554,318
Vaclovas Papinigis,Molėtų - Švenčionių (Nr. 54) vienmandatė apygarda,0.1794,0.1708,3023,211
Gintautas Babravičius,Molėtų - Švenčionių (Nr. 54) vienmandatė apygarda,0.1174,0.1118,2045,72
Alfonsas Gedgaudas,Molėtų - Švenčionių (Nr. 54) vienmandatė apygarda,0.0415,0.0395,699,49
Nijolė Kazlauskienė,Molėtų - Švenčionių (Nr. 54) vienmandatė apygarda,0.0263,0.025,424,50
Česlovas Juršėnas,Ignalinos - Švenčionių (Nr. 53) vienmandatė apygarda,0.3701,0.3511,6122,551
Bronis Ropė,Ignalinos - Švenčionių (Nr. 53) vienmandatė apygarda,0.2622,0.2488,4338,390
Vytautas Bulka,Ignalinos - Švenčionių (Nr. 53) vienmandatė apygarda,0.1384,0.1313,2304,191
Jonas Baltakis,Ignalinos - Švenčionių (Nr. 53) vienmandatė apygarda,0.0733,0.0696,1239,83
Liudvikas Sabutis,Ignalinos - Švenčionių (Nr. 53) vienmandatė apygarda,0.0683,0.0648,1067,164
Petras Rutkauskas,Ignalinos - Švenčionių (Nr. 53) vienmandatė apygarda,0.0653,0.062,899,279
Albertas Sekonas,Ignalinos - Švenčionių (Nr. 53) vienmandatė apygarda,0.0225,0.0213,369,36
Petras Papovas,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.4187,0.4081,7500,720
Rimantas Kumpis,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.2538,0.2474,4905,77
Algimantas Cibulskis,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.1104,0.1076,1940,228
Benjaminas Sakalauskas,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.0804,0.0784,1437,142
Vidmantas Eigėlis,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.0504,0.0492,948,42
Rimantas Zavackas,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.0344,0.0336,620,56
Kęstutis Trapikas,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.0225,0.0219,422,20
Lionginas Radzevičius,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.0098,0.0096,161,32
Anatolij Vasiljev,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.0096,0.0094,176,13
Rafael Muksinov,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.007,0.0069,133,5
Viačeslavas Anikejevas,Zarasų - Visagino (Nr. 52) vienmandatė apygarda,0.0028,0.0027,50,5
Algimantas Matulevičius,Utenos (Nr. 51) vienmandatė apygarda,0.271,0.2625,6202,223
Rimantas Dijokas,Utenos (Nr. 51) vienmandatė apygarda,0.1865,0.1807,4125,298
Dobilas Jonas Kirvelis,Utenos (Nr. 51) vienmandatė apygarda,0.1447,0.1402,3234,198
Vytautas Kazela,Utenos (Nr. 51) vienmandatė apygarda,0.1393,0.135,3061,243
Mečislovas Šmatavičius,Utenos (Nr. 51) vienmandatė apygarda,0.0647,0.0626,1477,56
Arūnas Vidžiūnas,Utenos (Nr. 51) vienmandatė apygarda,0.0544,0.0527,1208,83
Jonas Šimėnas,Utenos (Nr. 51) vienmandatė apygarda,0.0516,0.05,1055,168
Arvydas Paleckis,Utenos (Nr. 51) vienmandatė apygarda,0.0347,0.0336,754,69
Edvardas Jonas Eismontas,Utenos (Nr. 51) vienmandatė apygarda,0.0235,0.0228,529,28
Kęstutis Leleiva,Utenos (Nr. 51) vienmandatė apygarda,0.0146,0.0141,301,45
Vidmantas Pimpė,Utenos (Nr. 51) vienmandatė apygarda,0.012,0.0116,266,19
Vanda Kiudulienė,Utenos (Nr. 51) vienmandatė apygarda,0.003,0.0029,62,8
Vytautas Saulis,Rokiškio (Nr. 50) vienmandatė apygarda,0.336,0.3231,6360,385
Vidmantas Kanopa,Rokiškio (Nr. 50) vienmandatė apygarda,0.2787,0.2679,5325,269
Irena Saikalienė,Rokiškio (Nr. 50) vienmandatė apygarda,0.0858,0.0825,1568,154
Gediminas Matiekus,Rokiškio (Nr. 50) vienmandatė apygarda,0.077,0.074,1456,89
Alvydas Ramanauskas,Rokiškio (Nr. 50) vienmandatė apygarda,0.0751,0.0722,1430,77
Petras Antanas Šalčius,Rokiškio (Nr. 50) vienmandatė apygarda,0.0674,0.0648,1261,92
Petras Blaževičius,Rokiškio (Nr. 50) vienmandatė apygarda,0.0527,0.0506,998,59
Jonas Petraška,Rokiškio (Nr. 50) vienmandatė apygarda,0.0142,0.0137,272,14
Vytautas Masiulis,Rokiškio (Nr. 50) vienmandatė apygarda,0.0133,0.0127,236,30
Antanas Baura,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.2196,0.2113,4723,273
Antanas Valys,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.2112,0.2031,4457,347
Saulius Nefas,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.2013,0.1936,4121,458
Vytautas Janulis,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.1247,0.12,2687,150
Vytautas Duknauskas,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.1238,0.1191,2656,160
Ona Simanavičienė,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.0324,0.0312,691,46
Audris Grybauskas,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.0322,0.031,686,47
Audronijus Zulonas,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.0295,0.0284,625,46
Kornelijus Papšys,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.0093,0.0089,195,16
Algimantas Stakys,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.0089,0.0085,178,24
Michailas Bugakovas,Anykščių - Kupiškio (Nr. 49) vienmandatė apygarda,0.0071,0.0068,145,16
Viktoras Rinkevičius,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.2145,0.2067,4416,350
Kęstutis Slavinskas,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.1861,0.1794,3817,318
Leonidas Sologubovas,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.1249,0.1204,2533,243
Milda Narmontienė,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.1195,0.1152,2381,275
Arvydas Kregždė,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.1098,0.1058,2283,157
Virginijus Dyra,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.0891,0.0859,1827,153
Romas Šaltauskas,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.0685,0.066,1424,98
Ruslanas Kolomakas,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.041,0.0396,835,77
Regina Griciūnienė,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.0196,0.0189,353,82
Povilas Mikašis,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.0138,0.0133,290,17
Nijolė Statkutė,Biržų - Kupiškio (Nr. 48) vienmandatė apygarda,0.0131,0.0126,260,30
Alfonsas Pulokas,Pasvalio - Panevėžio (Nr. 47) vienmandatė apygarda,0.289,0.2754,5416,514
Gintautas Gegužinskas,Pasvalio - Panevėžio (Nr. 47) vienmandatė apygarda,0.2487,0.2369,4539,563
Jonas Čiulevičius,Pasvalio - Panevėžio (Nr. 47) vienmandatė apygarda,0.169,0.161,3114,353
Vladas Linkevičius,Pasvalio - Panevėžio (Nr. 47) vienmandatė apygarda,0.1177,0.1121,2190,225
Vida Komičienė,Pasvalio - Panevėžio (Nr. 47) vienmandatė apygarda,0.0635,0.0605,1196,106
Gintaras Plevokas,Pasvalio - Panevėžio (Nr. 47) vienmandatė apygarda,0.0467,0.0445,864,94
Petras Drevinskas,Pasvalio - Panevėžio (Nr. 47) vienmandatė apygarda,0.0447,0.0426,842,76
Albertas Julius Dvilevičius,Pasvalio - Panevėžio (Nr. 47) vienmandatė apygarda,0.0207,0.0197,333,91
Vytautas Einoris,Pakruojo - Joniškio (Nr. 46) vienmandatė apygarda,0.3701,0.3546,7570,557
