kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Vytautas KAMBLEVIČIUS,,"14,14%",45,"13,69%",11,Vyšniūnų  (Nr.31) apylinkė  
Rima ZABLACKIENĖ,,"6,57%",23,"6,36%",3,Vyšniūnų  (Nr.31) apylinkė  
Sergejus JOVAIŠA,,"4,80%",17,"4,65%",2,Vyšniūnų  (Nr.31) apylinkė  
Inga STEPUKONIENĖ,,"3,54%",13,"3,42%",1,Vyšniūnų  (Nr.31) apylinkė  
Egidijus VISOCKAS,,"3,79%",14,"3,67%",1,Vyšniūnų  (Nr.31) apylinkė  
Algis MARCINKEVIČIUS,,"0,51%",2,"0,49%",0,Vyšniūnų  (Nr.31) apylinkė  
Laimutė JANČIUKIENĖ,,"1,26%",4,"1,22%",1,Vyšniūnų  (Nr.31) apylinkė  
Marytė GUDONYTĖ,,"0,00%",0,"0,00%",0,Vyšniūnų  (Nr.31) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,76%",0,"0,73%",3,Vyšniūnų  (Nr.31) apylinkė  
Gintautas SODAITIS,,"0,76%",2,"0,73%",1,Vyšniūnų  (Nr.31) apylinkė  
Saulius NARŪNAS,,"0,51%",1,"0,49%",1,Vyšniūnų  (Nr.31) apylinkė  
Andrius PALIONIS,,"5,05%",4,"4,85%",1,Purvininkų  (Nr.30) apylinkė  
Alvydas VAICEKAUSKAS,,"44,44%",35,"42,72%",9,Purvininkų  (Nr.30) apylinkė  
Vytautas KAMBLEVIČIUS,,"8,08%",6,"7,77%",2,Purvininkų  (Nr.30) apylinkė  
Rima ZABLACKIENĖ,,"11,11%",10,"10,68%",1,Purvininkų  (Nr.30) apylinkė  
Sergejus JOVAIŠA,,"3,03%",3,"2,91%",0,Purvininkų  (Nr.30) apylinkė  
Inga STEPUKONIENĖ,,"14,14%",12,"13,59%",2,Purvininkų  (Nr.30) apylinkė  
Egidijus VISOCKAS,,"5,05%",4,"4,85%",1,Purvininkų  (Nr.30) apylinkė  
Algis MARCINKEVIČIUS,,"3,03%",3,"2,91%",0,Purvininkų  (Nr.30) apylinkė  
Laimutė JANČIUKIENĖ,,"1,01%",1,"0,97%",0,Purvininkų  (Nr.30) apylinkė  
Marytė GUDONYTĖ,,"2,02%",1,"1,94%",1,Purvininkų  (Nr.30) apylinkė  
Rasa JUOCEVIČIENĖ,,"2,02%",2,"1,94%",0,Purvininkų  (Nr.30) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Purvininkų  (Nr.30) apylinkė  
Saulius NARŪNAS,,"1,01%",1,"0,97%",0,Purvininkų  (Nr.30) apylinkė  
Andrius PALIONIS,,"10,54%",42,"9,96%",9,Pakuonio  (Nr.29) apylinkė  
Alvydas VAICEKAUSKAS,,"33,26%",139,"31,45%",22,Pakuonio  (Nr.29) apylinkė  
Vytautas KAMBLEVIČIUS,,"8,26%",35,"7,81%",5,Pakuonio  (Nr.29) apylinkė  
Rima ZABLACKIENĖ,,"14,26%",60,"13,48%",9,Pakuonio  (Nr.29) apylinkė  
Sergejus JOVAIŠA,,"3,10%",12,"2,93%",3,Pakuonio  (Nr.29) apylinkė  
Inga STEPUKONIENĖ,,"11,36%",50,"10,74%",5,Pakuonio  (Nr.29) apylinkė  
Egidijus VISOCKAS,,"1,24%",6,"1,17%",0,Pakuonio  (Nr.29) apylinkė  
Algis MARCINKEVIČIUS,,"0,83%",3,"0,78%",1,Pakuonio  (Nr.29) apylinkė  
Laimutė JANČIUKIENĖ,,"13,43%",53,"12,70%",12,Pakuonio  (Nr.29) apylinkė  
Marytė GUDONYTĖ,,"2,27%",10,"2,15%",1,Pakuonio  (Nr.29) apylinkė  
Rasa JUOCEVIČIENĖ,,"1,03%",5,"0,98%",0,Pakuonio  (Nr.29) apylinkė  
Gintautas SODAITIS,,"0,21%",1,"0,20%",0,Pakuonio  (Nr.29) apylinkė  
Saulius NARŪNAS,,"0,21%",1,"0,20%",0,Pakuonio  (Nr.29) apylinkė  
Andrius PALIONIS,,"28,80%",30,"27,91%",6,Žiūronių  (Nr.25) apylinkė  
Alvydas VAICEKAUSKAS,,"12,80%",9,"12,40%",7,Žiūronių  (Nr.25) apylinkė  
Vytautas KAMBLEVIČIUS,,"21,60%",23,"20,93%",4,Žiūronių  (Nr.25) apylinkė  
Rima ZABLACKIENĖ,,"15,20%",17,"14,73%",2,Žiūronių  (Nr.25) apylinkė  
Sergejus JOVAIŠA,,"4,80%",4,"4,65%",2,Žiūronių  (Nr.25) apylinkė  
Inga STEPUKONIENĖ,,"0,80%",0,"0,78%",1,Žiūronių  (Nr.25) apylinkė  
Egidijus VISOCKAS,,"0,80%",1,"0,78%",0,Žiūronių  (Nr.25) apylinkė  
Algis MARCINKEVIČIUS,,"11,20%",11,"10,85%",3,Žiūronių  (Nr.25) apylinkė  
Laimutė JANČIUKIENĖ,,"0,80%",1,"0,78%",0,Žiūronių  (Nr.25) apylinkė  
Marytė GUDONYTĖ,,"0,80%",1,"0,78%",0,Žiūronių  (Nr.25) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,00%",0,"0,00%",0,Žiūronių  (Nr.25) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Žiūronių  (Nr.25) apylinkė  
Saulius NARŪNAS,,"2,40%",2,"2,33%",1,Žiūronių  (Nr.25) apylinkė  
Andrius PALIONIS,,"19,81%",52,"18,88%",12,Paprūdžių  (Nr.24) apylinkė  
Alvydas VAICEKAUSKAS,,"9,60%",22,"9,14%",9,Paprūdžių  (Nr.24) apylinkė  
Vytautas KAMBLEVIČIUS,,"34,67%",81,"33,04%",31,Paprūdžių  (Nr.24) apylinkė  
Rima ZABLACKIENĖ,,"7,43%",20,"7,08%",4,Paprūdžių  (Nr.24) apylinkė  
Sergejus JOVAIŠA,,"4,02%",12,"3,83%",1,Paprūdžių  (Nr.24) apylinkė  
Inga STEPUKONIENĖ,,"2,48%",7,"2,36%",1,Paprūdžių  (Nr.24) apylinkė  
Egidijus VISOCKAS,,"3,41%",9,"3,24%",2,Paprūdžių  (Nr.24) apylinkė  
Algis MARCINKEVIČIUS,,"10,53%",26,"10,03%",8,Paprūdžių  (Nr.24) apylinkė  
Laimutė JANČIUKIENĖ,,"4,64%",14,"4,42%",1,Paprūdžių  (Nr.24) apylinkė  
Marytė GUDONYTĖ,,"1,24%",3,"1,18%",1,Paprūdžių  (Nr.24) apylinkė  
Rasa JUOCEVIČIENĖ,,"1,55%",4,"1,47%",1,Paprūdžių  (Nr.24) apylinkė  
Gintautas SODAITIS,,"0,62%",2,"0,59%",0,Paprūdžių  (Nr.24) apylinkė  
Saulius NARŪNAS,,"0,00%",0,"0,00%",0,Paprūdžių  (Nr.24) apylinkė  
Andrius PALIONIS,,"20,20%",51,"19,37%",10,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Alvydas VAICEKAUSKAS,,"7,28%",19,"6,98%",3,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Vytautas KAMBLEVIČIUS,,"12,58%",30,"12,06%",8,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Rima ZABLACKIENĖ,,"15,89%",44,"15,24%",4,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Sergejus JOVAIŠA,,"2,98%",7,"2,86%",2,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Inga STEPUKONIENĖ,,"2,65%",8,"2,54%",0,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Egidijus VISOCKAS,,"1,99%",6,"1,90%",0,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Algis MARCINKEVIČIUS,,"25,17%",62,"24,13%",14,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Laimutė JANČIUKIENĖ,,"4,97%",14,"4,76%",1,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Marytė GUDONYTĖ,,"2,32%",7,"2,22%",0,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Rasa JUOCEVIČIENĖ,,"1,66%",4,"1,59%",1,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Saulius NARŪNAS,,"2,32%",6,"2,22%",1,Balbieriškio kaimiškoji  (Nr.23) apylinkė  
Andrius PALIONIS,,"28,21%",87,"26,89%",23,Strielčių  (Nr.22) apylinkė  
Alvydas VAICEKAUSKAS,,"16,92%",53,"16,14%",13,Strielčių  (Nr.22) apylinkė  
Vytautas KAMBLEVIČIUS,,"8,46%",27,"8,07%",6,Strielčių  (Nr.22) apylinkė  
Rima ZABLACKIENĖ,,"5,64%",21,"5,38%",1,Strielčių  (Nr.22) apylinkė  
Sergejus JOVAIŠA,,"7,18%",19,"6,85%",9,Strielčių  (Nr.22) apylinkė  
Inga STEPUKONIENĖ,,"8,21%",27,"7,82%",5,Strielčių  (Nr.22) apylinkė  
Egidijus VISOCKAS,,"10,77%",38,"10,27%",4,Strielčių  (Nr.22) apylinkė  
Algis MARCINKEVIČIUS,,"3,08%",8,"2,93%",4,Strielčių  (Nr.22) apylinkė  
Laimutė JANČIUKIENĖ,,"5,64%",19,"5,38%",3,Strielčių  (Nr.22) apylinkė  
Marytė GUDONYTĖ,,"2,82%",9,"2,69%",2,Strielčių  (Nr.22) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,51%",2,"0,49%",0,Strielčių  (Nr.22) apylinkė  
Gintautas SODAITIS,,"0,77%",3,"0,73%",0,Strielčių  (Nr.22) apylinkė  
Saulius NARŪNAS,,"1,79%",5,"1,71%",2,Strielčių  (Nr.22) apylinkė  
Andrius PALIONIS,,"27,59%",52,"25,62%",20,Ašmintos  (Nr.21) apylinkė  
Alvydas VAICEKAUSKAS,,"18,01%",34,"16,73%",13,Ašmintos  (Nr.21) apylinkė  
Vytautas KAMBLEVIČIUS,,"6,51%",14,"6,05%",3,Ašmintos  (Nr.21) apylinkė  
Rima ZABLACKIENĖ,,"7,66%",16,"7,12%",4,Ašmintos  (Nr.21) apylinkė  
Sergejus JOVAIŠA,,"4,98%",9,"4,63%",4,Ašmintos  (Nr.21) apylinkė  
Inga STEPUKONIENĖ,,"9,96%",19,"9,25%",7,Ašmintos  (Nr.21) apylinkė  
Egidijus VISOCKAS,,"7,66%",18,"7,12%",2,Ašmintos  (Nr.21) apylinkė  
Algis MARCINKEVIČIUS,,"1,53%",2,"1,42%",2,Ašmintos  (Nr.21) apylinkė  
Laimutė JANČIUKIENĖ,,"10,34%",19,"9,61%",8,Ašmintos  (Nr.21) apylinkė  
Marytė GUDONYTĖ,,"2,30%",5,"2,14%",1,Ašmintos  (Nr.21) apylinkė  
Rasa JUOCEVIČIENĖ,,"2,68%",5,"2,49%",2,Ašmintos  (Nr.21) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Ašmintos  (Nr.21) apylinkė  
Saulius NARŪNAS,,"0,77%",2,"0,71%",0,Ašmintos  (Nr.21) apylinkė  
Andrius PALIONIS,,"41,40%",49,"39,39%",16,Vėžionių  (Nr.20) apylinkė  
Alvydas VAICEKAUSKAS,,"6,37%",9,"6,06%",1,Vėžionių  (Nr.20) apylinkė  
Vytautas KAMBLEVIČIUS,,"14,65%",11,"13,94%",12,Vėžionių  (Nr.20) apylinkė  
Rima ZABLACKIENĖ,,"14,01%",20,"13,33%",2,Vėžionių  (Nr.20) apylinkė  
Sergejus JOVAIŠA,,"6,37%",6,"6,06%",4,Vėžionių  (Nr.20) apylinkė  
Inga STEPUKONIENĖ,,"6,37%",8,"6,06%",2,Vėžionių  (Nr.20) apylinkė  
Egidijus VISOCKAS,,"0,00%",0,"0,00%",0,Vėžionių  (Nr.20) apylinkė  
Algis MARCINKEVIČIUS,,"1,91%",3,"1,82%",0,Vėžionių  (Nr.20) apylinkė  
Laimutė JANČIUKIENĖ,,"5,10%",8,"4,85%",0,Vėžionių  (Nr.20) apylinkė  
Marytė GUDONYTĖ,,"1,91%",3,"1,82%",0,Vėžionių  (Nr.20) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,00%",0,"0,00%",0,Vėžionių  (Nr.20) apylinkė  
Gintautas SODAITIS,,"1,91%",0,"1,82%",3,Vėžionių  (Nr.20) apylinkė  
Saulius NARŪNAS,,"0,00%",0,"0,00%",0,Vėžionių  (Nr.20) apylinkė  
Andrius PALIONIS,,"35,35%",72,"34,37%",39,Kašonių  (Nr.19) apylinkė  
Alvydas VAICEKAUSKAS,,"12,74%",24,"12,38%",16,Kašonių  (Nr.19) apylinkė  
Vytautas KAMBLEVIČIUS,,"18,47%",39,"17,96%",19,Kašonių  (Nr.19) apylinkė  
Rima ZABLACKIENĖ,,"9,24%",23,"8,98%",6,Kašonių  (Nr.19) apylinkė  
Sergejus JOVAIŠA,,"9,87%",20,"9,60%",11,Kašonių  (Nr.19) apylinkė  
Inga STEPUKONIENĖ,,"7,01%",19,"6,81%",3,Kašonių  (Nr.19) apylinkė  
Egidijus VISOCKAS,,"0,96%",3,"0,93%",0,Kašonių  (Nr.19) apylinkė  
Algis MARCINKEVIČIUS,,"0,96%",3,"0,93%",0,Kašonių  (Nr.19) apylinkė  
Laimutė JANČIUKIENĖ,,"0,32%",0,"0,31%",1,Kašonių  (Nr.19) apylinkė  
Marytė GUDONYTĖ,,"1,27%",3,"1,24%",1,Kašonių  (Nr.19) apylinkė  
Rasa JUOCEVIČIENĖ,,"2,23%",4,"2,17%",3,Kašonių  (Nr.19) apylinkė  
Gintautas SODAITIS,,"0,96%",0,"0,93%",3,Kašonių  (Nr.19) apylinkė  
Saulius NARŪNAS,,"0,64%",2,"0,62%",0,Kašonių  (Nr.19) apylinkė  
Andrius PALIONIS,,"36,50%",114,"35,32%",28,Jiezno kaimiškoji  (Nr.18) apylinkė  
Alvydas VAICEKAUSKAS,,"14,40%",40,"13,93%",16,Jiezno kaimiškoji  (Nr.18) apylinkė  
Vytautas KAMBLEVIČIUS,,"19,02%",57,"18,41%",17,Jiezno kaimiškoji  (Nr.18) apylinkė  
Rima ZABLACKIENĖ,,"8,23%",27,"7,96%",5,Jiezno kaimiškoji  (Nr.18) apylinkė  
Sergejus JOVAIŠA,,"7,97%",22,"7,71%",9,Jiezno kaimiškoji  (Nr.18) apylinkė  
Inga STEPUKONIENĖ,,"3,60%",11,"3,48%",3,Jiezno kaimiškoji  (Nr.18) apylinkė  
Egidijus VISOCKAS,,"0,26%",0,"0,25%",1,Jiezno kaimiškoji  (Nr.18) apylinkė  
Algis MARCINKEVIČIUS,,"6,17%",14,"5,97%",10,Jiezno kaimiškoji  (Nr.18) apylinkė  
Laimutė JANČIUKIENĖ,,"1,54%",5,"1,49%",1,Jiezno kaimiškoji  (Nr.18) apylinkė  
Marytė GUDONYTĖ,,"1,54%",2,"1,49%",4,Jiezno kaimiškoji  (Nr.18) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,26%",0,"0,25%",1,Jiezno kaimiškoji  (Nr.18) apylinkė  
Gintautas SODAITIS,,"0,51%",1,"0,50%",1,Jiezno kaimiškoji  (Nr.18) apylinkė  
Saulius NARŪNAS,,"0,00%",0,"0,00%",0,Jiezno kaimiškoji  (Nr.18) apylinkė  
Andrius PALIONIS,,"48,77%",238,"46,71%",39,Jiezno miesto  (Nr.17) apylinkė  
Alvydas VAICEKAUSKAS,,"7,22%",36,"6,91%",5,Jiezno miesto  (Nr.17) apylinkė  
Vytautas KAMBLEVIČIUS,,"10,39%",50,"9,95%",9,Jiezno miesto  (Nr.17) apylinkė  
Rima ZABLACKIENĖ,,"5,99%",31,"5,73%",3,Jiezno miesto  (Nr.17) apylinkė  
Sergejus JOVAIŠA,,"9,86%",46,"9,44%",10,Jiezno miesto  (Nr.17) apylinkė  
Inga STEPUKONIENĖ,,"6,87%",35,"6,58%",4,Jiezno miesto  (Nr.17) apylinkė  
Egidijus VISOCKAS,,"2,29%",12,"2,19%",1,Jiezno miesto  (Nr.17) apylinkė  
Algis MARCINKEVIČIUS,,"4,23%",23,"4,05%",1,Jiezno miesto  (Nr.17) apylinkė  
Laimutė JANČIUKIENĖ,,"1,58%",8,"1,52%",1,Jiezno miesto  (Nr.17) apylinkė  
Marytė GUDONYTĖ,,"1,58%",7,"1,52%",2,Jiezno miesto  (Nr.17) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,53%",2,"0,51%",1,Jiezno miesto  (Nr.17) apylinkė  
Gintautas SODAITIS,,"0,35%",2,"0,34%",0,Jiezno miesto  (Nr.17) apylinkė  
Saulius NARŪNAS,,"0,35%",2,"0,34%",0,Jiezno miesto  (Nr.17) apylinkė  
Andrius PALIONIS,,"24,73%",107,"23,20%",6,Balbieriškio miestelio  (Nr.16) apylinkė  
Alvydas VAICEKAUSKAS,,"6,56%",25,"6,16%",5,Balbieriškio miestelio  (Nr.16) apylinkė  
Vytautas KAMBLEVIČIUS,,"12,04%",54,"11,29%",1,Balbieriškio miestelio  (Nr.16) apylinkė  
Rima ZABLACKIENĖ,,"10,50%",44,"9,86%",4,Balbieriškio miestelio  (Nr.16) apylinkė  
Sergejus JOVAIŠA,,"4,38%",17,"4,11%",3,Balbieriškio miestelio  (Nr.16) apylinkė  
Inga STEPUKONIENĖ,,"4,60%",16,"4,31%",5,Balbieriškio miestelio  (Nr.16) apylinkė  
Egidijus VISOCKAS,,"1,97%",9,"1,85%",0,Balbieriškio miestelio  (Nr.16) apylinkė  
Algis MARCINKEVIČIUS,,"28,45%",111,"26,69%",19,Balbieriškio miestelio  (Nr.16) apylinkė  
Laimutė JANČIUKIENĖ,,"0,22%",0,"0,21%",1,Balbieriškio miestelio  (Nr.16) apylinkė  
Marytė GUDONYTĖ,,"1,53%",5,"1,44%",2,Balbieriškio miestelio  (Nr.16) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,88%",2,"0,82%",2,Balbieriškio miestelio  (Nr.16) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Balbieriškio miestelio  (Nr.16) apylinkė  
Saulius NARŪNAS,,"4,16%",17,"3,90%",2,Balbieriškio miestelio  (Nr.16) apylinkė  
Andrius PALIONIS,,"14,95%",111,"14,03%",8,Veiverių  (Nr.15) apylinkė  
Alvydas VAICEKAUSKAS,,"11,43%",82,"10,73%",9,Veiverių  (Nr.15) apylinkė  
Vytautas KAMBLEVIČIUS,,"13,57%",95,"12,74%",13,Veiverių  (Nr.15) apylinkė  
Rima ZABLACKIENĖ,,"10,80%",79,"10,14%",7,Veiverių  (Nr.15) apylinkė  
Sergejus JOVAIŠA,,"16,08%",111,"15,09%",17,Veiverių  (Nr.15) apylinkė  
Inga STEPUKONIENĖ,,"14,70%",103,"13,80%",14,Veiverių  (Nr.15) apylinkė  
Egidijus VISOCKAS,,"1,01%",8,"0,94%",0,Veiverių  (Nr.15) apylinkė  
Algis MARCINKEVIČIUS,,"0,88%",5,"0,83%",2,Veiverių  (Nr.15) apylinkė  
Laimutė JANČIUKIENĖ,,"5,28%",36,"4,95%",6,Veiverių  (Nr.15) apylinkė  
Marytė GUDONYTĖ,,"3,52%",25,"3,30%",3,Veiverių  (Nr.15) apylinkė  
Rasa JUOCEVIČIENĖ,,"6,53%",44,"6,13%",8,Veiverių  (Nr.15) apylinkė  
Gintautas SODAITIS,,"1,01%",8,"0,94%",0,Veiverių  (Nr.15) apylinkė  
Saulius NARŪNAS,,"0,25%",2,"0,24%",0,Veiverių  (Nr.15) apylinkė  
Andrius PALIONIS,,"16,12%",30,"15,00%",9,Juodbūdžio  (Nr.14) apylinkė  
Alvydas VAICEKAUSKAS,,"20,66%",44,"19,23%",6,Juodbūdžio  (Nr.14) apylinkė  
Vytautas KAMBLEVIČIUS,,"11,16%",18,"10,38%",9,Juodbūdžio  (Nr.14) apylinkė  
Rima ZABLACKIENĖ,,"8,68%",19,"8,08%",2,Juodbūdžio  (Nr.14) apylinkė  
Sergejus JOVAIŠA,,"8,26%",14,"7,69%",6,Juodbūdžio  (Nr.14) apylinkė  
Inga STEPUKONIENĖ,,"20,66%",42,"19,23%",8,Juodbūdžio  (Nr.14) apylinkė  
Egidijus VISOCKAS,,"2,07%",5,"1,92%",0,Juodbūdžio  (Nr.14) apylinkė  
Algis MARCINKEVIČIUS,,"1,65%",2,"1,54%",2,Juodbūdžio  (Nr.14) apylinkė  
Laimutė JANČIUKIENĖ,,"4,13%",7,"3,85%",3,Juodbūdžio  (Nr.14) apylinkė  
Marytė GUDONYTĖ,,"2,48%",3,"2,31%",3,Juodbūdžio  (Nr.14) apylinkė  
Rasa JUOCEVIČIENĖ,,"2,89%",4,"2,69%",3,Juodbūdžio  (Nr.14) apylinkė  
Gintautas SODAITIS,,"0,41%",0,"0,38%",1,Juodbūdžio  (Nr.14) apylinkė  
Saulius NARŪNAS,,"0,83%",2,"0,77%",0,Juodbūdžio  (Nr.14) apylinkė  
Andrius PALIONIS,,"20,18%",85,"18,72%",6,Skriaudžių  (Nr.13) apylinkė  
Alvydas VAICEKAUSKAS,,"11,53%",43,"10,70%",9,Skriaudžių  (Nr.13) apylinkė  
Vytautas KAMBLEVIČIUS,,"16,19%",58,"15,02%",15,Skriaudžių  (Nr.13) apylinkė  
Rima ZABLACKIENĖ,,"12,42%",53,"11,52%",3,Skriaudžių  (Nr.13) apylinkė  
Sergejus JOVAIŠA,,"7,10%",24,"6,58%",8,Skriaudžių  (Nr.13) apylinkė  
Inga STEPUKONIENĖ,,"17,96%",73,"16,67%",8,Skriaudžių  (Nr.13) apylinkė  
Egidijus VISOCKAS,,"0,67%",0,"0,62%",3,Skriaudžių  (Nr.13) apylinkė  
Algis MARCINKEVIČIUS,,"1,11%",5,"1,03%",0,Skriaudžių  (Nr.13) apylinkė  
Laimutė JANČIUKIENĖ,,"2,88%",10,"2,67%",3,Skriaudžių  (Nr.13) apylinkė  
Marytė GUDONYTĖ,,"2,88%",10,"2,67%",3,Skriaudžių  (Nr.13) apylinkė  
Rasa JUOCEVIČIENĖ,,"5,54%",22,"5,14%",3,Skriaudžių  (Nr.13) apylinkė  
Gintautas SODAITIS,,"1,11%",5,"1,03%",0,Skriaudžių  (Nr.13) apylinkė  
Saulius NARŪNAS,,"0,44%",2,"0,41%",0,Skriaudžių  (Nr.13) apylinkė  
Andrius PALIONIS,,"40,47%",85,"39,25%",19,Šilavoto  (Nr.11) apylinkė  
Alvydas VAICEKAUSKAS,,"4,28%",10,"4,15%",1,Šilavoto  (Nr.11) apylinkė  
Vytautas KAMBLEVIČIUS,,"13,23%",30,"12,83%",4,Šilavoto  (Nr.11) apylinkė  
Rima ZABLACKIENĖ,,"6,61%",16,"6,42%",1,Šilavoto  (Nr.11) apylinkė  
Sergejus JOVAIŠA,,"7,00%",14,"6,79%",4,Šilavoto  (Nr.11) apylinkė  
Inga STEPUKONIENĖ,,"8,17%",20,"7,92%",1,Šilavoto  (Nr.11) apylinkė  
Egidijus VISOCKAS,,"2,72%",7,"2,64%",0,Šilavoto  (Nr.11) apylinkė  
Algis MARCINKEVIČIUS,,"1,17%",3,"1,13%",0,Šilavoto  (Nr.11) apylinkė  
Laimutė JANČIUKIENĖ,,"6,61%",14,"6,42%",3,Šilavoto  (Nr.11) apylinkė  
Marytė GUDONYTĖ,,"0,78%",2,"0,75%",0,Šilavoto  (Nr.11) apylinkė  
Rasa JUOCEVIČIENĖ,,"8,95%",21,"8,68%",2,Šilavoto  (Nr.11) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Šilavoto  (Nr.11) apylinkė  
Saulius NARŪNAS,,"0,00%",0,"0,00%",0,Šilavoto  (Nr.11) apylinkė  
Andrius PALIONIS,,"27,92%",49,"26,32%",6,Klebiškio  (Nr.10) apylinkė  
Alvydas VAICEKAUSKAS,,"6,09%",9,"5,74%",3,Klebiškio  (Nr.10) apylinkė  
Vytautas KAMBLEVIČIUS,,"29,95%",54,"28,23%",5,Klebiškio  (Nr.10) apylinkė  
Rima ZABLACKIENĖ,,"11,17%",21,"10,53%",1,Klebiškio  (Nr.10) apylinkė  
Sergejus JOVAIŠA,,"7,61%",14,"7,18%",1,Klebiškio  (Nr.10) apylinkė  
Inga STEPUKONIENĖ,,"3,05%",6,"2,87%",0,Klebiškio  (Nr.10) apylinkė  
Egidijus VISOCKAS,,"2,54%",5,"2,39%",0,Klebiškio  (Nr.10) apylinkė  
Algis MARCINKEVIČIUS,,"2,03%",3,"1,91%",1,Klebiškio  (Nr.10) apylinkė  
Laimutė JANČIUKIENĖ,,"3,05%",4,"2,87%",2,Klebiškio  (Nr.10) apylinkė  
Marytė GUDONYTĖ,,"2,03%",0,"1,91%",4,Klebiškio  (Nr.10) apylinkė  
Rasa JUOCEVIČIENĖ,,"4,06%",7,"3,83%",1,Klebiškio  (Nr.10) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Klebiškio  (Nr.10) apylinkė  
Saulius NARŪNAS,,"0,51%",1,"0,48%",0,Klebiškio  (Nr.10) apylinkė  
Andrius PALIONIS,,"49,33%",85,"48,26%",26,Jiestrakio  (Nr.9) apylinkė  
Alvydas VAICEKAUSKAS,,"7,11%",11,"6,96%",5,Jiestrakio  (Nr.9) apylinkė  
Vytautas KAMBLEVIČIUS,,"15,56%",23,"15,22%",12,Jiestrakio  (Nr.9) apylinkė  
Rima ZABLACKIENĖ,,"7,56%",14,"7,39%",3,Jiestrakio  (Nr.9) apylinkė  
Sergejus JOVAIŠA,,"3,56%",4,"3,48%",4,Jiestrakio  (Nr.9) apylinkė  
Inga STEPUKONIENĖ,,"5,78%",13,"5,65%",0,Jiestrakio  (Nr.9) apylinkė  
Egidijus VISOCKAS,,"0,44%",1,"0,43%",0,Jiestrakio  (Nr.9) apylinkė  
Algis MARCINKEVIČIUS,,"3,11%",5,"3,04%",2,Jiestrakio  (Nr.9) apylinkė  
Laimutė JANČIUKIENĖ,,"4,00%",9,"3,91%",0,Jiestrakio  (Nr.9) apylinkė  
Marytė GUDONYTĖ,,"0,89%",2,"0,87%",0,Jiestrakio  (Nr.9) apylinkė  
Rasa JUOCEVIČIENĖ,,"1,78%",2,"1,74%",2,Jiestrakio  (Nr.9) apylinkė  
Gintautas SODAITIS,,"0,44%",0,"0,43%",1,Jiestrakio  (Nr.9) apylinkė  
Saulius NARŪNAS,,"0,44%",0,"0,43%",1,Jiestrakio  (Nr.9) apylinkė  
Andrius PALIONIS,,"25,00%",51,"23,89%",3,Naujosios Ūtos  (Nr.8) apylinkė  
Alvydas VAICEKAUSKAS,,"16,20%",32,"15,49%",3,Naujosios Ūtos  (Nr.8) apylinkė  
Vytautas KAMBLEVIČIUS,,"17,13%",36,"16,37%",1,Naujosios Ūtos  (Nr.8) apylinkė  
Rima ZABLACKIENĖ,,"17,59%",35,"16,81%",3,Naujosios Ūtos  (Nr.8) apylinkė  
Sergejus JOVAIŠA,,"8,33%",17,"7,96%",1,Naujosios Ūtos  (Nr.8) apylinkė  
Inga STEPUKONIENĖ,,"2,78%",6,"2,65%",0,Naujosios Ūtos  (Nr.8) apylinkė  
Egidijus VISOCKAS,,"4,17%",8,"3,98%",1,Naujosios Ūtos  (Nr.8) apylinkė  
Algis MARCINKEVIČIUS,,"4,63%",10,"4,42%",0,Naujosios Ūtos  (Nr.8) apylinkė  
Laimutė JANČIUKIENĖ,,"2,78%",6,"2,65%",0,Naujosios Ūtos  (Nr.8) apylinkė  
Marytė GUDONYTĖ,,"0,93%",1,"0,88%",1,Naujosios Ūtos  (Nr.8) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,46%",1,"0,44%",0,Naujosios Ūtos  (Nr.8) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Naujosios Ūtos  (Nr.8) apylinkė  
