kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Saulius NARŪNAS,,"0,00%",0,"0,00%",0,Naujosios Ūtos  (Nr.8) apylinkė  
Andrius PALIONIS,,"27,03%",90,"25,06%",13,Išlaužo  (Nr.7) apylinkė  
Alvydas VAICEKAUSKAS,,"13,91%",44,"12,90%",9,Išlaužo  (Nr.7) apylinkė  
Vytautas KAMBLEVIČIUS,,"17,59%",53,"16,30%",14,Išlaužo  (Nr.7) apylinkė  
Rima ZABLACKIENĖ,,"9,97%",37,"9,25%",1,Išlaužo  (Nr.7) apylinkė  
Sergejus JOVAIŠA,,"10,50%",23,"9,73%",17,Išlaužo  (Nr.7) apylinkė  
Inga STEPUKONIENĖ,,"9,97%",34,"9,25%",4,Išlaužo  (Nr.7) apylinkė  
Egidijus VISOCKAS,,"1,57%",6,"1,46%",0,Išlaužo  (Nr.7) apylinkė  
Algis MARCINKEVIČIUS,,"1,57%",5,"1,46%",1,Išlaužo  (Nr.7) apylinkė  
Laimutė JANČIUKIENĖ,,"1,31%",4,"1,22%",1,Išlaužo  (Nr.7) apylinkė  
Marytė GUDONYTĖ,,"3,67%",14,"3,41%",0,Išlaužo  (Nr.7) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,79%",2,"0,73%",1,Išlaužo  (Nr.7) apylinkė  
Gintautas SODAITIS,,"1,57%",6,"1,46%",0,Išlaužo  (Nr.7) apylinkė  
Saulius NARŪNAS,,"0,52%",2,"0,49%",0,Išlaužo  (Nr.7) apylinkė  
Andrius PALIONIS,,"33,60%",59,"31,84%",26,Šiauliškių  (Nr.6) apylinkė  
Alvydas VAICEKAUSKAS,,"14,62%",27,"13,86%",10,Šiauliškių  (Nr.6) apylinkė  
Vytautas KAMBLEVIČIUS,,"10,67%",18,"10,11%",9,Šiauliškių  (Nr.6) apylinkė  
Rima ZABLACKIENĖ,,"12,25%",24,"11,61%",7,Šiauliškių  (Nr.6) apylinkė  
Sergejus JOVAIŠA,,"8,30%",16,"7,87%",5,Šiauliškių  (Nr.6) apylinkė  
Inga STEPUKONIENĖ,,"9,88%",24,"9,36%",1,Šiauliškių  (Nr.6) apylinkė  
Egidijus VISOCKAS,,"3,56%",8,"3,37%",1,Šiauliškių  (Nr.6) apylinkė  
Algis MARCINKEVIČIUS,,"0,79%",2,"0,75%",0,Šiauliškių  (Nr.6) apylinkė  
Laimutė JANČIUKIENĖ,,"2,37%",5,"2,25%",1,Šiauliškių  (Nr.6) apylinkė  
Marytė GUDONYTĖ,,"0,79%",2,"0,75%",0,Šiauliškių  (Nr.6) apylinkė  
Rasa JUOCEVIČIENĖ,,"1,19%",2,"1,12%",1,Šiauliškių  (Nr.6) apylinkė  
Gintautas SODAITIS,,"1,19%",3,"1,12%",0,Šiauliškių  (Nr.6) apylinkė  
Saulius NARŪNAS,,"0,79%",1,"0,75%",1,Šiauliškių  (Nr.6) apylinkė  
Andrius PALIONIS,,"23,39%",28,"22,22%",12,Žemaitkiemio  (Nr.5) apylinkė  
Alvydas VAICEKAUSKAS,,"11,11%",13,"10,56%",6,Žemaitkiemio  (Nr.5) apylinkė  
Vytautas KAMBLEVIČIUS,,"28,65%",38,"27,22%",11,Žemaitkiemio  (Nr.5) apylinkė  
Rima ZABLACKIENĖ,,"7,02%",9,"6,67%",3,Žemaitkiemio  (Nr.5) apylinkė  
Sergejus JOVAIŠA,,"8,19%",12,"7,78%",2,Žemaitkiemio  (Nr.5) apylinkė  
Inga STEPUKONIENĖ,,"4,09%",7,"3,89%",0,Žemaitkiemio  (Nr.5) apylinkė  
Egidijus VISOCKAS,,"6,43%",10,"6,11%",1,Žemaitkiemio  (Nr.5) apylinkė  
Algis MARCINKEVIČIUS,,"8,19%",9,"7,78%",5,Žemaitkiemio  (Nr.5) apylinkė  
Laimutė JANČIUKIENĖ,,"0,58%",1,"0,56%",0,Žemaitkiemio  (Nr.5) apylinkė  
Marytė GUDONYTĖ,,"0,58%",0,"0,56%",1,Žemaitkiemio  (Nr.5) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,58%",0,"0,56%",1,Žemaitkiemio  (Nr.5) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Žemaitkiemio  (Nr.5) apylinkė  
Saulius NARŪNAS,,"1,17%",2,"1,11%",0,Žemaitkiemio  (Nr.5) apylinkė  
Andrius PALIONIS,,"30,53%",378,"29,38%",36,Statybininkų  (Nr.4) apylinkė  
Alvydas VAICEKAUSKAS,,"13,94%",164,"13,41%",25,Statybininkų  (Nr.4) apylinkė  
Vytautas KAMBLEVIČIUS,,"11,36%",143,"10,93%",11,Statybininkų  (Nr.4) apylinkė  
Rima ZABLACKIENĖ,,"8,04%",100,"7,74%",9,Statybininkų  (Nr.4) apylinkė  
Sergejus JOVAIŠA,,"7,15%",86,"6,88%",11,Statybininkų  (Nr.4) apylinkė  
Inga STEPUKONIENĖ,,"4,20%",50,"4,05%",7,Statybininkų  (Nr.4) apylinkė  
Egidijus VISOCKAS,,"14,90%",189,"14,34%",13,Statybininkų  (Nr.4) apylinkė  
Algis MARCINKEVIČIUS,,"3,47%",42,"3,34%",5,Statybininkų  (Nr.4) apylinkė  
Laimutė JANČIUKIENĖ,,"1,18%",14,"1,14%",2,Statybininkų  (Nr.4) apylinkė  
Marytė GUDONYTĖ,,"1,70%",21,"1,63%",2,Statybininkų  (Nr.4) apylinkė  
Rasa JUOCEVIČIENĖ,,"2,21%",25,"2,13%",5,Statybininkų  (Nr.4) apylinkė  
Gintautas SODAITIS,,"0,59%",8,"0,57%",0,Statybininkų  (Nr.4) apylinkė  
Saulius NARŪNAS,,"0,74%",10,"0,71%",0,Statybininkų  (Nr.4) apylinkė  
Andrius PALIONIS,,"54,61%",123,"52,38%",31,Nemajūnų  (Nr.3) apylinkė  
Alvydas VAICEKAUSKAS,,"10,99%",25,"10,54%",6,Nemajūnų  (Nr.3) apylinkė  
Vytautas KAMBLEVIČIUS,,"13,48%",21,"12,93%",17,Nemajūnų  (Nr.3) apylinkė  
Rima ZABLACKIENĖ,,"7,09%",13,"6,80%",7,Nemajūnų  (Nr.3) apylinkė  
Sergejus JOVAIŠA,,"2,84%",6,"2,72%",2,Nemajūnų  (Nr.3) apylinkė  
Inga STEPUKONIENĖ,,"4,61%",11,"4,42%",2,Nemajūnų  (Nr.3) apylinkė  
Egidijus VISOCKAS,,"2,13%",5,"2,04%",1,Nemajūnų  (Nr.3) apylinkė  
Algis MARCINKEVIČIUS,,"0,35%",0,"0,34%",1,Nemajūnų  (Nr.3) apylinkė  
Laimutė JANČIUKIENĖ,,"0,35%",0,"0,34%",1,Nemajūnų  (Nr.3) apylinkė  
Marytė GUDONYTĖ,,"1,06%",3,"1,02%",0,Nemajūnų  (Nr.3) apylinkė  
Rasa JUOCEVIČIENĖ,,"1,42%",2,"1,36%",2,Nemajūnų  (Nr.3) apylinkė  
Gintautas SODAITIS,,"0,00%",0,"0,00%",0,Nemajūnų  (Nr.3) apylinkė  
Saulius NARŪNAS,,"1,06%",3,"1,02%",0,Nemajūnų  (Nr.3) apylinkė  
Andrius PALIONIS,,"30,88%",205,"29,40%",17,Kęstučio  (Nr.3) apylinkė  
Alvydas VAICEKAUSKAS,,"11,27%",77,"10,73%",4,Kęstučio  (Nr.3) apylinkė  
Vytautas KAMBLEVIČIUS,,"8,90%",52,"8,48%",12,Kęstučio  (Nr.3) apylinkė  
Rima ZABLACKIENĖ,,"7,51%",49,"7,15%",5,Kęstučio  (Nr.3) apylinkė  
Sergejus JOVAIŠA,,"7,23%",45,"6,89%",7,Kęstučio  (Nr.3) apylinkė  
Inga STEPUKONIENĖ,,"5,42%",36,"5,17%",3,Kęstučio  (Nr.3) apylinkė  
Egidijus VISOCKAS,,"17,52%",120,"16,69%",6,Kęstučio  (Nr.3) apylinkė  
Algis MARCINKEVIČIUS,,"5,29%",34,"5,03%",4,Kęstučio  (Nr.3) apylinkė  
Laimutė JANČIUKIENĖ,,"1,95%",12,"1,85%",2,Kęstučio  (Nr.3) apylinkė  
Marytė GUDONYTĖ,,"1,39%",8,"1,32%",2,Kęstučio  (Nr.3) apylinkė  
Rasa JUOCEVIČIENĖ,,"1,53%",9,"1,46%",2,Kęstučio  (Nr.3) apylinkė  
Gintautas SODAITIS,,"0,28%",2,"0,26%",0,Kęstučio  (Nr.3) apylinkė  
Saulius NARŪNAS,,"0,83%",5,"0,79%",1,Kęstučio  (Nr.3) apylinkė  
Andrius PALIONIS,,"57,47%",305,"55,79%",95,Birštono vienkiemio  (Nr.2) apylinkė  
Alvydas VAICEKAUSKAS,,"12,07%",68,"11,72%",16,Birštono vienkiemio  (Nr.2) apylinkė  
Vytautas KAMBLEVIČIUS,,"10,20%",57,"9,90%",14,Birštono vienkiemio  (Nr.2) apylinkė  
Rima ZABLACKIENĖ,,"2,87%",16,"2,79%",4,Birštono vienkiemio  (Nr.2) apylinkė  
Sergejus JOVAIŠA,,"4,89%",19,"4,74%",15,Birštono vienkiemio  (Nr.2) apylinkė  
Inga STEPUKONIENĖ,,"4,74%",29,"4,60%",4,Birštono vienkiemio  (Nr.2) apylinkė  
Egidijus VISOCKAS,,"2,73%",16,"2,65%",3,Birštono vienkiemio  (Nr.2) apylinkė  
Algis MARCINKEVIČIUS,,"0,86%",4,"0,84%",2,Birštono vienkiemio  (Nr.2) apylinkė  
Laimutė JANČIUKIENĖ,,"0,14%",1,"0,14%",0,Birštono vienkiemio  (Nr.2) apylinkė  
Marytė GUDONYTĖ,,"1,87%",10,"1,81%",3,Birštono vienkiemio  (Nr.2) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,86%",6,"0,84%",0,Birštono vienkiemio  (Nr.2) apylinkė  
Gintautas SODAITIS,,"0,86%",4,"0,84%",2,Birštono vienkiemio  (Nr.2) apylinkė  
Saulius NARŪNAS,,"0,43%",3,"0,42%",0,Birštono vienkiemio  (Nr.2) apylinkė  
Andrius PALIONIS,,"31,55%",324,"29,82%",18,J.Basanavičiaus  (Nr.2) apylinkė  
Alvydas VAICEKAUSKAS,,"14,11%",138,"13,34%",15,J.Basanavičiaus  (Nr.2) apylinkė  
Vytautas KAMBLEVIČIUS,,"7,56%",66,"7,15%",16,J.Basanavičiaus  (Nr.2) apylinkė  
Rima ZABLACKIENĖ,,"8,21%",78,"7,76%",11,J.Basanavičiaus  (Nr.2) apylinkė  
Sergejus JOVAIŠA,,"7,10%",64,"6,71%",13,J.Basanavičiaus  (Nr.2) apylinkė  
Inga STEPUKONIENĖ,,"5,63%",55,"5,32%",6,J.Basanavičiaus  (Nr.2) apylinkė  
Egidijus VISOCKAS,,"13,75%",148,"12,99%",1,J.Basanavičiaus  (Nr.2) apylinkė  
Algis MARCINKEVIČIUS,,"3,32%",34,"3,14%",2,J.Basanavičiaus  (Nr.2) apylinkė  
Laimutė JANČIUKIENĖ,,"2,03%",20,"1,92%",2,J.Basanavičiaus  (Nr.2) apylinkė  
Marytė GUDONYTĖ,,"1,48%",15,"1,39%",1,J.Basanavičiaus  (Nr.2) apylinkė  
Rasa JUOCEVIČIENĖ,,"4,06%",37,"3,84%",7,J.Basanavičiaus  (Nr.2) apylinkė  
Gintautas SODAITIS,,"0,18%",2,"0,17%",0,J.Basanavičiaus  (Nr.2) apylinkė  
Saulius NARŪNAS,,"1,01%",11,"0,96%",0,J.Basanavičiaus  (Nr.2) apylinkė  
Andrius PALIONIS,,"36,75%",450,"35,14%",102,Dariaus ir Girėno  (Nr.1) apylinkė  
Alvydas VAICEKAUSKAS,,"10,85%",123,"10,38%",40,Dariaus ir Girėno  (Nr.1) apylinkė  
Vytautas KAMBLEVIČIUS,,"10,32%",94,"9,87%",61,Dariaus ir Girėno  (Nr.1) apylinkė  
Rima ZABLACKIENĖ,,"7,99%",103,"7,64%",17,Dariaus ir Girėno  (Nr.1) apylinkė  
Sergejus JOVAIŠA,,"7,52%",81,"7,19%",32,Dariaus ir Girėno  (Nr.1) apylinkė  
Inga STEPUKONIENĖ,,"5,53%",73,"5,28%",10,Dariaus ir Girėno  (Nr.1) apylinkė  
Egidijus VISOCKAS,,"10,65%",146,"10,18%",14,Dariaus ir Girėno  (Nr.1) apylinkė  
Algis MARCINKEVIČIUS,,"4,86%",60,"4,65%",13,Dariaus ir Girėno  (Nr.1) apylinkė  
Laimutė JANČIUKIENĖ,,"0,87%",10,"0,83%",3,Dariaus ir Girėno  (Nr.1) apylinkė  
Marytė GUDONYTĖ,,"1,40%",19,"1,34%",2,Dariaus ir Girėno  (Nr.1) apylinkė  
Rasa JUOCEVIČIENĖ,,"1,20%",14,"1,15%",4,Dariaus ir Girėno  (Nr.1) apylinkė  
Gintautas SODAITIS,,"0,60%",8,"0,57%",1,Dariaus ir Girėno  (Nr.1) apylinkė  
Saulius NARŪNAS,,"1,46%",16,"1,40%",6,Dariaus ir Girėno  (Nr.1) apylinkė  
Andrius PALIONIS,,"38,81%",493,"36,67%",60,Birštono m.  (Nr.1) apylinkė  
Alvydas VAICEKAUSKAS,,"13,68%",162,"12,93%",33,Birštono m.  (Nr.1) apylinkė  
Vytautas KAMBLEVIČIUS,,"6,18%",70,"5,84%",18,Birštono m.  (Nr.1) apylinkė  
Rima ZABLACKIENĖ,,"4,42%",56,"4,18%",7,Birštono m.  (Nr.1) apylinkė  
Sergejus JOVAIŠA,,"10,95%",134,"10,34%",22,Birštono m.  (Nr.1) apylinkė  
Inga STEPUKONIENĖ,,"7,86%",95,"7,43%",17,Birštono m.  (Nr.1) apylinkė  
Egidijus VISOCKAS,,"5,05%",69,"4,77%",3,Birštono m.  (Nr.1) apylinkė  
Algis MARCINKEVIČIUS,,"3,16%",34,"2,98%",11,Birštono m.  (Nr.1) apylinkė  
Laimutė JANČIUKIENĖ,,"1,05%",12,"0,99%",3,Birštono m.  (Nr.1) apylinkė  
Marytė GUDONYTĖ,,"7,16%",91,"6,76%",11,Birštono m.  (Nr.1) apylinkė  
Rasa JUOCEVIČIENĖ,,"0,70%",9,"0,66%",1,Birštono m.  (Nr.1) apylinkė  
Gintautas SODAITIS,,"0,63%",7,"0,60%",2,Birštono m.  (Nr.1) apylinkė  
Saulius NARŪNAS,,"0,35%",5,"0,33%",0,Birštono m.  (Nr.1) apylinkė  
Algirdas BUTKEVIČIUS,,"74,24%",173,"71,27%",23,Pūstapėdžių  (Nr.42) apylinkė  
Rimvydas ŽIEMYS,,"9,47%",22,"9,09%",3,Pūstapėdžių  (Nr.42) apylinkė  
Algirdas BAGUŠINSKAS,,"4,55%",11,"4,36%",1,Pūstapėdžių  (Nr.42) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"2,65%",6,"2,55%",1,Pūstapėdžių  (Nr.42) apylinkė  
Ona GIEDRIENĖ,,"2,27%",6,"2,18%",0,Pūstapėdžių  (Nr.42) apylinkė  
Juozas DAUTARTAS,,"2,65%",6,"2,55%",1,Pūstapėdžių  (Nr.42) apylinkė  
Kęstutis AKRAMAS,,"1,14%",3,"1,09%",0,Pūstapėdžių  (Nr.42) apylinkė  
Žydrūnė SURVILIENĖ,,"2,65%",6,"2,55%",1,Pūstapėdžių  (Nr.42) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"0,38%",1,"0,36%",0,Pūstapėdžių  (Nr.42) apylinkė  
Algimantas LIUBINSKAS,,"0,00%",0,"0,00%",0,Pūstapėdžių  (Nr.42) apylinkė  
Gediminas JEGELEVIČIUS,,"0,00%",0,"0,00%",0,Pūstapėdžių  (Nr.42) apylinkė  
Algimantas ARNASTAUSKAS,,"0,00%",0,"0,00%",0,Pūstapėdžių  (Nr.42) apylinkė  
Algirdas BUTKEVIČIUS,,"75,64%",50,"68,60%",9,Vartų  (Nr.41) apylinkė  
Rimvydas ŽIEMYS,,"3,85%",3,"3,49%",0,Vartų  (Nr.41) apylinkė  
Algirdas BAGUŠINSKAS,,"2,56%",1,"2,33%",1,Vartų  (Nr.41) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"6,41%",5,"5,81%",0,Vartų  (Nr.41) apylinkė  
Ona GIEDRIENĖ,,"0,00%",0,"0,00%",0,Vartų  (Nr.41) apylinkė  
Juozas DAUTARTAS,,"3,85%",3,"3,49%",0,Vartų  (Nr.41) apylinkė  
Kęstutis AKRAMAS,,"3,85%",3,"3,49%",0,Vartų  (Nr.41) apylinkė  
Žydrūnė SURVILIENĖ,,"1,28%",1,"1,16%",0,Vartų  (Nr.41) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"2,56%",2,"2,33%",0,Vartų  (Nr.41) apylinkė  
Algimantas LIUBINSKAS,,"0,00%",0,"0,00%",0,Vartų  (Nr.41) apylinkė  
Gediminas JEGELEVIČIUS,,"0,00%",0,"0,00%",0,Vartų  (Nr.41) apylinkė  
Algimantas ARNASTAUSKAS,,"0,00%",0,"0,00%",0,Vartų  (Nr.41) apylinkė  
Algirdas BUTKEVIČIUS,,"67,84%",181,"65,91%",51,Vištyčio  (Nr.40) apylinkė  
Rimvydas ŽIEMYS,,"10,82%",32,"10,51%",5,Vištyčio  (Nr.40) apylinkė  
Algirdas BAGUŠINSKAS,,"9,94%",31,"9,66%",3,Vištyčio  (Nr.40) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"3,22%",5,"3,12%",6,Vištyčio  (Nr.40) apylinkė  
Ona GIEDRIENĖ,,"0,88%",3,"0,85%",0,Vištyčio  (Nr.40) apylinkė  
Juozas DAUTARTAS,,"4,97%",15,"4,83%",2,Vištyčio  (Nr.40) apylinkė  
Kęstutis AKRAMAS,,"0,29%",1,"0,28%",0,Vištyčio  (Nr.40) apylinkė  
Žydrūnė SURVILIENĖ,,"0,88%",2,"0,85%",1,Vištyčio  (Nr.40) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"0,29%",1,"0,28%",0,Vištyčio  (Nr.40) apylinkė  
Algimantas LIUBINSKAS,,"0,29%",1,"0,28%",0,Vištyčio  (Nr.40) apylinkė  
Gediminas JEGELEVIČIUS,,"0,58%",2,"0,57%",0,Vištyčio  (Nr.40) apylinkė  
Algimantas ARNASTAUSKAS,,"0,00%",0,"0,00%",0,Vištyčio  (Nr.40) apylinkė  
Algirdas BUTKEVIČIUS,,"85,52%",89,"83,22%",35,Girėnų  (Nr.39) apylinkė  
Rimvydas ŽIEMYS,,"2,07%",0,"2,01%",3,Girėnų  (Nr.39) apylinkė  
Algirdas BAGUŠINSKAS,,"2,76%",3,"2,68%",1,Girėnų  (Nr.39) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"4,83%",4,"4,70%",3,Girėnų  (Nr.39) apylinkė  
Ona GIEDRIENĖ,,"0,69%",0,"0,67%",1,Girėnų  (Nr.39) apylinkė  
Juozas DAUTARTAS,,"2,76%",3,"2,68%",1,Girėnų  (Nr.39) apylinkė  
Kęstutis AKRAMAS,,"0,00%",0,"0,00%",0,Girėnų  (Nr.39) apylinkė  
Žydrūnė SURVILIENĖ,,"0,00%",0,"0,00%",0,Girėnų  (Nr.39) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"0,69%",1,"0,67%",0,Girėnų  (Nr.39) apylinkė  
Algimantas LIUBINSKAS,,"0,69%",0,"0,67%",1,Girėnų  (Nr.39) apylinkė  
Gediminas JEGELEVIČIUS,,"0,00%",0,"0,00%",0,Girėnų  (Nr.39) apylinkė  
Algimantas ARNASTAUSKAS,,"0,00%",0,"0,00%",0,Girėnų  (Nr.39) apylinkė  
Algirdas BUTKEVIČIUS,,"72,43%",180,"69,43%",38,Gražiškių  (Nr.38) apylinkė  
Rimvydas ŽIEMYS,,"10,63%",27,"10,19%",5,Gražiškių  (Nr.38) apylinkė  
Algirdas BAGUŠINSKAS,,"4,65%",11,"4,46%",3,Gražiškių  (Nr.38) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"2,33%",4,"2,23%",3,Gražiškių  (Nr.38) apylinkė  
Ona GIEDRIENĖ,,"2,33%",6,"2,23%",1,Gražiškių  (Nr.38) apylinkė  
Juozas DAUTARTAS,,"1,99%",6,"1,91%",0,Gražiškių  (Nr.38) apylinkė  
Kęstutis AKRAMAS,,"1,00%",3,"0,96%",0,Gražiškių  (Nr.38) apylinkė  
Žydrūnė SURVILIENĖ,,"1,99%",6,"1,91%",0,Gražiškių  (Nr.38) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"1,33%",3,"1,27%",1,Gražiškių  (Nr.38) apylinkė  
Algimantas LIUBINSKAS,,"1,00%",3,"0,96%",0,Gražiškių  (Nr.38) apylinkė  
Gediminas JEGELEVIČIUS,,"0,00%",0,"0,00%",0,Gražiškių  (Nr.38) apylinkė  
Algimantas ARNASTAUSKAS,,"0,33%",0,"0,32%",1,Gražiškių  (Nr.38) apylinkė  
Algirdas BUTKEVIČIUS,,"71,33%",193,"69,90%",16,Uosių  (Nr.37) apylinkė  
Rimvydas ŽIEMYS,,"5,46%",16,"5,35%",0,Uosių  (Nr.37) apylinkė  
Algirdas BAGUŠINSKAS,,"4,44%",9,"4,35%",4,Uosių  (Nr.37) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"4,44%",13,"4,35%",0,Uosių  (Nr.37) apylinkė  
Ona GIEDRIENĖ,,"3,07%",8,"3,01%",1,Uosių  (Nr.37) apylinkė  
Juozas DAUTARTAS,,"4,78%",14,"4,68%",0,Uosių  (Nr.37) apylinkė  
Kęstutis AKRAMAS,,"2,73%",8,"2,68%",0,Uosių  (Nr.37) apylinkė  
Žydrūnė SURVILIENĖ,,"2,05%",5,"2,01%",1,Uosių  (Nr.37) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"1,37%",4,"1,34%",0,Uosių  (Nr.37) apylinkė  
Algimantas LIUBINSKAS,,"0,34%",1,"0,33%",0,Uosių  (Nr.37) apylinkė  
Gediminas JEGELEVIČIUS,,"0,00%",0,"0,00%",0,Uosių  (Nr.37) apylinkė  
Algimantas ARNASTAUSKAS,,"0,00%",0,"0,00%",0,Uosių  (Nr.37) apylinkė  
Algirdas BUTKEVIČIUS,,"67,81%",87,"62,26%",12,Serdokų  (Nr.36) apylinkė  
Rimvydas ŽIEMYS,,"8,90%",12,"8,18%",1,Serdokų  (Nr.36) apylinkė  
Algirdas BAGUŠINSKAS,,"2,74%",4,"2,52%",0,Serdokų  (Nr.36) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"9,59%",14,"8,81%",0,Serdokų  (Nr.36) apylinkė  
Ona GIEDRIENĖ,,"1,37%",2,"1,26%",0,Serdokų  (Nr.36) apylinkė  
Juozas DAUTARTAS,,"4,79%",7,"4,40%",0,Serdokų  (Nr.36) apylinkė  
Kęstutis AKRAMAS,,"0,00%",0,"0,00%",0,Serdokų  (Nr.36) apylinkė  
Žydrūnė SURVILIENĖ,,"4,11%",6,"3,77%",0,Serdokų  (Nr.36) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"0,00%",0,"0,00%",0,Serdokų  (Nr.36) apylinkė  
Algimantas LIUBINSKAS,,"0,00%",0,"0,00%",0,Serdokų  (Nr.36) apylinkė  
Gediminas JEGELEVIČIUS,,"0,68%",1,"0,63%",0,Serdokų  (Nr.36) apylinkė  
Algimantas ARNASTAUSKAS,,"0,00%",0,"0,00%",0,Serdokų  (Nr.36) apylinkė  
Algirdas BUTKEVIČIUS,,"72,20%",135,"69,81%",13,Klampučių  (Nr.35) apylinkė  
Rimvydas ŽIEMYS,,"3,90%",6,"3,77%",2,Klampučių  (Nr.35) apylinkė  
Algirdas BAGUŠINSKAS,,"7,32%",14,"7,08%",1,Klampučių  (Nr.35) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"6,34%",11,"6,13%",2,Klampučių  (Nr.35) apylinkė  
Ona GIEDRIENĖ,,"3,90%",5,"3,77%",3,Klampučių  (Nr.35) apylinkė  
Juozas DAUTARTAS,,"0,00%",0,"0,00%",0,Klampučių  (Nr.35) apylinkė  
Kęstutis AKRAMAS,,"3,41%",6,"3,30%",1,Klampučių  (Nr.35) apylinkė  
Žydrūnė SURVILIENĖ,,"2,93%",6,"2,83%",0,Klampučių  (Nr.35) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"0,00%",0,"0,00%",0,Klampučių  (Nr.35) apylinkė  
Algimantas LIUBINSKAS,,"0,00%",0,"0,00%",0,Klampučių  (Nr.35) apylinkė  
Gediminas JEGELEVIČIUS,,"0,00%",0,"0,00%",0,Klampučių  (Nr.35) apylinkė  
Algimantas ARNASTAUSKAS,,"0,00%",0,"0,00%",0,Klampučių  (Nr.35) apylinkė  
Algirdas BUTKEVIČIUS,,"75,66%",327,"71,87%",46,Giedrių  (Nr.34) apylinkė  
Rimvydas ŽIEMYS,,"6,49%",25,"6,17%",7,Giedrių  (Nr.34) apylinkė  
Algirdas BAGUŠINSKAS,,"5,68%",23,"5,39%",5,Giedrių  (Nr.34) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"5,68%",24,"5,39%",4,Giedrių  (Nr.34) apylinkė  
Ona GIEDRIENĖ,,"2,03%",10,"1,93%",0,Giedrių  (Nr.34) apylinkė  
Juozas DAUTARTAS,,"0,61%",2,"0,58%",1,Giedrių  (Nr.34) apylinkė  
Kęstutis AKRAMAS,,"1,01%",5,"0,96%",0,Giedrių  (Nr.34) apylinkė  
Žydrūnė SURVILIENĖ,,"0,20%",1,"0,19%",0,Giedrių  (Nr.34) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"1,22%",5,"1,16%",1,Giedrių  (Nr.34) apylinkė  
Algimantas LIUBINSKAS,,"0,41%",1,"0,39%",1,Giedrių  (Nr.34) apylinkė  
Gediminas JEGELEVIČIUS,,"0,41%",2,"0,39%",0,Giedrių  (Nr.34) apylinkė  
Algimantas ARNASTAUSKAS,,"0,61%",3,"0,58%",0,Giedrių  (Nr.34) apylinkė  
Algirdas BUTKEVIČIUS,,"78,96%",424,"75,89%",64,Alvito  (Nr.33) apylinkė  
Rimvydas ŽIEMYS,,"5,34%",28,"5,13%",5,Alvito  (Nr.33) apylinkė  
Algirdas BAGUŠINSKAS,,"4,53%",25,"4,35%",3,Alvito  (Nr.33) apylinkė  
Evelina PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,,"3,88%",19,"3,73%",5,Alvito  (Nr.33) apylinkė  
Ona GIEDRIENĖ,,"1,29%",7,"1,24%",1,Alvito  (Nr.33) apylinkė  
Juozas DAUTARTAS,,"2,91%",15,"2,80%",3,Alvito  (Nr.33) apylinkė  
Kęstutis AKRAMAS,,"0,49%",3,"0,47%",0,Alvito  (Nr.33) apylinkė  
Žydrūnė SURVILIENĖ,,"1,62%",7,"1,56%",3,Alvito  (Nr.33) apylinkė  
Jurgita ŽALIABARŠTYTĖ,,"0,49%",3,"0,47%",0,Alvito  (Nr.33) apylinkė  
Algimantas LIUBINSKAS,,"0,32%",2,"0,31%",0,Alvito  (Nr.33) apylinkė  
Gediminas JEGELEVIČIUS,,"0,16%",1,"0,16%",0,Alvito  (Nr.33) apylinkė  
Algimantas ARNASTAUSKAS,,"0,00%",0,"0,00%",0,Alvito  (Nr.33) apylinkė  
Algirdas BUTKEVIČIUS,,"70,71%",126,"66,67%",14,Ramoniškių  (Nr.32) apylinkė  
Rimvydas ŽIEMYS,,"7,07%",8,"6,67%",6,Ramoniškių  (Nr.32) apylinkė  
Algirdas BAGUŠINSKAS,,"6,57%",12,"6,19%",1,Ramoniškių  (Nr.32) apylinkė  
