apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Daugiamandatė,1960-03-14,vedęs,Ne,"VĮ Klaipėdos valstybinio jūrų uosto direkcija,Generalinis direktorius",EUGENIJUS    GENTVILAS,Klaipėda,Aukštasis;Vilniaus universitetas;geografija;1983,,"Želvaičių kaimas, Telšių raj.",Lietuvos Respublikos liberalų sąjūdis,lietuvis ,,"anglų, vokiečių, rusų",Ne,Neturiu
Daugiamandatė,1974-01-12,vedęs,Ne,"Lietuvos Respublikos Teisingumo ministerija,Ministras",REMIGIJUS    ŠIMAŠIUS,Vilnius,"Aukštasis;Vilniaus Universitetas, Teisės fakultetas;Teisininkas;1997",,Tauragė,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,,"anglų, rusų",Ne,Neturiu
Fabijoniškių,1962-01-21,ištekėjusi,Ne,"Lietuvos Respublikos Seimas,Seimo narė",DALIA    KUODYTĖ,Mikašiūnų k.,Aukštasis;Vilniaus universitetas;Istorikė;1987,"knygos, kelionės",Kaunas,Lietuvos Respublikos liberalų sąjūdis,lietuvė ,,"anglų, rusų",Ne,Neturiu
Lazdynų,1967-07-23,vedęs,Ne,"Lietuvos Respublikos švietimo ir mokslo ministerija,ministras",GINTARAS    STEPONAVIČIUS,Vilnius,Aukštasis teisės mokslų magistras;Vilniaus universitetas;teisininkas;1992,"muzika, knygos, filmai, krepšinis",Klaipėda,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,,"anglų, rusų",Ne,Neturiu
Varėnos - Eišiškių,1962-12-20,vedęs,Ne,"Lietuvos Respublikos Seimas,Seimo narys",ALGIS    KAŠĖTA,Vilnius,Aukštasis universitetinis;Vilniaus universitetas;Istorikas;1991,"Partizaninio karo Lietuvoje 1944-1953 m. tyrinėjimas, literatūra - istorinė, grožinė, muzika - dŽiazas, sportas - tinklinis",Lietuva,Lietuvos Respublikos liberalų sąjūdis,lietuvis ,,"rusų, lenkų",Ne,Neturiu
Marių,1974-10-15,vedęs,Ne,"LR susisiekimo ministerija,ministras",ELIGIJUS    MASIULIS,Vilnius,Aukštasis magistrinis;Klaipedos universitetas;politikos mokslai;1999,"žvejyba, sportas, kelionės","Klaipėdos m.,Lietuva",Lietuvos Respublikos liberalų sąjūdis,lietuvis ,,"rusų, anglų",Ne,Neturiu
Naujosios Vilnios,1971-05-20,vedęs,Ne,"bedarbis,-",ALGIRDAS    PALECKIS,Vilnius,Aukštasis;VU;politologas;1994;Aukštasis;VU;žurnalistas;1994,"sportas, skaitymas, gamta","Bernas, Šveicarija",Socialistinis liaudies Frontas,lietuvis ,,"rusų, vokiečių, anglų, prancūzų",	 ,Neturiu
Daugiamandatė,1961-03-19,vedęs,Ne,"Verslininkas,-",SERGEJ    POPOV,Vilnius,Aukštasis;VU;Inžinierius geologas;1983,sportas,Vilnius,Socialistinis liaudies Frontas,rusas ,,"anglų, rusų, lenkų, latvių",	 ,Neturiu
Daugiamandatė,1945-01-04,ištekėjusi,Ne,"pensininkė,esu istorijos mokytoja - metodininkė",ANGELĖ    AMBRAZIENĖ,Radviliškis,"Aukštasis;Vilniaus valstybinis V. Kapsuko universitetas;Istoriko, istorijos ir visuomeninių mokslų dėstytoja;1974","labai daug skaityti, dalyvauti radijo ir televizijos diskusijose, rašyti į spaudą","Radviliškio rajonas, Šiaulėnų miestelis",Socialistinis liaudies Frontas,lietuvė ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1972-03-21,Nenurodė,Ne,"UAB ""Visatex"",siuvimo technologas",AUŠRA    SAULIENĖ,Visaginas,Aukštasis;Vilniaus kolegija;Siuvimo technologas;2004,"kelionės, skaitymas",Maženų k Ignalinos raj.,Socialistinis liaudies Frontas,lietuvė ,,rusų,Ne,Neturiu
Daugiamandatė,1954-03-05,našlė,Ne,"Pakruojo nestacionarių socialinių paslaugų centras,socialinio darbuotojo padėjėja",GENOVAITĖ    LAGINAUSKIENĖ,Pakruojis,Spec. vidurinis;Kauno ekonomikos technikumas;statistikė;1974,-,Pasvalio raj.,Socialistinis liaudies Frontas,lietuvė ,,rusų,Ne,Neturiu
Daugiamandatė,1973-03-29,vedęs,Ne,"Namų butų savininkų bendrija,pirmininkas",VITALIJ    LAVKART,Visaginas,Vidurinis;-;-;1992,-,Magadano m. Rusija,Socialistinis liaudies Frontas, ,,,Ne,Neturiu
Daugiamandatė,1986-01-19,nevedęs,Ne,"AB ""Vievio paukštynas"",statybos inžinierius",VAINIUS    ARLAUSKAS,Kaunas,Aukštasis universitetinis;Kauno Technologijos universitetas;Statybinės medžiagos;2012,"skaitymas, kvalifikacijos kėlimas, slidinėjimas, dviračių sportas",Kaunas,Lietuvos žmonių partija,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1958-10-27,vedęs,Ne,"UAB ""Telšių šilumos tinklai"",direktorius",JURGIS    STAŠEVIČIUS,Telšiai,Universitetinis;Lietuvos žemės ūkio akademija;inžinierius mechanikas;1987,"sportas, medžioklė","Šaukėnų k., Kelmės raj.",Krikščionių partija,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1979-05-02,netekėjusi,Ne,"-,-",RIMA    KRUPSKYTĖ,Kaunas,-;-;-,-,Kaunas,Krikščionių partija,lietuvė ,,"rusų, anglų, vokiečių",Ne,Neturiu
Naujosios Vilnios,1948-03-05,vedęs,Ne,"Europos parlamento nario J.Imbraso biuras,padėjėjas Lietuvoje",Bronius    CICĖNAS,Vilnius,Aukštasis;Kauno politechnikos institutas;šiluminė-energetika;1971,"Lauko tenisas, slidinėjimas, literatūra, sodininkystė","Ignalinos rajonas, Augutiškės  kaimas",Partija Tvarka ir teisingumas,lietuvis ,,"rusų, vokiečių, anglų",Ne,Neturiu
Daugiamandatė,1981-09-26,nevedęs,Ne,"Vilniaus miesto savivaldybė,Verslo licencijavimo ir leidimų skyriaus vedėjas",MARIUS    SKARUPSKAS,Vilnius,Aukštasis universitetinis;Aukštasis universitetinis;Ryšiai su visuomene;2006;Aukštasis universitetinis;Vilniaus universitetas;Informologija;2004,"aktyvus sportas, geros knygos, turiningas laisvalaikis",Kaunas,Lietuvos socialdemokratų partija,lietuvis ,,"anglų, rusų",Ne,Neturiu
Vilniaus - Trakų,1962-01-01,vedęs,Ne,"Lietuvos Respublikos Seimas,LR Seimo narys",JAROSLAV    NARKEVIČ,Trakai,Aukštasis universitetinis;MRU;savivaldos administravimo magistras;2010;Aukštasis;VVPI (VPU);matematikos mokytojas;1983,,Trakai,Lietuvos lenkų rinkimų akcija,lenkas ,,"rusų, lenkų, prancūzų",Ne,Neturiu
Šilalės - Šilutės,1951-10-02,išsiskyręs,Ne,"nedirbantis,-",JONAS    ZAJANČKAUSKAS,Dovainonių k.,Aukštasis;Kūno kultūros institutas;Fizinio lavinimo mokytojas-treneris;1973,"sportas, turizmas, knygų skaitymas, istorija, kovos menai","Baltarusija, Gardino sritis, Ostroveco raj. Gervėčių kaimas",„Drąsos kelias“ politinė partija,lietuvis ,,"rusų, lenkų",Ne,Neturiu
Suvalkijos,1972-05-19,vedęs,Ne,"LR Žemės ūkio ministerija,viceministras",MINDAUGAS    KUKLIERIUS,Garliava,"Magistratūra;Birmingemo universitetas (Anglija);politiniai mokslai;2006;Magistratūra;Pietų danijos universitetas (Danija);ES studijų programa;2000;Magistratūra;Pietų Ilinojaus universitetas (JAV);Žemės ūkio ekonomika;1996;Magistratūra;Ilinojaus universitetas (JAV);Žemės ūkio ekonomika;1996;Aukštasis;LŽŪA (vėliau LŽŪU, dabar ASU);ekonomika;1996","žvejyba, kelionės, naminiai gyvūnai",Kaunas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,lietuvis ,,"anglų, rusų, vokiečių pagrindai",Ne,Neturiu
Vilniaus - Šalčininkų,1985-05-18,ištekėjusi,Ne,"Nėra,-",Viktorija    BALLACK,Klaipėda,Nebaigtas aukštasis;Vakarų Lietuvos verslo kolegija;vadybininkas;2008,"Sportas, skaitymas, muzika","Šiaulių r. sav., Bubių sen., Volungių k.",Demokratinė darbo ir vienybės partija, ,,"rusų, anglų",Ne,Neturiu
Kalniečių,1969-04-04,vedęs,Ne,"UAB ""Sabelijos prekyba"",Plėtros departamento direktorius",RYTIS    ŠATKAUSKAS,Kaunas,Aukštasis;KTU;Ekonomika;2001;Aukštasis;KTU;Telekomunikacijų inžinierius;1994,,Klaipėda,Darbo partija,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1972-05-15,vedęs,Ne,"Darbo birža,",LEONID    PLOTNIKOV,Vilnius,Spec. vidurinis;6-oji profesinė technikos mokykla;Stalius dailidė;1989,"dizainas, projektavimas, šaudymas iš lanko",Švenčionys,Respublikonų partija,rusas ,,lenkų,Ne,Neturiu
Daugiamandatė,1964-04-19,vedęs,Ne,"Tauragės Jovarų pagrindinė mokykla,Mokytojas",KĘSTUTIS    NORVILAS,Tauragė,Aukštasis universitetinis;Lietuvos kūno kultūros akademija;Mokytojas-sporto treneris;1988,"Žvejyba, grojimas gitara, krašto istorija.",Šilutė,Respublikonų partija,lietuvis ,,rusų,Ne,Neturiu
Daugiamandatė,1987-04-20,susižiedavęs,Ne,"UAB ""Ermitažas"",Didmenos vadybininkas",TOMAS    MERKYS,Anykščiai,Aukštasis neuniversitetinis;Tarptautinė teisės verslo aukštoji mokykla;Transporto vadyba-logistika;2010,"Žvejyba, sportas",Vilnius,Respublikonų partija,lietuvis ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1982-09-03,vedęs,Ne,"UAB ""AN RANGA"",Direktorius",ANDRIUS    JASONAS,Vilnius,"aukštasis universitetinis bakalauras;Vilniaus pedagoginis universitetas;Sporto bakalauras, mokytojo kvalifikacija;2006","Žvejyba, medžioklė, kelionės, sportas",Panevėžys,Respublikonų partija,lietuvis ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1968-03-02,ištekėjusi,Ne,"Gėlių ir dekoratyvinių augalų ūkis,Savininkė",VITALIJA    GRIGARAVIČIENĖ,Didžiasalio k.,Nebaigtas aukštasis;Vilniaus universitetas;Chemija,"Psichologinė, filosofinė literatūra",Šiauliai,Respublikonų partija,lietuvė ,,rusų,Ne,Neturiu
Daugiamandatė,1969-03-02,išsituokusi,Ne,"UAB TIKRAS NAMAS,Direktorė",VILMA    GALVYDIENĖ,Vilnius,Aukštasis;ŠPI;Pradinio mokymo pedagogika ir metodika;1992,"teatras, taisyklingos mitybos paskaitų organizavimas, žvejyba",Rokiškis,Respublikonų partija,lietuvė ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1960-05-15,našlė,Ne,"Registrų centras,darbuotoja",BIRUTĖ    PAUKŠTIENĖ,Vilnius,Aukštesnysis;Vilniaus aukštesnioji pedagoginė mokykla;Ikikmokyklinis auklėjimas pedagogika;1979,"Muzika, kelionės, vairavimas, skaitymas",Vilnius,Respublikonų partija,lietuvė ,,"rusų, lenkų, anglų",Ne,Neturiu
Zarasų - Visagino,1968-02-15,ištekėjusi,Ne,"Grožio salonas ""Florencija"",Direktorė",ALINA    LITVINOVIČ,Vilnius,Aukštasis universitetinis;Vilniaus universitetas;Ekonomistė;1989,"Muzika, teatras, kelionės, grybavimas",Vilnius,Respublikonų partija,lenkė ,,"lenkų, rusų",Ne,Neturiu
Pajūrio,1967-06-15,nenurodė,Ne,"Antikvarinių baldų salonas,Administratorė",DAINA    LINGIENĖ,Klaipėda,Aukštasis universitetinis;Klaipėdos universitetas;Psichologija-pedagogika;1993,"Antikvarinės vertybės, sveikas gyvenimo būdas, ekologija",Klaipėda,Respublikonų partija,lietuvė ,,rusų,Ne,Neturiu
Fabijoniškių,1949-01-09,vedęs,Ne,"Pensininkas,-",RIMAS    KANČYS,Vilnius,"Aukštasis universitetinis;Sankt Peterburgo sporto medicinos universitetas;Sporto medicinos gydytojas;1988;Aukštasis universitetinis;Vilniaus universitetas, Medicinos fakultetas;Sanitarijos-epidemiologijos specialybė;1975","Aktyviai ir nuoširdžiai bendrauti su žmonėmis, bet kokios pasaulėžiūros, neprasilenkiančios su humanizmo (žmogiškumo) principais.","Alytaus raj., Seimeniškių k.",Respublikonų partija,lietuvis ,,rusų,Ne,Neturiu
Justiniškių,1983-04-22,nevedęs,Ne,"VšĮ Vale Tudo fighting network,Direktorius",ARTEMIJ    SITENKOV,Vilnius,Aukštasis;MRU;Viešasis administravimas;2005,"Kelionės, skaitymas",Vilnius,Respublikonų partija,rusas ,,"anglų, rusų",Ne,Neturiu
Daugiamandatė,1968-04-02,vedęs,Ne,"bedarbis,",DEIMANTAS PETRAS    RAŽANAUSKAS,Buivydiškės,Aukštesnysis;Vilniaus statybos technikumas;Pramoninė civilinė statyba;1987,"sportas, moto sportas, žvejyba,turizmas",Vilnius,Respublikonų partija,lietuvis ,,"rusų, vokiečių pagrindai, lenkų",Ne,Neturiu
Daugiamandatė,1973-02-25,nevedęs,Ne,"N. Varno personalinė įmonė ""NT ekspertai"",Savininkas",NERIJUS    VARNAS,Lentvaris,Spec. vidurinis;Vilniaus I-oji politechnikos mokykla;Iškiliosios ir ofsetinės spaudos spaudėjas;1991,"Futbolas, kelionės, ekonomika, politika",Šilutė,Respublikonų partija,lietuvis ,,rusų,Ne,Neturiu
Šilainių,1970-07-24,netekėjusi,Ne,"Kauno miesto lopšelis-darželis ""Volungėlė"",Pedagogė",VILMA    GECEVIČIŪTĖ,Kaunas,"Aukštasis universitetinis;Šiaulių universitetas;Pradinio ugdymo pedagogikos ir ikimokyklinio ugdymo studijų programa, suteiktas edukologijos bakalauro kvalifikacinis laipsnis ir mokytojo profesinė kvalifikacija;2006","Kalnų slidinėjimas, kelionės",Kaunas,Respublikonų partija,lietuvė ,,"rusų, anglų",Ne,Neturiu
Aleksoto -  Vilijampolės,1958-01-13,išsiskyręs,Ne,"Žuvininkystės tarnyba prie Lietuvos ŽUM,Žuvivaisos skyriaus Žeimenos poskyrio Vedėjas",REMIGIJUS    URBONAS,Kaunas,Aukštasis;LVA;Gyvulininkystės technologas;2008,"baikerių klubas, gamta, kelionės, fotografijos",Kaunas,Respublikonų partija,lietuvis ,,"rusų, anglų",Ne,Neturiu
Kalniečių,1962-01-09,vedęs,Ne,"UAB REACON,Direktorius",MINDAUGAS    KUKCINAVIČIUS,Kaunas,Aukštasis universitetinis;KTU;Inžinierius mechanikas;1985,"muzika, teatras, knygos",Kaunas,Respublikonų partija,lietuvis ,,"rusų, anglų, lenkų",Ne,Neturiu
Dainavos,1969-11-28,ištekėjusi,Ne,"UAB ""Dimela Lietuva"",""Pfizer"" atstovė Lietuvoje CA",LOLITA    TURAUSKIENĖ,Kulautuva,Aukštasis universitetinis;Edgware Academy & Computer Science College in London;Anglų kalba ir kompiuteriai;2004;Aukštasis universitetinis;Lietuvos veterinarijos akademija;Veterinarijos gydytoja;1992,"Sportas, skaitymas, kelionės, kinas, kinologija",Kaunas,Respublikonų partija,lietuvė ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1967-05-08,vedęs,Ne,"-,-",STANISLAV    LITVINOVIČ,Vilnius,Aukštesnysis;Vilniaus kolegija;Technikas technologas;1986,"spotas, automobiliai, skaitymas",Vilnius,Respublikonų partija,lenkas ,,"lenkų, rusų",Ne,Neturiu
Marijampolės,1975-06-03,našlė,Ne,"UAB G4S,KASININKĖ",DAIVA    VAIDELIENĖ,Kaunas,Aukštesnysis;Verslo mokykla prie VDU;Verslas ir informatika;1993,"Žvejyba, skaitymas","Armoniškių km., Ringaudų sen., Kauno raj.",Respublikonų partija,lietuvė ,,"rusų, anglų",Ne,Neturiu
Daugiamandatė,1968-04-23,vedęs,Ne,"Všį Lazdijų ligoninė,Gydytojas",VALDAS    MIKALSKIS,Kaunas,Aukštasis universitetinis;Kauno medicinos universitetas;Gydytojas;2004,-,"Panevėžio raj., Senamiesčio k.",Respublikonų partija,lietuvis ,,"norvegų, anglų, rusų",Ne,Neturiu
Kretingos,1980-10-20,nevedęs,Ne,"UAB ""Ruukki Lietuva"",Konstruktorius-inžinierius",DONATAS    BARTKUS,Klaipėda,Aukštasis;Klaipėdos universitetas;Statybos inžinerija;2003,"Žvejyba, nardymas, automobiliai, motociklai, atronomija, ekstremalus sportas",Klaipėda,Respublikonų partija,lietuvis ,,"anglų, vokiečių, rusų",Ne,Neturiu
Daugiamandatė,1976-08-18,ištekėjusi,Ne,"UAB VIČIŪNŲ RESTORANŲ GRUPĖ,Administratorė",INGRIDA    JANKAUSKIENĖ,Kaunas,Aukštasis neuniversitetinis;Kauno kolegija;Verslo vadyba;2005,"kelionės, kulinarija,",Kaunas,Respublikonų partija,lietuvė ,,"anglų, vokiečių, rusų",Ne,Neturiu
Šiaulių kaimiškoji,1949-09-24,išsituokusi,Ne,"Linos Kliknaitės ūkis,ūkininkė",ZITA    KLIKNIENĖ,Žeimių k.,Aukštesnysis;Tytuvėnų žemės ūkio technikumas;Zootechnikė;1970,"Fotografija, vairavimas, reklaminės informacijos kūrimas","Kelmės raj., Mažučių km., Pakražančio sen.",Respublikonų partija,lietuvė ,,"rusų, vokiečių pagrindai",Ne,Neturiu
Daugiamandatė,1978-08-01,vedęs,Ne,"UAB ECS ECOBALTIC,Direktorius",LINAS    IMBRAZAS,Kaunas,Nebaigtas aukštasis;KTU;Elektrotechnika-automatika;2008,"parasparniai, orentacinis sportas, kalnų sportas,",Kaunas,Respublikonų partija,lietuvis ,,"anglų, vokiečių pagrindai",Ne,Neturiu
Ignalinos - Švenčionių,1976-07-03,išsituokęs,Ne,"UAB VILKONA,Direktorius",OLEG    KAUŠINIS,Vilnius,Aukštasis;VU;Ekonomika;2008,"žvejyba, ekstremalus sportas, krepšinis, knygos, loginių užduočių sprendimas",Švenčionys,Respublikonų partija,rusas ,,"anglų, rusų, lenkų, vokiečių pagrindai",Ne,Neturiu
Daugiamandatė,1968-06-11,pradėjęs santuokos nutraukimo procesą,Ne,"Auros Bartaškienės įmonė,Savininkė ir gydytoja",AURA    BARTAŠKIENĖ,Vilnius,Aukštasis;Vilniaus Universitetas;Gydytoja akušerė-ginekologė;1991,"slidinėjimas, sportas, jojimas, šokiai, chorinis dainavimas",Vilnius,Respublikonų partija,lietuvė ,,"rusų, anglų",Ne,Neturiu
Varėnos - Eišiškių,1969-06-21,nevedęs,Ne,"MINDAUGO KARLONO PĮ,Savininkas",MINDAUGAS    KARLONAS,Varėna,Aukštasis;KTU;Radioelektronikos inžinierius;1998,"kelionės, sportas",Ignalina,Respublikonų partija,lietuvis ,,"rusų, anglų, lenkų",Ne,Neturiu
Lazdynų,1965-07-06,vedęs,Ne,"VGTU,Strateginių tyrimų skyriaus vedėjas",RYTIS    ZABIELSKAS,Vilnius,Aukštasis universitetinis;VU;Ekonomika;1990,,Vilnius,Respublikonų partija,lietuvis ,,"rusų, anglų, lenkų",Ne,Neturiu
Daugiamandatė,1983-01-10,vedęs,Ne,"UAB ""VVR Baltic"",l.e.p. direktorius",DOMANTAS    ČIRVINSKAS,Šiauliai,Aukštasis;Šiaulių universitetas;Filologijos bakalauras;2005,"sportas, žvejyba","Panevėžio raj., Lietuva",Respublikonų partija,lietuvis ,,"anglų, rusų, prancūzų",Ne,Neturiu
Trakų - Elektrėnų,1953-09-26,vedęs,Ne,"Valstybinė įmonė Valkininkų miškų urėdija,Girininko pavaduotojas",KAZYS VYTAUTAS    LAURUŠEVIČIUS,Rūdiškės,Aukštasis universitetinis;LŽŪU;Miškininkystė;2006,bitininkystė,"Klėriškių km., Kaišiadorių raj.",Respublikonų partija,lietuvis ,,"rusų, lenkų, vokiečių pagrindai",Ne,Neturiu
Šeškinės,1981-01-09,vedęs,Ne,"UAB ""Stasio ratai"",Direktoriaus pavaduotojas",LAIMIS    BIKAUSKAS,Vilnius,aukštasis universitetinis magistras;Vilniaus Gedimino technikos universitetas;Mechanikos inžinerija;2007;aukštasis universitetinis bakalauras;Vilniaus pedagoginis universitetas;Ekonomika;2006,"Sportas, teatras, muzika, felinologija",Vilnius,Respublikonų partija,lietuvis ,,"anglų, vokiečių, lenkų, rusų",Ne,Neturiu
Naujamiesčio,1970-12-04,nevedęs,Ne,"UAB JOLIRA,Direktorius",JANAS    JUREVIČIUS,Vilnius,Aukštesnysis;Vilniaus kolegija;Energetikas;1989,"Sportas, medžioklė, žvejyba",Vilnius,Respublikonų partija,lietuvis ,,"rusų, lenkų",Ne,Neturiu
Raseinių,1977-04-04,ištekėjusi,Ne,"UAB ""Rasmedita"",Buhalterė",EDITA    NAVAKAUSKIENĖ,Raseiniai,Nebaigtas aukštasis;Mykolo Riomerio universitetas;Teisė;2005;Aukštasis;Utenos kolegija;Teisė;2005,"Sportas, šokiai",Kelmė,Respublikonų partija,lietuvė ,,"rusų, vokiečių",Ne,Neturiu
Daugiamandatė,1986-03-08,netekėjusi,Ne,"UAB SPAINETOS PREKYBOS SISTEMA,VYR. KLIENTŲ APTARNAVIMO VADYBININKĖ",ODILIJA    LEKŠAITĖ,Tauragė,Aukštasis;Šiaulių universitetas;Edukologija;2009,-,RASEINIAI,Respublikonų partija,lietuvė ,,anglų,Ne,Neturiu
Daugiamandatė,1975-09-15,vedęs,Ne,"Individuali Mariaus Karaliūno veikla,Veiklos vykdytojas",MARIUS    KARALIŪNAS,Biržai,Aukštesnysis;Panevėžio verslo mokykla;Marketingo specialistas;1998,Sportas,Panevėžys,Respublikonų partija,lietuvis ,,"rusų, anglų",Ne,Neturiu
Lazdijų - Druskininkų,1965-05-02,našlė,Ne,"UAB BIZNIO MEISTRAS,Direktoriaus pavaduotoja",ZITA    JAKUBYNIENĖ,Radžiūnų k.,Aukštesnysis;Alytaus kolegija;Verslo vadyba;2004,"žvejyba, šokiai, ūkininkavimas",Alytaus rajonas,Respublikonų partija,lietuvė ,,"rusų, lenkų, anglų",	 ,	 <b>Tu
Utenos,1958-04-04,vedęs,Ne,"Ūkininkas,",ARVYDAS    RAKAUSKAS,Molėtai,Aukštasis universitetinis;Lietuvos žemės ūkio universitetas;Inžinierius-mechanikas;1980,"Alpinizmas, kalnų ekspedicijos, medžioklė, liaudies dainos ir šokiai",Molėtai,Respublikonų partija,lietuvis ,,rusų,Ne,Neturiu
Žirmūnų,1960-03-03,ištekėjusi,Ne,"Lietuvos Aukščiausiojo Teismo  Teisės tyrimų ir apibendrinimo departamento Baudžiamosios teisės grupė,Teisėjo padėjėja",AUŠRA    ABRAMAVIČIENĖ,Vilnius,Aukštasis universitetinis;Vilniaus Universitetas Teisės fakultetas;teisininkė;1992;Aukštasis universitetinis;Kauno Politechnikos institutas Skaičiavimo Technikos fakultetas;inžinierė sistemotechnikė;1983,"visuomeninė veikla, savišvieta",Kaunas,Respublikonų partija,lietuvė ,,"rusų, anglų, lenkų",Ne,Neturiu
Žaliakalnio,1968-06-26,ištekėjusi,Ne,"Lietuvos sveikatos mokslų universitetas,Dėstytoja",SANDRA    ADOMAITIENĖ,Kaunas,Aukštasis universitetinis;Vilniaus pedagoginis universitetas;Anglų kalbos filologė;2011;aukštasis universitetinis magistras;Lietuvos veterinarijos akademija;Veterinarijos gydytoja;1992,"Knygos, kelionės, renginių organizavimas, muzika",Kėdainiai,Respublikonų partija,lietuvė ,,"anglų, rusų, lenkų",Ne,Neturiu
Vakarinė,1984-05-20,nevedęs,Ne,"UAB Vilniaus duona,Pardavimų atstovas",TOMAS    SALIAMONAS,Dembavos k.,Aukštasis;Verslo ir vadybos akademija;Verslo ir vadybos administravimas;2010,"Žvejyba, medžioklė, kelionės.",Anykščiai,Respublikonų partija,lietuvis ,,"anglų, rusų",Ne,Neturiu
Aušros,1986-07-18,vedęs,Ne,"UAB ""Šilumos šaltinis"",Projektuotojas",TADAS    VALKIŪNAS,Šiauliai,"Magistro laipsnis;Vilniaus Gedimino technikos universitetas;Šiluminė energijos inžinerija;2012;Bakalauro laipsnis;Vilniaus Gedimino technikos universitetas;Energetika;2009;Meno mokykla;Šiaulių „Dagilėlio"" dainavimo mokykla;Dainavimas;2002","sportas, turizmas, žvejyba, muzika",Šiauliai,Respublikonų partija,lietuvis ,,"anglų, rusų",Ne,Neturiu
Pramonės,1947-01-01,išsituokusi,Ne,"Nacionalinis M. K. Čiurlionio dailės muziejus,muziejininkė",NIJOLĖ    JURKUVIENĖ,Kaunas,Aukštasis;VDA;Dailininkas interjieristas;1973,"kelionės, muzika, filosofija, plaukimas, teatras",Druskininkai,Respublikonų partija,lietuvė ,,"rusų, prancūzų",Ne,Neturiu
Naujosios Vilnios,1980-10-14,netekėjusi,Ne,"UAB ""Bilan"",Specialistė",ILONA    POPLAVSKAJA,Vilnius,aukštasis universitetinis magistras;Mykolo Riomerio universitetas;Teisė ir valdymas;2008;aukštasis universitetinis bakalauras;Vilniaus pedagoginis universitetas;Edukologija ir mokytojo kvalifikacija;2005,"Parodų lankymas, kelionės, muzika, teatras, sportas",Vilnius,Respublikonų partija,lenkė ,,"anglų, rusų, lenkų",Ne,Neturiu
Daugiamandatė,1980-11-02,ištekėjusi,Ne,"Bedarbė,",RASA    MISIENĖ,Kupiškis,aukštasis universitetinis magistras;Kūno kultūros universitetas;Reabilitologė;2010,"plaukimas, skaitymas, kelionės",Kupiškis,Respublikonų partija,lietuvė ,,"prancūzų, rusų, anglų",Ne,Neturiu
Daugiamandatė,1960-05-22,vedęs,Ne,"VšĮ Sostinės futbolo mokykla,Direktorius",RIČARDAS    GREVIŠKIS,Vilnius,Aukštasis;Vilniaus pedagoginis institutas;Mokytojas;1983,"Muzika, sportas","Biržų raj., Papilys",Respublikonų partija,lietuvis ,,"rusų, anglų, lenkų",Ne,Neturiu
Daugiamandatė,1949-03-05,vedęs,Ne,"Vilniaus universitetas, Medicinos fakultetas, Patologijos, teismo medicinos ir farmakologijos katedra,Docentas",ALGIMANTAS    JASULAITIS,Gineitiškių k.,"Aukštasis universitetinis;Vilniaus universitetas, Komunikacijos fakultetas, Žurnalistikos institutas;Žurnalistas;1996;Aukštasis universitetinis;Vilniaus universitetas, Medicinos fakultetas;Gydytojas;1972",Literatūra,Marijampolė,Respublikonų partija,lietuvis ,,"vokiečių, rusų, lenkų",Ne,Neturiu
Aukštaitijos,1972-12-23,ištekėjusi,Ne,"Panevėžio m. III-oji advokatų kontora,advokatė",ELIGIJA    NORKIENĖ-PAPLAUSKĖ,Panevėžys,Aukštasis;M.Romerio universitetas;teisininkė;1997,"psichologija, fotografija, dviračių ir kt sportas","Naujadvario km., Ramygalos sen., Panevėžio rajonas",Respublikonų partija,lietuvė ,,"rusų, lietuvių",Ne,Neturiu
Daugiamandatė,1985-11-29,vedęs,Ne,",",ARŪNAS    MARTINKĖNAS,Vilnius,Vidurinis;Biržų Saulės gimnazija;-;2005,alaus gamybas pagal senas biržietiškas tradicijas,"Biržų raj., Skrebiškių km.",Respublikonų partija,lietuvis ,,"rusų, anglų",Ne,Neturiu
Baltijos,1963-07-20,ištekėjusi,Ne,"-,-",RITA    KARPENKIENĖ,Žemgrindžių k.,Aukštesnysis;Klaipėdos politechnikumas;Ryšių eksploatacija;1981,"Kelionės, menas, kinas, teatras, istorija",Klaipėda,Respublikonų partija,lietuvė ,,"rusų, anglų, ukrainiečių",Ne,Neturiu
Daugiamandatė,1957-03-16,vedęs,Ne,"Vilmos Šližienės gkį,vadybininkas",JUOZAS    ŠLYŽIUS,Plungė,Aukštasis;Lietuvos veterinarijos akademija;Zooinžonieius;1980,"politika, sportas","PLungės raj., Karklėnų km.",Respublikonų partija,lietuvis ,,"anglų, rusų",Ne,Neturiu
